"",drug,cell_line,IC50,OncotreeCode
102099,Palbociclib,HARA,1.823885,LUSC
102100,Pevonedistat,HARA,-0.140073,LUSC
102101,Picolinici-acid,HARA,5.037098,LUSC
102102,Pictilisib,HARA,-0.008610,LUSC
102103,Podophyllotoxin bromide,HARA,-1.538187,LUSC
102104,Pyridostatin,HARA,1.418312,LUSC
102105,RO-3306,HARA,2.832891,LUSC
102106,RVX-208,HARA,4.736418,LUSC
102107,Rapamycin,HARA,-2.518781,LUSC
102108,Refametinib,HARA,1.454343,LUSC
102109,Ribociclib,HARA,3.140477,LUSC
102110,Romidepsin,HARA,-5.589874,LUSC
102111,Rucaparib,HARA,4.135203,LUSC
102112,Ruxolitinib,HARA,3.731836,LUSC
102113,SB216763,HARA,4.365179,LUSC
102114,SB590885,HARA,4.905331,LUSC
102115,SCH772984,HARA,1.646720,LUSC
102116,SGC-CBP30,HARA,4.087285,LUSC
102117,SGC0946,HARA,1.399232,LUSC
102118,SN-38,HARA,-3.806579,LUSC
102119,Sabutoclax,HARA,-1.112597,LUSC
102120,Sapitinib,HARA,1.830421,LUSC
102121,Savolitinib,HARA,3.064651,LUSC
102122,Schweinfurthin A,HARA,-0.380137,LUSC
102123,Selumetinib,HARA,4.651416,LUSC
102124,Sepantronium bromide,HARA,-4.113356,LUSC
102125,Serdemetan,HARA,2.909022,LUSC
102126,Sinularin,HARA,4.107136,LUSC
102127,Sorafenib,HARA,2.669229,LUSC
102128,Staurosporine,HARA,-3.464239,LUSC
102129,TW 37,HARA,0.453146,LUSC
102130,Talazoparib,HARA,2.250523,LUSC
102131,Tamoxifen,HARA,2.434933,LUSC
102132,Tanespimycin,HARA,-1.177484,LUSC
102133,Taselisib,HARA,0.422130,LUSC
102134,Telomerase Inhibitor IX,HARA,-0.444485,LUSC
102135,Temozolomide,HARA,6.640939,LUSC
102136,Temsirolimus,HARA,1.985552,LUSC
102137,Teniposide,HARA,0.626764,LUSC
102138,Topotecan,HARA,-0.456818,LUSC
102139,Trametinib,HARA,-0.248938,LUSC
102140,UMI-77,HARA,1.513259,LUSC
102141,UNC0379,HARA,1.469419,LUSC
102142,UNC0638,HARA,2.815534,LUSC
102143,Ulixertinib,HARA,1.353472,LUSC
102144,Uprosertib,HARA,1.405341,LUSC
102145,VE-822,HARA,1.562257,LUSC
102146,VE821,HARA,2.522647,LUSC
102147,VX-11e,HARA,1.889729,LUSC
102148,Veliparib,HARA,5.116515,LUSC
102149,Venetoclax,HARA,3.714392,LUSC
102150,Vinblastine,HARA,-5.927646,LUSC
102151,Vincristine,HARA,-3.963100,LUSC
102152,Vinorelbine,HARA,-5.080193,LUSC
102153,Vismodegib,HARA,5.229600,LUSC
102154,Vorinostat,HARA,1.436365,LUSC
102155,WEHI-539,HARA,4.852993,LUSC
102156,WIKI4,HARA,4.700765,LUSC
102157,WZ4003,HARA,2.845002,LUSC
102158,Wee1 Inhibitor,HARA,0.032440,LUSC
102159,Wnt-C59,HARA,3.398075,LUSC
102160,XAV939,HARA,4.053475,LUSC
102161,YK-4-279,HARA,0.656428,LUSC
102162,ZM447439,HARA,1.382273,LUSC
102163,Zoledronate,HARA,3.872954,LUSC
102164,alpha-lipoic acid,HARA,8.034496,LUSC
102165,glutathione,HARA,9.606336,LUSC
103038,5-Fluorouracil,NCIH1435,6.088595,LUAD
103039,5-azacytidine,NCIH1435,3.989532,LUAD
103040,A-366,NCIH1435,4.859768,LUAD
103041,ABT737,NCIH1435,0.568351,LUAD
103042,AGI-5198,NCIH1435,5.022734,LUAD
103043,AGI-6780,NCIH1435,3.621342,LUAD
103044,AGK2,NCIH1435,2.826560,LUAD
103045,AMG-319,NCIH1435,4.058286,LUAD
103046,AT13148,NCIH1435,3.039892,LUAD
103047,AZ6102,NCIH1435,3.632002,LUAD
103048,AZ960,NCIH1435,4.999049,LUAD
103049,AZD1208,NCIH1435,5.028923,LUAD
103050,AZD1332,NCIH1435,5.061623,LUAD
103051,AZD2014,NCIH1435,3.751066,LUAD
103052,AZD3759,NCIH1435,2.444244,LUAD
103053,AZD4547,NCIH1435,3.350804,LUAD
103054,AZD5153,NCIH1435,3.114277,LUAD
103055,AZD5363,NCIH1435,4.327024,LUAD
103056,AZD5438,NCIH1435,2.058817,LUAD
103057,AZD5582,NCIH1435,1.913844,LUAD
103058,AZD5991,NCIH1435,5.075512,LUAD
103059,AZD6738,NCIH1435,5.039730,LUAD
103060,AZD7762,NCIH1435,2.215694,LUAD
103061,AZD8186,NCIH1435,3.695564,LUAD
103062,Acetalax,NCIH1435,3.692062,LUAD
103063,Afatinib,NCIH1435,1.531057,LUAD
103064,Afuresertib,NCIH1435,3.143911,LUAD
103065,Alisertib,NCIH1435,3.987461,LUAD
103066,Alpelisib,NCIH1435,4.065357,LUAD
103067,Avagacestat,NCIH1435,4.622099,LUAD
103068,Axitinib,NCIH1435,3.774444,LUAD
103069,BI-2536,NCIH1435,0.347812,LUAD
103070,BIBR-1532,NCIH1435,4.942448,LUAD
103071,BMS-345541,NCIH1435,5.009977,LUAD
103072,BMS-536924,NCIH1435,3.929081,LUAD
103073,BMS-754807,NCIH1435,5.045643,LUAD
103074,Bleomycin,NCIH1435,3.092980,LUAD
103075,Bleomycin (50 uM),NCIH1435,5.628213,LUAD
103076,Bortezomib,NCIH1435,-1.139096,LUAD
103077,Bosutinib,NCIH1435,2.564615,LUAD
103078,Bromosporine,NCIH1435,3.309584,LUAD
103079,Buparlisib,NCIH1435,3.306316,LUAD
103080,CCT007093,NCIH1435,3.885770,LUAD
103081,CPI-637,NCIH1435,3.857383,LUAD
103082,CZC24832,NCIH1435,4.196706,LUAD
103083,Camptothecin,NCIH1435,-0.929752,LUAD
103084,Carmustine,NCIH1435,6.151166,LUAD
103085,Cediranib,NCIH1435,3.634410,LUAD
103086,Cisplatin,NCIH1435,4.580373,LUAD
103087,Crizotinib,NCIH1435,3.523957,LUAD
103088,Cyclophosphamide,NCIH1435,4.873718,LUAD
103089,Cytarabine,NCIH1435,3.451912,LUAD
103090,Dabrafenib,NCIH1435,3.218167,LUAD
103091,Dacarbazine,NCIH1435,5.192711,LUAD
103092,Dactinomycin,NCIH1435,-1.398762,LUAD
103093,Dactolisib,NCIH1435,1.218713,LUAD
103094,Daporinad,NCIH1435,-3.325620,LUAD
103095,Dasatinib,NCIH1435,2.464278,LUAD
103096,Dihydrorotenone,NCIH1435,1.086122,LUAD
103097,Dinaciclib,NCIH1435,0.391434,LUAD
103098,Docetaxel,NCIH1435,0.453786,LUAD
103099,Doramapimod,NCIH1435,5.055898,LUAD
103100,EHT-1864,NCIH1435,3.617001,LUAD
103101,EPZ004777,NCIH1435,4.808301,LUAD
103102,EPZ5676,NCIH1435,5.314926,LUAD
103103,Elephantin,NCIH1435,4.354500,LUAD
103104,Entinostat,NCIH1435,5.008131,LUAD
103105,Entospletinib,NCIH1435,3.831398,LUAD
103106,Epirubicin,NCIH1435,2.978282,LUAD
103107,Erlotinib,NCIH1435,3.701689,LUAD
103108,Fludarabine,NCIH1435,3.819165,LUAD
103109,Foretinib,NCIH1435,1.113061,LUAD
103110,Fulvestrant,NCIH1435,3.489391,LUAD
103111,GDC0810,NCIH1435,5.039206,LUAD
103112,GNE-317,NCIH1435,2.615785,LUAD
103113,GSK-LSD1,NCIH1435,2.695936,LUAD
103114,GSK1904529A,NCIH1435,4.624399,LUAD
103115,GSK2110183B,NCIH1435,3.343861,LUAD
103116,GSK2578215A,NCIH1435,4.843962,LUAD
103117,GSK2606414,NCIH1435,4.582409,LUAD
103118,GSK2801,NCIH1435,5.003725,LUAD
103119,GSK2830371,NCIH1435,5.075512,LUAD
103120,GSK343,NCIH1435,3.299529,LUAD
103121,GSK591,NCIH1435,4.401622,LUAD
103122,GW441756,NCIH1435,2.934049,LUAD
103123,Gallibiscoquinazole,NCIH1435,1.640231,LUAD
103124,Gefitinib,NCIH1435,3.210104,LUAD
103125,Gemcitabine,NCIH1435,2.458556,LUAD
103126,I-BET-762,NCIH1435,4.616638,LUAD
103127,I-BRD9,NCIH1435,4.954311,LUAD
103128,ICL-SIRT078,NCIH1435,4.040004,LUAD
103129,IWP-2,NCIH1435,2.638352,LUAD
103130,Ibrutinib,NCIH1435,4.938433,LUAD
103131,Ipatasertib,NCIH1435,3.694800,LUAD
103132,Irinotecan,NCIH1435,5.146785,LUAD
103133,JNK Inhibitor VIII,NCIH1435,3.989550,LUAD
103134,JQ1,NCIH1435,4.214739,LUAD
103135,KRAS (G12C) Inhibitor-12,NCIH1435,5.752068,LUAD
103136,KU-55933,NCIH1435,3.882581,LUAD
103137,L-Oxonoreleagnine,NCIH1435,3.602533,LUAD
103138,LCL161,NCIH1435,4.122952,LUAD
103139,LGK974,NCIH1435,3.494247,LUAD
103140,LJI308,NCIH1435,4.518609,LUAD
103141,LMP744,NCIH1435,3.868220,LUAD
103142,LY2109761,NCIH1435,5.006119,LUAD
103143,Lapatinib,NCIH1435,3.704726,LUAD
103144,Leflunomide,NCIH1435,5.285953,LUAD
103145,Lenalidomide,NCIH1435,5.075512,LUAD
103146,Lestaurtinib,NCIH1435,1.282302,LUAD
103147,Linsitinib,NCIH1435,4.539276,LUAD
103148,Luminespib,NCIH1435,2.653220,LUAD
103149,MG-132,NCIH1435,0.215498,LUAD
103150,MIM1,NCIH1435,3.746343,LUAD
103151,MIRA-1,NCIH1435,4.336121,LUAD
103152,MK-1775,NCIH1435,2.448549,LUAD
103153,MK-2206,NCIH1435,4.329047,LUAD
103154,MK-8776,NCIH1435,3.714754,LUAD
103155,ML323,NCIH1435,4.656164,LUAD
103156,MN-64,NCIH1435,5.019251,LUAD
103157,Methotrexate,NCIH1435,1.486770,LUAD
103158,Mirin,NCIH1435,6.249581,LUAD
103159,Mitoxantrone,NCIH1435,3.765133,LUAD
103160,Motesanib,NCIH1435,5.075512,LUAD
103161,Mycophenolic acid,NCIH1435,3.004911,LUAD
103162,N-acetyl cysteine,NCIH1435,8.507421,LUAD
103163,NU7441,NCIH1435,1.890382,LUAD
103164,NVP-ADW742,NCIH1435,4.215211,LUAD
103165,Navitoclax,NCIH1435,-0.878585,LUAD
103166,Nelarabine,NCIH1435,5.646102,LUAD
103167,Nilotinib,NCIH1435,3.954607,LUAD
103168,Niraparib,NCIH1435,4.983779,LUAD
103169,Nutlin-3a (-),NCIH1435,4.964646,LUAD
103170,OF-1,NCIH1435,3.785096,LUAD
103171,OSI-027,NCIH1435,1.526617,LUAD
103172,OTX015,NCIH1435,3.597306,LUAD
103173,Obatoclax Mesylate,NCIH1435,0.918154,LUAD
103174,Olaparib,NCIH1435,3.706396,LUAD
103175,Osimertinib,NCIH1435,2.217471,LUAD
103176,Oxaliplatin,NCIH1435,5.662174,LUAD
103177,P22077,NCIH1435,5.061144,LUAD
103178,PCI-34051,NCIH1435,4.192430,LUAD
103179,PD0325901,NCIH1435,2.617594,LUAD
103180,PD173074,NCIH1435,4.328447,LUAD
103181,PFI-1,NCIH1435,3.965560,LUAD
103182,PFI3,NCIH1435,4.935451,LUAD
103183,PLX-4720,NCIH1435,4.693166,LUAD
103184,POMHEX,NCIH1435,-0.107087,LUAD
103185,PRIMA-1MET,NCIH1435,6.058211,LUAD
103186,PRT062607,NCIH1435,4.473417,LUAD
103187,Paclitaxel,NCIH1435,-0.598814,LUAD
103188,Palbociclib,NCIH1435,4.287670,LUAD
103189,Pevonedistat,NCIH1435,5.075512,LUAD
103190,Picolinici-acid,NCIH1435,4.306631,LUAD
103191,Pictilisib,NCIH1435,1.629815,LUAD
103192,Podophyllotoxin bromide,NCIH1435,1.457899,LUAD
103193,Pyridostatin,NCIH1435,3.435776,LUAD
103194,RO-3306,NCIH1435,4.918391,LUAD
103195,RVX-208,NCIH1435,5.023490,LUAD
103196,Rapamycin,NCIH1435,-1.654869,LUAD
103197,Refametinib,NCIH1435,2.965936,LUAD
103198,Ribociclib,NCIH1435,3.641164,LUAD
103199,Romidepsin,NCIH1435,-5.682417,LUAD
103200,Rucaparib,NCIH1435,3.685977,LUAD
103201,Ruxolitinib,NCIH1435,4.555093,LUAD
103202,SB216763,NCIH1435,4.705304,LUAD
103203,SB590885,NCIH1435,3.763321,LUAD
103204,SCH772984,NCIH1435,3.755766,LUAD
103205,SGC-CBP30,NCIH1435,3.945622,LUAD
103206,SGC0946,NCIH1435,1.631722,LUAD
103207,SN-38,NCIH1435,3.886830,LUAD
103208,Sabutoclax,NCIH1435,1.923836,LUAD
103209,Sapitinib,NCIH1435,3.900295,LUAD
103210,Savolitinib,NCIH1435,2.413743,LUAD
103211,Schweinfurthin A,NCIH1435,2.772927,LUAD
103212,Selumetinib,NCIH1435,4.514949,LUAD
103213,Sepantronium bromide,NCIH1435,-3.162646,LUAD
103214,Serdemetan,NCIH1435,3.779943,LUAD
103215,Sinularin,NCIH1435,3.777637,LUAD
103216,Sorafenib,NCIH1435,4.459808,LUAD
103217,Staurosporine,NCIH1435,-1.153063,LUAD
103218,TW 37,NCIH1435,0.953872,LUAD
103219,Talazoparib,NCIH1435,5.075512,LUAD
103220,Tamoxifen,NCIH1435,4.555029,LUAD
103221,Tanespimycin,NCIH1435,0.821819,LUAD
103222,Taselisib,NCIH1435,2.581211,LUAD
103223,Telomerase Inhibitor IX,NCIH1435,2.832383,LUAD
103224,Temozolomide,NCIH1435,5.319587,LUAD
103225,Temsirolimus,NCIH1435,0.911369,LUAD
103226,Teniposide,NCIH1435,2.177613,LUAD
103227,Topotecan,NCIH1435,1.446890,LUAD
103228,Trametinib,NCIH1435,1.763718,LUAD
103229,UMI-77,NCIH1435,3.708908,LUAD
103230,UNC0379,NCIH1435,3.746352,LUAD
103231,Ulixertinib,NCIH1435,1.971982,LUAD
103232,Uprosertib,NCIH1435,3.677822,LUAD
103233,VE-822,NCIH1435,4.382337,LUAD
103234,VE821,NCIH1435,4.268260,LUAD
103235,VX-11e,NCIH1435,3.561556,LUAD
103236,Veliparib,NCIH1435,4.424711,LUAD
103237,Venetoclax,NCIH1435,4.009969,LUAD
103238,Vinblastine,NCIH1435,0.188946,LUAD
103239,Vincristine,NCIH1435,3.684210,LUAD
103240,Vinorelbine,NCIH1435,0.439581,LUAD
103241,Vismodegib,NCIH1435,5.022782,LUAD
103242,Vorinostat,NCIH1435,1.949994,LUAD
103243,WEHI-539,NCIH1435,3.725043,LUAD
103244,WIKI4,NCIH1435,3.348575,LUAD
103245,WZ4003,NCIH1435,4.693247,LUAD
103246,Wee1 Inhibitor,NCIH1435,5.075512,LUAD
103247,Wnt-C59,NCIH1435,3.985283,LUAD
103248,XAV939,NCIH1435,4.143563,LUAD
103249,YK-4-279,NCIH1435,5.253744,LUAD
103250,ZM447439,NCIH1435,5.070215,LUAD
103251,Zoledronate,NCIH1435,3.466074,LUAD
103252,alpha-lipoic acid,NCIH1435,7.040366,LUAD
103253,glutathione,NCIH1435,8.120026,LUAD
103254,5-Fluorouracil,NCIH661,7.348746,LCLC
103255,5-azacytidine,NCIH661,6.275107,LCLC
103256,A-366,NCIH661,5.839447,LCLC
103257,ABT737,NCIH661,2.557123,LCLC
103258,AGI-5198,NCIH661,5.163534,LCLC
103259,AGI-6780,NCIH661,5.601999,LCLC
103260,AGK2,NCIH661,2.864297,LCLC
103261,AMG-319,NCIH661,5.647308,LCLC
103262,AT13148,NCIH661,5.658632,LCLC
103263,AZ6102,NCIH661,2.955881,LCLC
103264,AZ960,NCIH661,3.340345,LCLC
103265,AZD1208,NCIH661,5.817002,LCLC
103266,AZD1332,NCIH661,5.320679,LCLC
103267,AZD2014,NCIH661,4.857679,LCLC
103268,AZD3759,NCIH661,3.031348,LCLC
103269,AZD4547,NCIH661,3.053825,LCLC
103270,AZD5153,NCIH661,4.342050,LCLC
103271,AZD5363,NCIH661,3.439158,LCLC
103272,AZD5438,NCIH661,3.210475,LCLC
103273,AZD5582,NCIH661,2.997958,LCLC
103274,AZD5991,NCIH661,2.476441,LCLC
103275,AZD6738,NCIH661,2.376227,LCLC
103276,AZD7762,NCIH661,1.036657,LCLC
103277,AZD8055,NCIH661,1.697637,LCLC
103278,AZD8186,NCIH661,4.119980,LCLC
103279,Acetalax,NCIH661,4.692972,LCLC
103280,Afatinib,NCIH661,1.597289,LCLC
103281,Afuresertib,NCIH661,4.008226,LCLC
103282,Alisertib,NCIH661,3.582299,LCLC
103283,Alpelisib,NCIH661,5.494045,LCLC
103284,Avagacestat,NCIH661,6.085618,LCLC
103285,Axitinib,NCIH661,4.433852,LCLC
103286,BI-2536,NCIH661,-2.689963,LCLC
103287,BIBR-1532,NCIH661,4.047900,LCLC
103288,BMS-345541,NCIH661,2.924213,LCLC
103289,BMS-536924,NCIH661,3.246408,LCLC
103290,BMS-754807,NCIH661,3.242814,LCLC
103291,Bleomycin,NCIH661,4.330926,LCLC
103292,Bleomycin (50 uM),NCIH661,3.903018,LCLC
103293,Bortezomib,NCIH661,-3.460006,LCLC
103294,Bosutinib,NCIH661,2.792653,LCLC
103295,Bromosporine,NCIH661,2.653991,LCLC
103296,Buparlisib,NCIH661,1.739516,LCLC
103297,CCT007093,NCIH661,5.558275,LCLC
103298,CPI-637,NCIH661,4.273770,LCLC
103299,CZC24832,NCIH661,5.048878,LCLC
103300,Camptothecin,NCIH661,-0.592774,LCLC
103301,Carmustine,NCIH661,6.017882,LCLC
103302,Cediranib,NCIH661,3.195951,LCLC
103303,Cisplatin,NCIH661,5.872053,LCLC
103304,Crizotinib,NCIH661,4.065876,LCLC
103305,Cyclophosphamide,NCIH661,4.853202,LCLC
103306,Cytarabine,NCIH661,4.348297,LCLC
103307,Dabrafenib,NCIH661,5.714096,LCLC
103308,Dacarbazine,NCIH661,6.587058,LCLC
103309,Dactinomycin,NCIH661,-2.646913,LCLC
103310,Dactolisib,NCIH661,0.811618,LCLC
103311,Dasatinib,NCIH661,0.787124,LCLC
103312,Dihydrorotenone,NCIH661,1.587132,LCLC
103313,Dinaciclib,NCIH661,-2.874634,LCLC
103314,Docetaxel,NCIH661,-0.169888,LCLC
103315,Doramapimod,NCIH661,5.567349,LCLC
103316,EHT-1864,NCIH661,3.440010,LCLC
103317,EPZ004777,NCIH661,5.142750,LCLC
103318,EPZ5676,NCIH661,6.132941,LCLC
103319,Elephantin,NCIH661,4.901834,LCLC
103320,Entinostat,NCIH661,2.786940,LCLC
103321,Entospletinib,NCIH661,4.591973,LCLC
103322,Epirubicin,NCIH661,-0.296167,LCLC
103323,Erlotinib,NCIH661,3.560128,LCLC
103324,Fludarabine,NCIH661,6.570936,LCLC
103325,Foretinib,NCIH661,2.108228,LCLC
103326,Fulvestrant,NCIH661,4.463780,LCLC
103327,GDC0810,NCIH661,4.562704,LCLC
103328,GNE-317,NCIH661,1.320396,LCLC
103329,GSK-LSD1,NCIH661,2.772117,LCLC
103330,GSK1904529A,NCIH661,4.318090,LCLC
103331,GSK2110183B,NCIH661,4.741239,LCLC
103332,GSK2578215A,NCIH661,5.006403,LCLC
103333,GSK2606414,NCIH661,4.292918,LCLC
103334,GSK2801,NCIH661,5.949777,LCLC
103335,GSK2830371,NCIH661,5.718996,LCLC
103336,GSK343,NCIH661,4.339496,LCLC
103337,GSK591,NCIH661,5.826621,LCLC
103338,GW441756,NCIH661,2.657049,LCLC
103339,Gallibiscoquinazole,NCIH661,3.664995,LCLC
103340,Gefitinib,NCIH661,4.301673,LCLC
103341,Gemcitabine,NCIH661,4.748856,LCLC
103342,I-BET-762,NCIH661,5.559024,LCLC
103343,I-BRD9,NCIH661,5.112258,LCLC
103344,ICL-SIRT078,NCIH661,4.564476,LCLC
103345,IWP-2,NCIH661,3.217589,LCLC
103346,Ibrutinib,NCIH661,4.792265,LCLC
103347,Ipatasertib,NCIH661,5.392152,LCLC
103348,Irinotecan,NCIH661,4.653760,LCLC
103349,JNK Inhibitor VIII,NCIH661,5.463423,LCLC
103350,JQ1,NCIH661,5.607705,LCLC
103351,KRAS (G12C) Inhibitor-12,NCIH661,4.234891,LCLC
103352,KU-55933,NCIH661,5.786961,LCLC
103353,L-Oxonoreleagnine,NCIH661,4.577822,LCLC
103354,LCL161,NCIH661,4.787667,LCLC
103355,LGK974,NCIH661,3.375734,LCLC
103356,LJI308,NCIH661,5.628143,LCLC
103357,LMP744,NCIH661,3.675863,LCLC
103358,LY2109761,NCIH661,5.967580,LCLC
103359,Lapatinib,NCIH661,4.485070,LCLC
103360,Leflunomide,NCIH661,5.819793,LCLC
103361,Lenalidomide,NCIH661,5.583082,LCLC
103362,Lestaurtinib,NCIH661,1.561816,LCLC
103363,Linsitinib,NCIH661,4.756237,LCLC
103364,Luminespib,NCIH661,-0.314168,LCLC
103365,MG-132,NCIH661,-0.731242,LCLC
103366,MIM1,NCIH661,1.893849,LCLC
103367,MIRA-1,NCIH661,5.289368,LCLC
103368,MK-1775,NCIH661,0.707362,LCLC
103369,MK-2206,NCIH661,3.942131,LCLC
103370,MK-8776,NCIH661,4.884133,LCLC
103371,ML323,NCIH661,5.088162,LCLC
103372,MN-64,NCIH661,5.346944,LCLC
103373,Methotrexate,NCIH661,-4.876129,LCLC
103374,Mirin,NCIH661,5.480013,LCLC
103375,Mitoxantrone,NCIH661,0.975800,LCLC
103376,Motesanib,NCIH661,5.878520,LCLC
103377,Mycophenolic acid,NCIH661,2.025075,LCLC
103378,N-acetyl cysteine,NCIH661,10.367818,LCLC
103379,NU7441,NCIH661,3.562673,LCLC
103380,NVP-ADW742,NCIH661,4.360937,LCLC
103381,Navitoclax,NCIH661,3.883377,LCLC
103382,Nelarabine,NCIH661,6.547405,LCLC
103383,Nilotinib,NCIH661,3.317733,LCLC
103384,Niraparib,NCIH661,5.822477,LCLC
103385,Nutlin-3a (-),NCIH661,5.082586,LCLC
103386,OF-1,NCIH661,3.973152,LCLC
103387,OSI-027,NCIH661,4.958416,LCLC
103388,OTX015,NCIH661,5.420463,LCLC
103389,Obatoclax Mesylate,NCIH661,1.649174,LCLC
103390,Olaparib,NCIH661,5.220556,LCLC
103391,Osimertinib,NCIH661,2.245015,LCLC
103392,Oxaliplatin,NCIH661,6.161542,LCLC
103393,P22077,NCIH661,5.010959,LCLC
103394,PCI-34051,NCIH661,5.214037,LCLC
103395,PD0325901,NCIH661,4.375376,LCLC
103396,PD173074,NCIH661,5.172431,LCLC
103397,PFI-1,NCIH661,3.820398,LCLC
103398,PFI3,NCIH661,4.877594,LCLC
103399,PLX-4720,NCIH661,5.661331,LCLC
103400,POMHEX,NCIH661,1.293728,LCLC
103401,PRIMA-1MET,NCIH661,6.417847,LCLC
103402,PRT062607,NCIH661,5.439410,LCLC
103403,Paclitaxel,NCIH661,-0.187607,LCLC
103404,Palbociclib,NCIH661,5.502332,LCLC
103405,Pevonedistat,NCIH661,2.089485,LCLC
103406,Picolinici-acid,NCIH661,5.966781,LCLC
103407,Pictilisib,NCIH661,1.808128,LCLC
103408,Podophyllotoxin bromide,NCIH661,0.653386,LCLC
103409,Pyridostatin,NCIH661,3.376473,LCLC
103410,RO-3306,NCIH661,5.296322,LCLC
103411,RVX-208,NCIH661,5.908953,LCLC
103412,Rapamycin,NCIH661,0.357333,LCLC
103413,Refametinib,NCIH661,4.518464,LCLC
103414,Remodelin,NCIH661,3.941511,LCLC
103415,Ribociclib,NCIH661,4.591358,LCLC
103416,Romidepsin,NCIH661,-4.149918,LCLC
103417,Rucaparib,NCIH661,4.984663,LCLC
103418,Ruxolitinib,NCIH661,5.428162,LCLC
103419,SB216763,NCIH661,4.467658,LCLC
103420,SB590885,NCIH661,5.242748,LCLC
103421,SCH772984,NCIH661,3.461077,LCLC
103422,SGC-CBP30,NCIH661,3.905308,LCLC
103423,SGC0946,NCIH661,1.407683,LCLC
103424,SN-38,NCIH661,4.142472,LCLC
103425,Sabutoclax,NCIH661,-0.615160,LCLC
103426,Sapitinib,NCIH661,3.331093,LCLC
103427,Savolitinib,NCIH661,2.397820,LCLC
103428,Schweinfurthin A,NCIH661,2.649324,LCLC
103429,Selumetinib,NCIH661,5.179643,LCLC
103430,Sepantronium bromide,NCIH661,-6.268279,LCLC
103431,Serdemetan,NCIH661,4.889999,LCLC
103432,Sinularin,NCIH661,4.722270,LCLC
103433,Sorafenib,NCIH661,3.281156,LCLC
103434,Staurosporine,NCIH661,-2.187910,LCLC
103435,Talazoparib,NCIH661,5.200875,LCLC
103436,Tamoxifen,NCIH661,3.352193,LCLC
103437,Tanespimycin,NCIH661,0.335214,LCLC
103438,Taselisib,NCIH661,3.731005,LCLC
103439,Telomerase Inhibitor IX,NCIH661,0.256304,LCLC
103440,Temozolomide,NCIH661,6.246911,LCLC
103441,Temsirolimus,NCIH661,2.419667,LCLC
103442,Teniposide,NCIH661,3.337093,LCLC
103443,Topotecan,NCIH661,2.789462,LCLC
103444,Trametinib,NCIH661,2.306258,LCLC
103445,UMI-77,NCIH661,2.047843,LCLC
103446,UNC0379,NCIH661,4.589307,LCLC
103447,UNC0638,NCIH661,5.132200,LCLC
103448,Ulixertinib,NCIH661,3.734262,LCLC
103449,Uprosertib,NCIH661,5.331008,LCLC
103450,VE-822,NCIH661,3.607466,LCLC
103451,VE821,NCIH661,5.676199,LCLC
103452,VX-11e,NCIH661,4.942326,LCLC
103453,Veliparib,NCIH661,5.289173,LCLC
103454,Venetoclax,NCIH661,2.083664,LCLC
103455,Vinblastine,NCIH661,-2.950671,LCLC
103456,Vincristine,NCIH661,-0.157953,LCLC
103457,Vinorelbine,NCIH661,-2.094711,LCLC
103458,Vismodegib,NCIH661,5.468173,LCLC
103459,Vorinostat,NCIH661,1.511045,LCLC
103460,WEHI-539,NCIH661,5.270240,LCLC
103461,WIKI4,NCIH661,3.438744,LCLC
103462,WZ4003,NCIH661,4.811260,LCLC
103463,Wee1 Inhibitor,NCIH661,3.468527,LCLC
103464,Wnt-C59,NCIH661,4.358503,LCLC
103465,XAV939,NCIH661,5.767493,LCLC
103466,YK-4-279,NCIH661,3.743351,LCLC
103467,ZM447439,NCIH661,3.657340,LCLC
103468,Zoledronate,NCIH661,2.744136,LCLC
103469,alpha-lipoic acid,NCIH661,8.253591,LCLC
103470,glutathione,NCIH661,10.031845,LCLC
104065,5-Fluorouracil,KNS62,4.254651,LUSC
104066,5-azacytidine,KNS62,1.196821,LUSC
104067,A-366,KNS62,4.314249,LUSC
104068,ABT737,KNS62,3.210770,LUSC
104069,AGI-5198,KNS62,5.005795,LUSC
104070,AGI-6780,KNS62,3.298221,LUSC
104071,AGK2,KNS62,3.522625,LUSC
104072,AMG-319,KNS62,4.980112,LUSC
104073,AT13148,KNS62,4.679245,LUSC
104074,AZ6102,KNS62,2.885220,LUSC
104075,AZ960,KNS62,3.583064,LUSC
104076,AZD1208,KNS62,5.221419,LUSC
104077,AZD1332,KNS62,4.686251,LUSC
104078,AZD2014,KNS62,2.633328,LUSC
104079,AZD3759,KNS62,2.847442,LUSC
104080,AZD4547,KNS62,4.322597,LUSC
104081,AZD5153,KNS62,2.415658,LUSC
104082,AZD5363,KNS62,1.092030,LUSC
104083,AZD5438,KNS62,1.980783,LUSC
104084,AZD5582,KNS62,3.526001,LUSC
104085,AZD5991,KNS62,4.725820,LUSC
104086,AZD6738,KNS62,2.605948,LUSC
104087,AZD7762,KNS62,0.736994,LUSC
104088,AZD8055,KNS62,0.380360,LUSC
104089,AZD8186,KNS62,4.632926,LUSC
104090,Acetalax,KNS62,0.812953,LUSC
104091,Afatinib,KNS62,2.359880,LUSC
104092,Afuresertib,KNS62,0.550150,LUSC
104093,Alisertib,KNS62,2.572055,LUSC
104094,Alpelisib,KNS62,4.251142,LUSC
104095,Avagacestat,KNS62,5.623421,LUSC
104096,Axitinib,KNS62,3.901045,LUSC
104097,BI-2536,KNS62,0.497647,LUSC
104098,BIBR-1532,KNS62,5.976201,LUSC
