,drug,cell_line,IC50,prediction
11358,LY2109761,SW13,5.280755344,4.796643
11359,Gallibiscoquinazole,SW13,2.865627469,2.422618
11360,PFI-1,SW13,4.804754067,3.817782
11361,Taselisib,SW13,2.108965496,0.780124
11362,PRT062607,SW13,3.091864345,2.520777
11363,Trametinib,SW13,-1.14838991,-0.418242
11364,AZD3759,SW13,1.221849667,0.307128
11365,AZD1332,SW13,5.262042742,3.67851
11366,Savolitinib,SW13,2.980688879,2.642034
11367,MK-2206,SW13,2.768059137,2.598966
11368,OF-1,SW13,3.920131146,3.362593
11369,AZD5582,SW13,0.593371638,2.031633
11370,P22077,SW13,4.129829647,4.009993
11371,Mycophenolic acid,SW13,1.342509085,1.029698
11372,Fulvestrant,SW13,3.281665345,2.872538
11373,GSK1904529A,SW13,3.582367685,3.324277
11374,EPZ004777,SW1417,7.168708312,7.192533
11375,BIBR-1532,SW1417,7.571810684,7.08086
11376,CPI-637,SW1417,5.969671687,6.119694
11377,Dinaciclib,SW1417,1.409889811,0.237652
11378,Entinostat,SW1417,3.840926111,5.317531
11379,LJI308,SW1417,5.870045787,6.519218
11380,JNK Inhibitor VIII,SW1417,7.836142835,7.236005
11381,glutathione,SW1417,9.534297938,10.616766
11382,GW441756,SW1417,6.098481007,5.017746
11383,Refametinib,SW1417,0.019770394,0.030688
11384,VE821,SW1417,7.314253509,6.953924
11385,PFI-1,SW1417,5.430072414,6.188746
11386,Erlotinib,SW1417,5.630802528,4.525563
11387,Bromosporine,SW1417,4.131858656,3.577521
11388,Linsitinib,SW1417,4.679652095,4.939518
11389,Oxaliplatin,SW1417,7.131250462,6.980071
11390,BI-2536,SW1417,5.721359285,2.80337
11391,Dihydrorotenone,SW1417,0.279997898,1.455216
11392,Sorafenib,SW1417,4.89714638,4.160813
11393,MK-1775,SW1417,1.310974227,2.462159
11394,Trametinib,SW1463,-3.980750217,-1.491894
11395,Cediranib,SW1463,2.458963145,2.142077
11396,AZD5438,SW1463,2.430227971,2.156019
11397,Linsitinib,SW1463,3.034281186,3.982926
11398,AZ6102,SW1463,3.361512043,2.407108
11399,GSK1904529A,SW1463,5.924859482,4.981777
11400,RO-3306,SW1463,3.266420106,3.955386
11401,WZ4003,SW1463,5.193343418,4.66398
11402,glutathione,SW1463,8.992827316,9.685135
11403,Afuresertib,SW1463,4.363775164,3.845837
11404,5-azacytidine,SW1463,2.873861117,3.304277
11405,GSK591,SW1463,3.747378141,5.123226
11406,LGK974,SW1463,3.385970269,4.73121
11407,WEHI-539,SW1463,5.367443612,4.665347
11408,SN-38,SW1463,-4.114908725,-0.017544
11409,SB590885,SW1463,4.825656511,4.849593
11410,Rapamycin,SW1463,0.667075245,-0.771559
11411,Bortezomib,SW1463,-4.487713536,-3.647084
11412,Entinostat,SW1463,3.274297732,3.113568
11413,Dactolisib,SW1463,-1.129179454,-0.702103
11414,PF-4708671,SW156,4.49799653,4.315228
11415,Lestaurtinib,SW156,1.095850986,1.111622
11416,JNK Inhibitor VIII,SW156,4.791017255,5.227511
11417,VE-822,SW156,3.09748066,3.692562
11418,Dabrafenib,SW156,3.156649473,5.181944
11419,AZD6738,SW156,4.154547546,2.670557
11420,Daporinad,SW156,-3.132645401,-1.418221
11421,PD0325901,SW156,2.611728783,2.74791
11422,PLX-4720,SW156,2.381337336,4.162354
11423,Lapatinib,SW156,1.97705025,2.838465
11424,IWP-2,SW156,3.801439863,3.557826
11425,5-Fluorouracil,SW156,4.015102893,3.527108
11426,AZD3759,SW156,2.680269353,2.287107
11427,Lenalidomide,SW156,5.009726032,5.821936
11428,WEHI-539,SW156,4.547255483,4.559422
11429,Tretinoin,SW156,5.804489701,5.503102
11430,Palbociclib,SW1573,4.422602063,5.421156
11431,Vorinostat,SW1573,3.246002161,3.297273
11432,Telomerase Inhibitor IX,SW1573,2.987612451,2.220051
11433,Paclitaxel,SW1573,1.349335948,0.774198
11434,PLX-4720,SW1573,6.744337128,6.136956
11435,Mirin,SW1573,6.99200604,6.604183
11436,KRAS (G12C) Inhibitor-12,SW1573,7.669499392,6.422071
11437,POMHEX,SW1573,1.605712049,1.889724
11438,BI-2536,SW1573,-0.477632944,1.984924
11439,Bortezomib,SW1573,-2.579501646,-3.323496
11440,Sorafenib,SW1573,4.201848112,4.020982
11441,JQ1,SW1573,4.680237305,4.368449
11442,Serdemetan,SW1573,5.893176164,5.96137
11443,Staurosporine,SW1573,0.181726161,-1.087754
11444,SGC0946,SW1573,2.471704466,2.871383
11445,MK-2206,SW1573,3.99772576,4.238673
11446,Dactolisib,SW1573,0.196358616,0.629186
11447,Fulvestrant,SW1573,5.823554636,5.344946
11448,MG-132,SW1573,-0.863168667,-0.462653
11449,Veliparib,SW1710,6.147463059,5.852731
11450,OTX015,SW1710,2.767907682,2.487437
11451,glutathione,SW1710,8.746042807,9.936745
11452,GSK2801,SW1710,5.933534775,5.214872
11453,AZD4547,SW1710,3.271923925,3.091509
11454,Rapamycin,SW1710,0.441453966,-1.185005
11455,TW 37,SW1710,3.599542719,1.69988
11456,IWP-2,SW1710,3.301451601,3.210605
11457,Rucaparib,SW1710,5.486997915,4.365529
11458,Elephantin,SW1710,3.982178112,3.904663
11459,Entinostat,SW1710,3.080060063,3.574462
11460,SB216763,SW1710,5.643735925,5.53021
11461,JNK Inhibitor VIII,SW1710,5.136165182,5.412
11462,Talazoparib,SW1710,5.921773152,4.73065
11463,Cyclophosphamide,SW1710,5.074258234,5.520457
11464,Savolitinib,SW1710,3.749928076,3.412449
11465,Fulvestrant,SW1710,4.470762891,4.454454
11466,NVP-ADW742,SW1710,3.751762011,3.304613
11467,Uprosertib,SW1710,3.718360607,3.43508
11468,LJI308,SW1783,5.242089521,4.717732
11469,Savolitinib,SW1783,3.282185985,2.564253
11470,YK-4-279,SW1783,2.105685691,1.482562
11471,EPZ004777,SW1783,3.803831065,4.751656
11472,5-Fluorouracil,SW1783,4.954018099,3.644291
11473,Doramapimod,SW1783,5.786853325,5.000051
11474,Temozolomide,SW1783,4.947083334,6.282846
11475,Camptothecin,SW1783,-3.578122986,-4.026883
11476,Sepantronium bromide,SW1783,-2.973043839,-4.058002
11477,ZM447439,SW1783,5.933878481,2.255059
11478,Axitinib,SW1783,2.812220596,2.483336
11479,MK-1775,SW1783,0.07471229,0.601105
11480,SB590885,SW1783,4.91963896,4.706846
11481,Pevonedistat,SW1783,2.823140084,0.158496
11482,Telomerase Inhibitor IX,SW1990,1.316432816,0.799043
11483,Oxaliplatin,SW1990,5.16965207,5.65017
11484,Wee1 Inhibitor,SW1990,3.097980556,2.609477
11485,Cyclophosphamide,SW1990,5.035083404,5.655963
11486,AGK2,SW1990,2.755086319,4.010325
11487,AZD3759,SW1990,3.89769636,2.758772
11488,5-Fluorouracil,SW1990,5.370015515,5.326176
11489,GSK591,SW1990,3.498312224,5.283483
11490,GNE-317,SW1990,1.939046703,1.130402
11491,GSK2578215A,SW1990,4.897046765,5.46651
11492,AZD7762,SW1990,-0.354888245,0.409371
11493,Talazoparib,SW1990,4.72494105,4.516067
11494,Nilotinib,SW1990,5.282902855,4.113316
11495,GSK2830371,SW1990,6.909284336,6.417208
11496,GDC0810,SW48,4.549829412,5.142358
11497,Ipatasertib,SW48,2.146911381,2.395697
11498,LCL161,SW48,5.675014501,5.153364
11499,Picolinici-acid,SW48,5.868252071,5.264543
11500,Sorafenib,SW48,4.167554745,2.066355
11501,Elephantin,SW48,3.126649441,2.46948
11502,AZD5438,SW48,2.466705582,1.53326
11503,AZD5363,SW48,1.407251575,2.426291
11504,MK-8776,SW48,3.147698326,3.706988
11505,LY2109761,SW48,4.501555135,5.145602
11506,Dihydrorotenone,SW48,1.406711389,0.50816
11507,GW441756,SW48,3.57371864,3.004413
11508,Bleomycin,SW48,1.453892197,1.876432
11509,Niraparib,SW48,3.304295222,4.123504
11510,Cytarabine,SW48,3.407591982,-0.25427
11511,MK-2206,SW48,2.185519957,1.403555
11512,YK-4-279,SW48,0.309260523,0.377219
11513,L-Oxonoreleagnine,SW48,1.424071186,3.505746
11514,Cediranib,SW48,1.058220201,0.848936
11515,Vorinostat,SW620,0.995001354,1.768263
11516,Tretinoin,SW620,6.485672026,5.848539
11517,I-BET-762,SW620,3.562212128,3.572655
11518,MIM1,SW620,6.18233983,4.077141
11519,Sorafenib,SW620,2.72439912,2.436778
11520,P22077,SW620,5.720683459,5.372324
11521,MK-8776,SW620,6.275132749,4.267431
11522,Cytarabine,SW620,1.067516481,0.611724
11523,Acetalax,SW620,7.5585007,5.910422
11524,Daporinad,SW620,-3.86901821,-4.51916
11525,LY2109761,SW620,6.057542249,6.699501
11526,Buparlisib,SW620,1.49136945,1.325824
11527,Vinorelbine,SW620,-3.158867428,-3.438119
11528,Olaparib,SW620,4.862771544,5.266936
11529,Schweinfurthin A,SW620,2.235303045,1.713019
11530,Rucaparib,SW620,5.382571094,4.608819
11531,Obatoclax Mesylate,SW620,-0.535247795,0.320249
11532,VX-11e,SW620,1.750181036,1.715113
11533,EPZ5676,SW620,7.068305223,6.645851
11534,MN-64,SW620,6.453457432,5.793927
11535,Afuresertib,SW620,5.21469705,4.874242
11536,CCT007093,SW626,6.142386977,6.070136
11537,Cisplatin,SW626,5.53296181,5.478837
11538,Venetoclax,SW626,3.390214353,4.344082
11539,AZD6738,SW626,2.621612272,3.701964
11540,Wnt-C59,SW626,3.257606613,5.034715
11541,Dihydrorotenone,SW626,0.226682353,0.623449
11542,MK-8776,SW626,4.417300745,5.472397
11543,Lapatinib,SW626,6.190377335,4.722189
11544,Tamoxifen,SW626,6.923009199,4.609636
11545,Taselisib,SW626,3.154224762,3.252311
11546,UNC0638,SW626,5.480097499,5.696009
11547,Fludarabine,SW626,0.356235277,6.659959
11548,PLX-4720,SW626,4.967253364,6.039529
11549,UMI-77,SW626,2.642598256,2.323122
11550,Schweinfurthin A,SW626,4.375508372,3.139333
11551,Luminespib,SW626,0.192324613,-0.859512
11552,JNK Inhibitor VIII,SW626,6.514824882,6.499238
11553,Bortezomib,SW626,-4.76126868,-4.104572
11554,Nilotinib,SW626,3.371160657,4.735737
11555,AZD8186,SW756,4.487890858,5.033568
11556,AGK2,SW756,5.999695676,4.242096
11557,Alpelisib,SW756,5.036375377,5.789358
11558,Afuresertib,SW756,4.501684805,4.860147
11559,OTX015,SW756,5.588355992,5.251804
11560,Veliparib,SW756,6.78398482,6.003769
11561,Camptothecin,SW756,-2.673470146,-2.148143
11562,Dihydrorotenone,SW756,-1.218670358,0.543754
11563,Methotrexate,SW756,0.038637121,0.382875
11564,EHT-1864,SW756,3.851983666,4.023371
11565,Dinaciclib,SW756,2.636527866,1.363173
11566,Paclitaxel,SW756,1.249452209,1.67387
11567,Bromosporine,SW756,5.087045625,4.137118
11568,EPZ5676,SW756,6.668706686,6.620398
11569,Romidepsin,SW756,-3.038609559,-3.791689
11570,AT13148,SW756,6.810759181,6.12617
11571,LCL161,SW756,6.045719821,6.31299
11572,Dacarbazine,SW756,6.334728136,6.945254
11573,Telomerase Inhibitor IX,SW756,1.016751289,1.608179
11574,Vinorelbine,SW780,-2.849889336,-1.749076
11575,UMI-77,SW780,5.637051029,3.071293
11576,Lestaurtinib,SW780,1.574516034,1.426283
11577,Docetaxel,SW780,-3.000779608,-1.776529
11578,Afatinib,SW780,3.464250757,2.877481
11579,MK-1775,SW780,2.94203032,1.236829
11580,CZC24832,SW780,4.785089031,5.457331
11581,MK-8776,SW780,4.832377892,3.801403
11582,EPZ5676,SW780,6.32541038,6.014331
11583,Epirubicin,SW780,-0.967063095,-0.079789
11584,Leflunomide,SW780,5.368053955,5.478024
11585,OSI-027,SW780,4.474372435,1.520473
11586,AZD5153,SW780,4.645947634,2.755108
11587,GDC0810,SW780,6.039646031,5.389648
11588,Niraparib,SW780,5.252647824,5.168894
11589,RVX-208,SW780,5.276895114,5.443727
11590,Gemcitabine,SW780,1.159712561,0.383476
11591,WZ4003,SW780,5.973096509,4.512924
11592,Sepantronium bromide,SW780,-4.082189689,-4.017039
11593,BMS-536924,SW837,3.394407235,2.457902
11594,BMS-345541,SW837,4.623740355,4.926599
11595,AZ6102,SW837,3.746228047,2.557759
11596,EPZ5676,SW837,6.39633303,6.051415
11597,Refametinib,SW837,0.709761386,0.880592
11598,5-Fluorouracil,SW837,4.067919054,6.087941
11599,Nilotinib,SW837,5.157335286,4.469142
11600,GSK343,SW837,4.731787952,4.667571
11601,OSI-027,SW837,3.953408536,2.842525
11602,Serdemetan,SW837,4.423965726,5.312553
11603,MK-8776,SW837,4.825215026,4.752378
11604,AZD4547,SW837,3.686265016,4.350801
11605,Navitoclax,SW837,1.146912961,1.20666
11606,Pevonedistat,SW837,2.40094584,1.818232
11607,AZD1332,SW837,5.754288643,5.475595
11608,Acetalax,SW837,2.44545515,2.41946
11609,Vorinostat,SW837,0.824862484,2.319574
11610,Entospletinib,SW837,5.575384342,5.115287
11611,Gallibiscoquinazole,SW837,2.168118997,2.855071
11612,Bosutinib,SW837,3.415712584,3.283635
11613,PCI-34051,SW948,5.918299741,5.42527
11614,Lapatinib,SW948,5.095516943,4.080129
11615,Sorafenib,SW948,3.689754727,2.387911
11616,Rapamycin,SW948,-1.528877329,-1.955152
11617,Nutlin-3a (-),SW948,6.362884236,6.008898
11618,AZD7762,SW948,-0.01982609,0.299064
11619,Taselisib,SW948,-0.129391523,0.798963
11620,Ibrutinib,SW948,5.965032122,5.396524
11621,AZD8055,SW948,-1.320920705,-0.206275
11622,glutathione,SW948,10.15209582,9.598513
11623,AZD4547,SW948,3.335970533,3.781193
11624,Daporinad,SW948,-4.550118629,-3.943468
11625,AZD1208,SW948,5.494660548,5.943696
11626,Palbociclib,SW948,4.045130976,3.800913
11627,AZ6102,SW948,1.773896829,2.736322
11628,PD0325901,SW948,-1.231856686,-0.970937
11629,Uprosertib,SW948,0.745354703,1.544975
11630,GSK2606414,SW948,4.483775921,4.727007
11631,Nilotinib,SW948,5.020490611,4.348312
11632,OSI-027,SW954,3.015952603,2.125261
11633,Navitoclax,SW954,-0.420566187,0.614741
11634,Ipatasertib,SW954,2.652531314,2.486341
11635,Methotrexate,SW954,2.558045888,2.461974
11636,GSK2578215A,SW954,4.005505395,4.774858
11637,KRAS (G12C) Inhibitor-12,SW954,3.046514043,3.107105
11638,P22077,SW954,3.375727711,3.475168
11639,Telomerase Inhibitor IX,SW954,0.374891806,0.033854
11640,Cyclophosphamide,SW954,5.09147231,4.595728
11641,Luminespib,SW954,-4.308958768,-3.687244
11642,Sapitinib,SW954,2.223402196,1.574282
11643,Sepantronium bromide,SW954,-5.600251897,-3.655167
11644,Vorinostat,SW954,0.899433598,1.409492
11645,Irinotecan,SW954,0.297203121,0.75212
11646,Axitinib,SW954,1.661526935,1.646414
11647,Savolitinib,SW954,2.892740977,2.986592
11648,SGC0946,SW982,1.947370979,2.051193
11649,UNC0379,SW982,3.243712117,3.456401
11650,Gemcitabine,SW982,-3.078673359,-3.902906
11651,Vismodegib,SW982,5.763519401,4.617444
11652,PFI-1,SW982,2.481807537,3.217155
11653,Cyclophosphamide,SW982,4.652323802,5.241102
11654,Niraparib,SW982,4.115739061,3.17543
11655,Savolitinib,SW982,3.325341451,3.306032
11656,Lestaurtinib,SW982,-1.127024135,-1.022542
11657,glutathione,SW982,8.839718023,9.034193
11658,Dactolisib,SW982,-2.7889999,-2.881226
11659,MN-64,SW982,4.76319021,4.905801
11660,Sapitinib,SW982,4.133317861,4.553269
11661,GSK2830371,SW982,5.723526438,6.156419
11662,AGI-6780,SW982,5.22770881,4.479422
11663,Dacarbazine,SW982,4.892078897,5.830969
11664,AZD7762,SW982,-0.61157396,-0.667216
11665,IWP-2,SW982,3.146001652,3.084048
11666,Topotecan,SW982,-1.292837972,-0.380801
11667,PD173074,T24,4.786926971,5.343868
11668,Serdemetan,T24,4.57316794,4.649071
11669,GSK2578215A,T24,5.301663105,4.936804
11670,Dactinomycin,T24,-2.669904153,-3.044543
11671,NVP-ADW742,T24,5.540760465,5.117079
11672,Piperlongumine,T24,3.409942763,2.291137
11673,Camptothecin,T24,-2.716811612,-2.868258
11674,CCT-018159,T24,4.191076234,4.452182
11675,VX-11e,T24,3.661968966,3.834348
11676,WZ4003,T24,5.697416103,5.631731
11677,IOX2,T24,2.875460106,2.750511
11678,LY2109761,T24,3.895559592,5.245826
11679,PFI3,T24,5.996193628,5.715725
11680,EPZ004777,T24,5.218230755,5.33546
11681,P22077,T24,5.804030578,5.453204
11682,Avagacestat,T24,4.654258039,4.587682
11683,Tamoxifen,T47D,2.451953185,2.95554
11684,AGI-6780,T47D,3.380732454,3.972975
11685,UNC0638,T47D,4.102290016,4.993675
11686,Remodelin,T47D,3.987039547,4.357537
11687,NVP-ADW742,T47D,2.732340657,2.710704
11688,ML323,T47D,3.747081935,4.092289
11689,LY2109761,T47D,3.148817304,5.383783
11690,Veliparib,T47D,5.717061039,5.37335
11691,PFI3,T47D,5.755425832,5.427711
11692,LGK974,T47D,3.58934901,3.466613
11693,BIBR-1532,T47D,4.65463043,4.890161
11694,Fludarabine,T47D,4.462752799,5.542267
11695,LJI308,T47D,5.65092392,5.322599
11696,AZD5153,T47D,2.20860081,2.744069
11697,Palbociclib,T47D,3.23458843,4.165167
11698,Ulixertinib,T47D,3.329342962,3.436168
11699,Dacarbazine,T47D,6.017065316,5.81354
11700,BMS-345541,T47D,4.760588466,3.991596
11701,Dabrafenib,T47D,3.951630113,5.22825
11702,GSK2578215A,T47D,5.003125076,4.872993
11703,Ulixertinib,T84,2.29171512,2.213517
11704,LJI308,T84,5.531780445,4.856689
11705,Rucaparib,T84,4.696311796,4.310228
11706,OF-1,T84,4.826049636,3.155338
11707,BIBR-1532,T84,4.614672954,5.063163
11708,Entospletinib,T84,4.759778384,4.147183
11709,BMS-754807,T84,1.491748615,1.035341
11710,PD0325901,T84,1.008711132,0.763847
11711,Romidepsin,T84,-3.729952762,-4.271586
11712,Ruxolitinib,T84,5.704073735,4.83206
11713,Serdemetan,T84,4.771802687,4.445725
11714,Nutlin-3a (-),T84,5.812877258,5.067804
11715,Dihydrorotenone,T84,0.574876538,-0.608555
11716,Selumetinib,T84,3.190996051,3.696615
11717,Mycophenolic acid,T84,2.312993499,3.382297
11718,Epirubicin,T84,1.398432,1.502842
11719,KU-55933,T84,3.562380252,5.389607
11720,PFI-1,T84,5.246758193,4.792217
11721,PLX-4720,T84,4.490952364,4.710327
11722,I-BRD9,T84,5.768925836,4.740322
11723,Ipatasertib,T98G,3.941532531,4.131848
11724,Uprosertib,T98G,3.075517334,3.497291
11725,Ribociclib,T98G,4.668627746,4.062174
11726,GSK343,T98G,3.762809099,4.023586
11727,Temsirolimus,T98G,0.529174844,0.909037
11728,Rucaparib,T98G,4.007774581,4.252187
11729,Dabrafenib,T98G,5.405301202,4.792768
11730,Olaparib,T98G,4.788998837,4.758954
11731,Tanespimycin,T98G,-2.203479056,-0.747572
11732,Schweinfurthin A,T98G,-1.652349527,0.903684
11733,UNC0638,T98G,4.651398036,4.710568
11734,AZD3759,T98G,3.206174,2.959419
11735,Entinostat,T98G,4.474144734,3.184776
11736,Bromosporine,T98G,2.134574487,2.450457
11737,Mycophenolic acid,T98G,1.127295565,2.809335
11738,KRAS (G12C) Inhibitor-12,T98G,3.827523208,4.826674
11739,AZD5582,T98G,4.439673206,3.304217
11740,Camptothecin,T98G,-2.058794472,-2.19239
11741,CCT007093,T98G,4.847125146,5.067929
11742,Vismodegib,TALL1,4.649675591,3.92665
11743,Sapitinib,TALL1,3.818893915,3.855492
11744,MIRA-1,TALL1,2.49767132,2.661016
11745,GSK2578215A,TALL1,4.159243124,4.175032
11746,RVX-208,TALL1,2.437642849,3.308782
11747,OF-1,TALL1,3.30983456,3.650483
11748,Sepantronium bromide,TALL1,-1.663352263,-5.110695
11749,AZD5363,TALL1,1.043149989,1.813881
11750,PCI-34051,TALL1,2.043901613,2.083941
11751,WEHI-539,TALL1,-3.451595238,-0.090521
11752,Selumetinib,TALL1,0.419858839,2.478024
11753,5-Fluorouracil,TALL1,4.178028132,3.479956
11754,BMS-754807,TALL1,-1.678606132,-1.147676
11755,VE821,TALL1,1.889216915,1.009841
11756,Bicalutamide,TALL1,3.833025063,3.810652
11757,Gefitinib,TALL1,1.861461441,2.918073
11758,Obatoclax Mesylate,TC71,-0.376895186,-0.200308
11759,Sabutoclax,TC71,-2.545786577,-1.212903
11760,Selumetinib,TC71,4.601602132,4.700098
11761,Gallibiscoquinazole,TC71,2.235031524,2.425487
11762,Dihydrorotenone,TC71,0.390407968,0.69358
11763,Cytarabine,TC71,0.432371252,-0.281999
11764,Palbociclib,TC71,2.332967416,3.063018
11765,glutathione,TC71,9.084411321,8.80979
11766,MN-64,TC71,4.369349952,4.286122
11767,Vorinostat,TC71,0.683188865,1.125515
11768,Wnt-C59,TC71,3.818554219,3.690794
11769,AZD5153,TC71,1.554949592,0.771931
11770,AGK2,TC71,2.102726378,2.794806
11771,Luminespib,TC71,-3.438954357,-2.809838
11772,Vismodegib,TC71,3.822990401,4.38547
11773,JNK Inhibitor VIII,TC71,4.862286957,4.710791
11774,L-Oxonoreleagnine,TC71,3.686874733,3.191801
11775,PFI-1,TC71,3.036811387,3.3969
11776,SN-38,TC71,-6.697620531,-6.089208
11777,CCT007093,TCCSUP,6.162381047,5.828998
11778,Erlotinib,TCCSUP,2.513304424,4.054593
11779,AZ6102,TCCSUP,4.668604405,3.214881
11780,BMS-536924,TCCSUP,1.490168829,2.023058
11781,AGK2,TCCSUP,3.693678759,3.554453
11782,Rucaparib,TCCSUP,5.115725513,4.835674
11783,GSK2606414,TCCSUP,4.510960363,4.709095
11784,Wee1 Inhibitor,TCCSUP,3.021798318,2.892196
11785,Topotecan,TCCSUP,0.184214824,1.24583
11786,GSK591,TCCSUP,5.012730785,5.222161
11787,MN-64,TCCSUP,4.263798722,5.232785
11788,UNC0379,TCCSUP,6.138081117,5.087176
11789,Cediranib,TCCSUP,2.036566315,2.813377
11790,ICL-SIRT078,TCCSUP,6.288012952,5.612822
11791,GSK-LSD1,TCCSUP,1.505323005,2.969961
11792,Vinblastine,TCCSUP,-1.422960911,-0.396356
11793,VX-11e,TCCSUP,5.870802989,4.133315
11794,Taselisib,TCCSUP,2.785301642,2.176841
11795,Entinostat,TCCSUP,2.040708006,3.058584
11796,AGK2,TE1,3.839203305,3.456289
11797,Uprosertib,TE1,5.328335122,4.305537
11798,Taselisib,TE1,1.599974088,1.715865
11799,OF-1,TE1,3.41876496,4.074002
11800,KU-55933,TE1,4.720947966,5.486102
11801,Zoledronate,TE1,3.629859815,4.31336
11802,MG-132,TE1,-1.084981785,-1.392567
11803,Gallibiscoquinazole,TE1,2.905947736,2.922715
11804,Nutlin-3a (-),TE1,6.324899368,5.947935
11805,MIRA-1,TE1,6.406926645,5.935889
11806,BMS-754807,TE1,0.584358894,1.64591
11807,CPI-637,TE1,4.909791033,5.434285
11808,5-Fluorouracil,TE1,7.336723028,5.619302
11809,Vinblastine,TE1,-4.292272792,-3.556762
11810,Alisertib,TE1,1.747152314,2.184864
11811,Methotrexate,TE1,2.15909853,0.055311
11812,Venetoclax,TE1,2.724399975,3.137497
11813,Vismodegib,TE1,6.160159611,5.597589
11814,LGK974,TE1,4.643027884,4.881218
11815,Vinorelbine,TE10,-4.869749821,-4.409878
11816,Selumetinib,TE10,2.401950195,3.457883
11817,Foretinib,TE10,1.159296698,1.370709
11818,MG-132,TE10,-1.325316654,-1.307001
11819,WIKI4,TE10,3.266399851,3.377694
11820,Savolitinib,TE10,3.005185037,3.122313
11821,ABT737,TE10,4.004816334,2.79226
11822,SB590885,TE10,4.868424499,4.969674
11823,MN-64,TE10,3.023265397,4.469647
11824,OF-1,TE10,4.115773033,4.255781
11825,Rucaparib,TE10,3.457750989,4.056255
11826,OTX015,TE10,0.586959647,1.669601
11827,IWP-2,TE10,2.479613896,2.634791
11828,BI-2536,TE10,-3.849230057,-2.060732
11829,PRIMA-1MET,TE10,3.539520453,4.832073
11830,VE821,TE10,1.707912939,2.175477
11831,Linsitinib,TE11,2.835894389,2.018952
11832,Daporinad,TE11,1.144185026,-0.541691
11833,Luminespib,TE11,-3.547338904,-3.275664
11834,Temozolomide,TE11,5.683707286,5.700623
11835,Leflunomide,TE11,4.511944441,4.833183
11836,Tozasertib,TE11,-1.580652587,-1.303404
11837,ABT737,TE11,1.64834002,3.31459
11838,GNE-317,TE11,0.521884167,0.065185
11839,LJI308,TE11,4.428855143,4.304066
11840,IOX2,TE11,2.098958814,2.257767
11841,Cediranib,TE11,1.416145174,1.470764
11842,Lapatinib,TE11,0.444820838,1.637213
11843,PCI-34051,TE11,4.171554262,3.723242
11844,NU7441,TE11,1.30177617,1.69969
11845,CZC24832,TE11,4.683969743,4.841729
11846,PFI3,TE11,5.298191949,5.166097
11847,Entinostat,TE15,3.5339042,2.712515
11848,Doramapimod,TE15,4.698333561,5.589162
11849,MK-8776,TE15,2.543735546,3.34999
11850,CPI-637,TE15,3.749233489,4.666377
11851,AZ6102,TE15,4.206910838,2.212943
11852,AZD3759,TE15,0.746373317,0.311199
11853,MG-132,TE15,-0.604314576,-1.551913
11854,Mitoxantrone,TE15,0.297751336,-0.48837
11855,Dacarbazine,TE15,4.2610707,5.597056
11856,Alisertib,TE15,2.229182461,1.430362
11857,OF-1,TE15,5.684890902,4.229637
11858,LCL161,TE15,4.162289282,4.928018
11859,Avagacestat,TE15,4.461134958,5.144404
11860,Trametinib,TE15,-0.752196918,-0.441223
11861,Dactinomycin,TE15,-3.128264721,-4.150252
11862,Leflunomide,TE15,5.251818574,5.215238
11863,Camptothecin,TE4,-1.149736748,-1.418184
11864,Vincristine,TE4,-3.781423341,-3.224196
11865,AZD5582,TE4,1.744073624,2.597359
11866,GSK2801,TE4,4.668054552,4.594853
11867,GNE-317,TE4,0.271404138,1.093519
11868,AZD1208,TE4,5.503034727,5.101633
11869,Mitoxantrone,TE4,1.492221799,1.791088
