"",drug,cell_line,prediction,OncotreeCode,IC50,Drug_Name,IC50_mean,IC50_std,Z-Score
1675,SN-38,SCLC.LU135,-6.263311,SCLC,-4.976839,SN-38,-2.169489,3.597159,-1.138071
1676,Sabutoclax,SCLC.LU135,-0.445197,SCLC,-0.950949,Sabutoclax,-0.348779,1.269565,-0.075946
1677,Savolitinib,SCLC.LU135,2.041267,SCLC,2.591407,Savolitinib,2.740489,1.190454,-0.587357
1678,Selumetinib,SCLC.LU135,4.923463,SCLC,5.073707,Selumetinib,3.574889,1.855068,0.726967
1679,Sepantronium bromide,SCLC.LU135,-3.492672,SCLC,-4.840072,Sepantronium bromide,-4.169654,1.627967,0.415845
1680,Serdemetan,SCLC.LU135,3.253678,SCLC,2.599354,Serdemetan,3.750761,1.276441,-0.389429
1681,Sorafenib,SCLC.LU135,2.314082,SCLC,2.201462,Sorafenib,2.545221,1.215386,-0.190177
1682,Staurosporine,SCLC.LU135,-2.697678,SCLC,-3.319320,Staurosporine,-2.794054,1.384635,0.069604
1683,Talazoparib,SCLC.LU135,-1.651113,SCLC,2.696325,Talazoparib,2.767285,2.214847,-1.994900
1684,Tamoxifen,SCLC.LU135,3.835484,SCLC,3.937003,Tamoxifen,3.976104,1.224334,-0.114854
1685,Tanespimycin,SCLC.LU135,1.152500,SCLC,-0.829399,Tanespimycin,-0.081091,1.587668,0.776983
1686,Taselisib,SCLC.LU135,1.305615,SCLC,2.158213,Taselisib,1.767096,1.694162,-0.272395
1687,Telomerase Inhibitor IX,SCLC.LU135,0.402153,SCLC,0.500292,Telomerase Inhibitor IX,0.654709,1.233162,-0.204804
1688,Temozolomide,SCLC.LU135,6.100729,SCLC,4.954497,Temozolomide,6.264369,1.303074,-0.125580
1689,Trametinib,SCLC.LU135,2.497952,SCLC,2.149553,Trametinib,0.217486,2.257873,1.010006
1690,Ulixertinib,SCLC.LU135,3.712919,SCLC,2.936494,Ulixertinib,2.547238,1.503594,0.775263
1691,Uprosertib,SCLC.LU135,2.444560,SCLC,2.523230,Uprosertib,2.863995,1.707317,-0.245669
1692,VE-822,SCLC.LU135,2.720214,SCLC,3.734683,VE-822,3.131455,1.791876,-0.229503
1693,Veliparib,SCLC.LU135,4.922742,SCLC,4.741478,Veliparib,5.263978,0.912873,-0.373804
1694,Venetoclax,SCLC.LU135,1.313845,SCLC,3.063932,Venetoclax,2.374326,2.075205,-0.511025
1695,Vismodegib,SCLC.LU135,4.577641,SCLC,4.341001,Vismodegib,4.949888,0.982005,-0.379068
1696,Vorinostat,SCLC.LU135,1.168901,SCLC,0.686544,Vorinostat,1.487515,1.090544,-0.292161
1697,WEHI-539,SCLC.LU135,2.926906,SCLC,-1.485386,WEHI-539,3.678485,1.717039,-0.437718
1698,WIKI4,SCLC.LU135,3.636856,SCLC,3.278790,WIKI4,3.734385,0.961632,-0.101420
1699,WZ4003,SCLC.LU135,4.558319,SCLC,3.542809,WZ4003,4.157618,1.375173,0.291382
1700,Wnt-C59,SCLC.LU135,4.024637,SCLC,5.237092,Wnt-C59,4.338048,1.095405,-0.286114
1701,XAV939,SCLC.LU135,4.322454,SCLC,5.333317,XAV939,4.288410,0.991368,0.034340
1702,YK-4-279,SCLC.LU135,1.555954,SCLC,2.417311,YK-4-279,2.247231,1.651518,-0.418571
1703,ZM447439,SCLC.LU135,0.593346,SCLC,-0.213013,ZM447439,2.576872,1.706010,-1.162670
