,drug,cell_line,OncotreeCode,IC50,prediction
9564,Vorinostat,RCM1,READ,0.87514143,1.611156
9565,Wee1 Inhibitor,RCM1,READ,3.857919542,3.157275
9566,Wnt-C59,RCM1,READ,5.573943036,5.322104
9567,AGI-5198,RD,ERMS,6.020123695,5.345263
9568,AZ6102,RD,ERMS,2.658890657,2.760306
9569,AZD1332,RD,ERMS,3.082551749,3.375207
9570,AZD2014,RD,ERMS,2.731293045,1.881116
9571,AZD8055,RD,ERMS,0.181902382,0.457813
9572,Bortezomib,RD,ERMS,-3.981446265,-4.356597
9573,Docetaxel,RD,ERMS,-3.815669803,-3.322898
9574,Entinostat,RD,ERMS,0.983217936,2.635278
9575,Fulvestrant,RD,ERMS,4.385590857,4.353926
9576,Gefitinib,RD,ERMS,3.964622702,4.269838
9577,MIM1,RD,ERMS,5.345549646,4.241815
9578,Nilotinib,RD,ERMS,3.828651964,4.313713
9579,Osimertinib,RD,ERMS,3.090263466,2.651226
9580,RVX-208,RD,ERMS,4.970357543,4.608189
9581,Ruxolitinib,RD,ERMS,5.921072899,5.398079
9582,Telomerase Inhibitor IX,RD,ERMS,1.369351312,0.876208
9583,UNC0379,RD,ERMS,4.570717542,4.480268
9584,Uprosertib,RD,ERMS,2.604744682,3.114054
9585,WIKI4,RD,ERMS,5.925463171,4.160035
9586,AGK2,REH,BLL,3.297094003,2.989607
9587,AZD4547,REH,BLL,3.175765865,1.600808
9588,AZD8186,REH,BLL,2.543906824,2.65356
9589,Afuresertib,REH,BLL,0.814061734,1.585944
9590,BIBR-1532,REH,BLL,4.717780831,4.345076
9591,BMS-754807,REH,BLL,0.227779151,1.540539
9592,CZC24832,REH,BLL,4.519550095,4.201663
9593,Camptothecin,REH,BLL,-4.088665696,-4.370958
9594,Cyclophosphamide,REH,BLL,4.285317969,4.38723
9595,Dabrafenib,REH,BLL,4.53658703,3.209885
9596,Docetaxel,REH,BLL,-5.250867282,-5.142052
9597,GDC0810,REH,BLL,4.36798412,4.186926
9598,GSK2606414,REH,BLL,3.262851194,2.798198
9599,LGK974,REH,BLL,3.393355822,3.497937
9600,MIM1,REH,BLL,3.851625164,3.264495
9601,TW 37,REH,BLL,0.515850111,0.664731
9602,Tanespimycin,REH,BLL,2.054032755,1.281106
9603,Wnt-C59,REH,BLL,4.649642554,3.827083
9604,alpha-lipoic acid,REH,BLL,7.225986568,7.059554
9605,AZD2014,RERFGC1B,STAD,1.765206444,2.395136
9606,AZD3759,RERFGC1B,STAD,3.420509698,1.899513
9607,Bleomycin,RERFGC1B,STAD,3.682888995,2.505682
9608,Epirubicin,RERFGC1B,STAD,-1.389266278,-0.739703
9609,Gemcitabine,RERFGC1B,STAD,0.557034324,2.054991
9610,JQ1,RERFGC1B,STAD,0.707893167,0.585651
9611,MIRA-1,RERFGC1B,STAD,5.738899757,5.700205
9612,MN-64,RERFGC1B,STAD,5.328678966,4.721765
9613,NU7441,RERFGC1B,STAD,2.307186374,3.002585
9614,OSI-027,RERFGC1B,STAD,1.858314278,2.437966
9615,Oxaliplatin,RERFGC1B,STAD,4.565746943,4.989823
9616,PFI-1,RERFGC1B,STAD,3.501423383,3.979644
9617,Paclitaxel,RERFGC1B,STAD,-3.384385443,-2.747655
9618,Picolinici-acid,RERFGC1B,STAD,4.74652971,5.325533
9619,Remodelin,RERFGC1B,STAD,6.494224608,4.307409
9620,UNC0379,RERFGC1B,STAD,2.907662349,3.836221
9621,VX-11e,RERFGC1B,STAD,2.261697569,2.021476
9622,YK-4-279,RERFGC1B,STAD,3.143567622,3.511539
9623,alpha-lipoic acid,RERFGC1B,STAD,6.836284324,7.644085
9624,AZD2014,RERFLCKJ,LUAD,2.885614793,1.345103
9625,AZD5153,RERFLCKJ,LUAD,-2.0690998,0.282885
9626,AZD5363,RERFLCKJ,LUAD,2.493492175,2.809556
9627,Cyclophosphamide,RERFLCKJ,LUAD,5.415309193,5.227479
9628,Dacarbazine,RERFLCKJ,LUAD,5.729068711,5.504335
9629,Fulvestrant,RERFLCKJ,LUAD,4.240310677,3.872641
9630,GSK-LSD1,RERFLCKJ,LUAD,2.742047395,2.574533
9631,GSK2578215A,RERFLCKJ,LUAD,4.871158822,4.793043
9632,KRAS (G12C) Inhibitor-12,RERFLCKJ,LUAD,4.84360997,5.06595
9633,MK-8776,RERFLCKJ,LUAD,2.496166927,4.037
9634,Mirin,RERFLCKJ,LUAD,5.295100539,4.953624
9635,Navitoclax,RERFLCKJ,LUAD,4.202413009,2.850794
9636,Niraparib,RERFLCKJ,LUAD,5.442707537,4.559225
9637,Pyridostatin,RERFLCKJ,LUAD,3.475566294,2.977615
9638,Refametinib,RERFLCKJ,LUAD,2.834974975,2.797365
9639,SB590885,RERFLCKJ,LUAD,4.694229017,4.465363
9640,SCH772984,RERFLCKJ,LUAD,2.41024598,2.870601
9641,Sapitinib,RERFLCKJ,LUAD,3.260928335,3.370496
9642,Savolitinib,RERFLCKJ,LUAD,2.26423573,2.144783
9643,5-Fluorouracil,RERFLCMS,LUAD,3.333712959,3.281549
9644,AMG-319,RERFLCMS,LUAD,3.7127996,4.456853
9645,AZD6482,RERFLCMS,LUAD,1.921968834,2.46444
9646,Afuresertib,RERFLCMS,LUAD,1.90821272,1.879898
9647,CCT-018159,RERFLCMS,LUAD,1.926077501,2.543563
9648,Dasatinib,RERFLCMS,LUAD,-0.099952222,0.04745
9649,Fulvestrant,RERFLCMS,LUAD,2.968255114,3.203529
9650,Lenalidomide,RERFLCMS,LUAD,4.573241453,5.046528
9651,MK-1775,RERFLCMS,LUAD,-0.117085863,-0.204125
9652,MK-8776,RERFLCMS,LUAD,1.965756663,1.889476
9653,Navitoclax,RERFLCMS,LUAD,1.291137334,1.848757
9654,Pictilisib,RERFLCMS,LUAD,-0.523904146,0.41146
9655,Ribociclib,RERFLCMS,LUAD,1.568279372,3.822556
9656,Tamoxifen,RERFLCMS,LUAD,4.548729152,4.450936
9657,Tretinoin,RERFLCMS,LUAD,5.142399514,4.525195
9658,VE821,RERFLCMS,LUAD,2.326609814,2.906887
9659,AZD1332,RERFLCSQ1,LUSC,4.248283024,4.420505
9660,Axitinib,RERFLCSQ1,LUSC,3.429410439,3.488575
9661,BIBR-1532,RERFLCSQ1,LUSC,5.498632743,5.323651
9662,Dactolisib,RERFLCSQ1,LUSC,-2.35306078,-1.834586
9663,Fludarabine,RERFLCSQ1,LUSC,6.416309233,5.314083
9664,GSK2110183B,RERFLCSQ1,LUSC,0.564835481,1.048322
9665,I-BRD9,RERFLCSQ1,LUSC,4.125684498,5.28363
9666,Leflunomide,RERFLCSQ1,LUSC,5.84715342,5.345529
9667,MIM1,RERFLCSQ1,LUSC,5.098655202,4.280404
9668,Methotrexate,RERFLCSQ1,LUSC,0.510775854,-2.709152
9669,Mitoxantrone,RERFLCSQ1,LUSC,1.22898458,1.495539
9670,Nilotinib,RERFLCSQ1,LUSC,4.537594489,4.791634
9671,P22077,RERFLCSQ1,LUSC,5.907443706,5.422791
9672,Refametinib,RERFLCSQ1,LUSC,1.411019457,0.711273
9673,Ruxolitinib,RERFLCSQ1,LUSC,5.34405229,4.902664
9674,Serdemetan,RERFLCSQ1,LUSC,3.167338501,3.856293
9675,Taselisib,RERFLCSQ1,LUSC,-1.254731329,0.087079
9676,UNC0379,RERFLCSQ1,LUSC,2.929812766,3.444184
9677,Vismodegib,RERFLCSQ1,LUSC,5.673349037,5.215429
9678,NU7441,RH18,ARMS,2.88049993,2.590645
9679,AZD4547,RH41,ARMS,0.896309283,1.163604
9680,AZD8055,RH41,ARMS,-2.673244002,-1.652861
9681,Bosutinib,RH41,ARMS,2.152774806,1.214165
9682,CZC24832,RH41,ARMS,4.897030159,4.124928
9683,Cyclophosphamide,RH41,ARMS,4.895280224,4.441339
9684,Cytarabine,RH41,ARMS,1.878677576,1.170443
9685,Doramapimod,RH41,ARMS,3.60681254,4.467653
9686,Epirubicin,RH41,ARMS,-1.767403962,-1.942752
9687,GSK2578215A,RH41,ARMS,3.33395053,4.221505
9688,Irinotecan,RH41,ARMS,2.615416567,2.754135
9689,JQ1,RH41,ARMS,-0.608412155,-0.774137
9690,KU-55933,RH41,ARMS,4.897030159,3.932632
9691,L-Oxonoreleagnine,RH41,ARMS,2.784434445,3.555233
9692,LGK974,RH41,ARMS,3.938412878,3.35545
9693,Lapatinib,RH41,ARMS,2.342563498,2.637021
9694,MN-64,RH41,ARMS,4.307357587,4.08076
9695,PCI-34051,RH41,ARMS,2.702801178,2.998621
9696,Savolitinib,RH41,ARMS,2.515188507,1.967216
9697,Venetoclax,RH41,ARMS,0.581262235,1.179163
9698,5-azacytidine,RKN,LMS,4.238557684,4.876085
9699,AGI-6780,RKN,LMS,4.925147758,4.81424
9700,AZD4547,RKN,LMS,5.141608574,5.483379
9701,Afatinib,RKN,LMS,4.033811769,2.869988
9702,Bleomycin (50 uM),RKN,LMS,7.970816645,3.426488
9703,Buparlisib,RKN,LMS,2.772648646,1.955048
9704,Carmustine,RKN,LMS,6.794282464,7.406523
9705,KU-55933,RKN,LMS,3.69870002,5.83036
9706,Lapatinib,RKN,LMS,5.760384268,5.360462
9707,Lestaurtinib,RKN,LMS,1.698211341,1.447027
9708,Linsitinib,RKN,LMS,5.584575097,5.025447
9709,P22077,RKN,LMS,6.201443846,6.69998
9710,PCI-34051,RKN,LMS,5.889177864,5.785697
9711,PRIMA-1MET,RKN,LMS,7.168188583,6.766126
9712,Paclitaxel,RKN,LMS,0.725161947,-1.178501
9713,Sabutoclax,RKN,LMS,0.489051034,1.101674
9714,Sapitinib,RKN,LMS,5.5542097,4.861602
9715,Wee1 Inhibitor,RKN,LMS,3.665835911,3.233829
9716,Zoledronate,RKN,LMS,4.888148284,5.179137
9717,AZD6738,RKO,COAD,1.009682059,1.176999
9718,Afuresertib,RKO,COAD,2.106581921,2.105052
9719,BIBR-1532,RKO,COAD,5.125707138,4.592722
9720,EPZ004777,RKO,COAD,4.310425105,5.069105
9721,GNE-317,RKO,COAD,2.626878406,0.198256
9722,L-Oxonoreleagnine,RKO,COAD,3.575793381,3.524136
9723,LY2109761,RKO,COAD,5.519518316,4.893927
9724,Leflunomide,RKO,COAD,4.881962416,4.563712
9725,ML323,RKO,COAD,3.842284002,3.973753
9726,OTX015,RKO,COAD,0.742959823,1.355615
9727,P22077,RKO,COAD,4.534136169,3.768173
9728,Picolinici-acid,RKO,COAD,3.9967252,4.970523
9729,SB216763,RKO,COAD,5.182944576,4.942168
9730,SCH772984,RKO,COAD,0.789149516,0.614755
9731,Talazoparib,RKO,COAD,3.861590728,2.190515
9732,Temozolomide,RKO,COAD,6.070791036,5.975605
9733,UNC0638,RKO,COAD,4.015370723,3.75412
9734,WEHI-539,RKO,COAD,5.142990552,4.714192
9735,XAV939,RKO,COAD,4.476587864,4.337546
9736,AZ6102,RL,DLBCLNOS,1.946808483,2.31193
9737,BIBR-1532,RL,DLBCLNOS,4.983533565,4.708048
9738,EHT-1864,RL,DLBCLNOS,3.55183697,3.670939
9739,GSK2578215A,RL,DLBCLNOS,3.186587146,4.430423
9740,GSK343,RL,DLBCLNOS,2.644208635,1.638163
9741,Irinotecan,RL,DLBCLNOS,0.702149375,-0.001875
9742,KU-55933,RL,DLBCLNOS,4.402715123,4.187559
9743,LY2109761,RL,DLBCLNOS,1.806265651,3.336261
9744,P22077,RL,DLBCLNOS,2.280926873,2.577378
9745,Paclitaxel,RL,DLBCLNOS,-5.802948629,-5.816971
9746,RO-3306,RL,DLBCLNOS,1.93336672,1.624135
9747,Refametinib,RL,DLBCLNOS,2.261089324,3.432977
9748,SN-38,RL,DLBCLNOS,-3.712378015,-5.463739
9749,Sepantronium bromide,RL,DLBCLNOS,-6.161303304,-5.149838
9750,Temozolomide,RL,DLBCLNOS,6.082145854,4.626077
9751,Vorinostat,RL,DLBCLNOS,0.721836141,0.472043
9752,AZD5991,RL952,UASC,1.016352533,3.104547
9753,Cediranib,RL952,UASC,2.180621568,2.0946
9754,Cyclophosphamide,RL952,UASC,5.539226871,4.945066
9755,Dabrafenib,RL952,UASC,5.038256919,4.978216
9756,Doramapimod,RL952,UASC,5.253498836,5.603946
9757,EPZ5676,RL952,UASC,5.759993657,5.571234
9758,Elephantin,RL952,UASC,4.582286964,4.342155
9759,GSK2110183B,RL952,UASC,0.359322529,0.420514
9760,LCL161,RL952,UASC,5.550524879,5.261172
9761,Methotrexate,RL952,UASC,-2.193251728,0.0236
9762,NVP-ADW742,RL952,UASC,2.324198063,2.87813
9763,PFI-1,RL952,UASC,5.100401367,3.949997
9764,Palbociclib,RL952,UASC,3.474749689,4.079957
9765,Refametinib,RL952,UASC,1.182960012,1.337605
9766,Romidepsin,RL952,UASC,-6.002161178,-4.845438
9767,Tanespimycin,RL952,UASC,1.422863105,-1.3736
9768,UMI-77,RL952,UASC,4.778429604,2.06074
9769,UNC0379,RL952,UASC,4.930646953,3.971107
9770,Vorinostat,RL952,UASC,1.165401178,1.460086
9771,A-366,RMGI,CCOV,6.75025709,6.930551
9772,AGK2,RMGI,CCOV,3.700150842,4.375616
9773,AMG-319,RMGI,CCOV,7.878284495,6.995887
9774,AZD6738,RMGI,CCOV,3.39773328,3.679629
9775,Dactinomycin,RMGI,CCOV,-4.390475437,-1.626629
9776,Docetaxel,RMGI,CCOV,-0.564884334,-1.142249
9777,GSK2830371,RMGI,CCOV,8.709876822,7.517763
9778,KU-55933,RMGI,CCOV,7.571673647,6.993658
9779,Luminespib,RMGI,CCOV,2.640050778,0.395256
9780,Nutlin-3a (-),RMGI,CCOV,6.539618316,6.762839
9781,Pyridostatin,RMGI,CCOV,6.903394265,6.051932
9782,SB590885,RMGI,CCOV,5.460459566,7.163935
9783,SN-38,RMGI,CCOV,3.835204018,5.236798
9784,Selumetinib,RMGI,CCOV,2.749482501,4.585781
9785,AZD5582,RO82W1,THFO,7.037534233,6.621612
9786,Alisertib,RO82W1,THFO,6.430802519,5.627667
9787,Dactolisib,RO82W1,THFO,1.803201935,0.216538
9788,Docetaxel,RO82W1,THFO,0.595379145,0.774198
9789,GSK1904529A,RO82W1,THFO,6.82600409,6.737926
9790,Gefitinib,RO82W1,THFO,6.726418002,5.794283
9791,I-BET-762,RO82W1,THFO,5.945530075,5.292352
9792,Irinotecan,RO82W1,THFO,7.504032339,6.25913
9793,Lenalidomide,RO82W1,THFO,7.563785934,7.761433
9794,Luminespib,RO82W1,THFO,2.696009041,0.519548
9795,MK-1775,RO82W1,THFO,3.674697158,3.239088
9796,PD173074,RO82W1,THFO,5.321662002,6.252372
9797,Paclitaxel,RO82W1,THFO,2.601737527,0.890691
9798,Rucaparib,RO82W1,THFO,7.272843614,6.198017
9799,SCH772984,RO82W1,THFO,6.56611747,5.551752
9800,Savolitinib,RO82W1,THFO,6.013470857,5.226457
9801,Tamoxifen,RO82W1,THFO,7.890840104,5.970114
9802,Venetoclax,RO82W1,THFO,5.825945231,5.659457
9803,WIKI4,RO82W1,THFO,5.872082845,6.279645
9804,AZD1332,RPMI7951,MEL,2.463979972,1.992187
9805,Afatinib,RPMI7951,MEL,1.762592165,1.921562
9806,BMS-536924,RPMI7951,MEL,1.418990699,1.559328
9807,Bleomycin (50 uM),RPMI7951,MEL,0.867102149,0.458627
9808,CPI-637,RPMI7951,MEL,3.335470988,4.10776
9809,Gallibiscoquinazole,RPMI7951,MEL,1.725486283,2.56743
9810,IWP-2,RPMI7951,MEL,2.575859929,2.936572
9811,Ipatasertib,RPMI7951,MEL,2.945366099,2.365499
9812,L-Oxonoreleagnine,RPMI7951,MEL,2.754097078,3.354115
9813,Luminespib,RPMI7951,MEL,-4.347930849,-4.325106
9814,Motesanib,RPMI7951,MEL,4.985818793,5.149885
9815,Nutlin-3a (-),RPMI7951,MEL,4.027995552,4.033293
9816,PCI-34051,RPMI7951,MEL,5.130000053,3.760751
9817,PFI-1,RPMI7951,MEL,3.840319996,3.625749
9818,RO-3306,RPMI7951,MEL,1.631183021,2.327713
9819,SN-38,RPMI7951,MEL,-5.319183148,-5.333734
9820,Telomerase Inhibitor IX,RPMI7951,MEL,0.038317767,-0.405258
9821,Topotecan,RPMI7951,MEL,-1.610408262,-0.723568
9822,Vismodegib,RPMI7951,MEL,3.594888017,4.66416
9823,AZD5363,RPMI8226,PCM,2.993398395,2.927512
9824,AZD5582,RPMI8226,PCM,-2.867314124,1.329079
9825,Avagacestat,RPMI8226,PCM,4.972958269,3.903868
9826,Dacarbazine,RPMI8226,PCM,2.818306864,4.630172
9827,Dasatinib,RPMI8226,PCM,1.92374495,2.334663
9828,GNE-317,RPMI8226,PCM,-0.419676189,0.15242
9829,I-BRD9,RPMI8226,PCM,2.916566874,2.627228
9830,Ipatasertib,RPMI8226,PCM,3.222288081,3.557887
9831,LMP744,RPMI8226,PCM,-2.678787928,-2.237937
9832,Lapatinib,RPMI8226,PCM,2.528355233,2.336097
9833,MIM1,RPMI8226,PCM,3.126164226,2.864122
9834,OSI-027,RPMI8226,PCM,0.394036192,1.096631
9835,Oxaliplatin,RPMI8226,PCM,1.399418832,2.537089
9836,PRT062607,RPMI8226,PCM,1.746708927,2.092443
9837,Ribociclib,RPMI8226,PCM,3.25018907,3.091507
9838,Staurosporine,RPMI8226,PCM,-3.535479933,-3.068599
9839,Uprosertib,RPMI8226,PCM,2.216563818,3.167738
9840,Wnt-C59,RPMI8226,PCM,2.930339892,3.099952
9841,YK-4-279,RPMI8226,PCM,0.611696414,0.903427
9842,BMS-536924,RPMI8402,TLL,0.492489013,1.792953
9843,CCT007093,RPMI8402,TLL,4.287349415,4.521937
9844,Daporinad,RPMI8402,TLL,-7.312357135,-6.96644
9845,EPZ5676,RPMI8402,TLL,4.475519304,4.318126
9846,Erlotinib,RPMI8402,TLL,1.387907101,2.042172
9847,LJI308,RPMI8402,TLL,4.532098406,4.1447
9848,Lapatinib,RPMI8402,TLL,1.111024943,1.861285
9849,Paclitaxel,RPMI8402,TLL,-4.771134845,-5.603816
9850,Pictilisib,RPMI8402,TLL,-0.795714814,-0.532626
9851,Ribociclib,RPMI8402,TLL,1.176420982,0.456713
9852,Tanespimycin,RPMI8402,TLL,0.461611599,0.447297
9853,Ulixertinib,RPMI8402,TLL,0.476007167,2.648998
9854,Vinorelbine,RPMI8402,TLL,-5.505838432,-5.883015
9855,WEHI-539,RPMI8402,TLL,-1.0024152,-1.381971
9856,AZD5153,RS411,BLL,0.494711415,-0.751159
9857,AZD5991,RS411,BLL,-1.598198521,0.990665
9858,BMS-754807,RS411,BLL,-0.277353384,-0.216615
9859,Dactolisib,RS411,BLL,-2.426934192,-2.121581
9860,Dinaciclib,RS411,BLL,-3.971327097,-3.6855
9861,EPZ5676,RS411,BLL,4.516544394,4.331659
9862,GSK2578215A,RS411,BLL,4.366475938,4.005838
9863,GSK591,RS411,BLL,4.25727265,3.827508
9864,Nelarabine,RS411,BLL,4.451752282,3.840648
9865,PD0325901,RS411,BLL,2.767606552,2.384307
9866,PD173074,RS411,BLL,2.444420888,2.667499
9867,PFI-1,RS411,BLL,2.979052093,3.427957
9868,POMHEX,RS411,BLL,-0.444017409,-0.309999
9869,Paclitaxel,RS411,BLL,-4.650407398,-5.010117
9870,Rucaparib,RS411,BLL,2.745107906,2.267638
9871,SB590885,RS411,BLL,3.789701793,3.074394
9872,Sabutoclax,RS411,BLL,-1.071697194,-2.05917
9873,Sepantronium bromide,RS411,BLL,-5.006203083,-4.985782
9874,VE821,RS411,BLL,1.31626992,2.388412
9875,AZD1332,RT112,BLCA,1.130203013,1.369439
9876,AZD3759,RT112,BLCA,2.286285474,2.928142
9877,AZD5438,RT112,BLCA,1.215685557,1.389173
9878,AZD7762,RT112,BLCA,-0.035119284,-0.12548
9879,Alisertib,RT112,BLCA,0.353965119,0.085179
9880,Avagacestat,RT112,BLCA,4.120396603,4.913785
9881,BMS-345541,RT112,BLCA,2.478342409,2.824703
9882,BMS-754807,RT112,BLCA,1.676041287,0.983541
9883,Bleomycin (50 uM),RT112,BLCA,2.507918172,2.47186
9884,CZC24832,RT112,BLCA,5.197316697,5.144115
9885,Dacarbazine,RT112,BLCA,4.882096762,5.269074
9886,Daporinad,RT112,BLCA,-4.666711543,-5.466911
9887,Ibrutinib,RT112,BLCA,2.859142025,4.015222
9888,Ipatasertib,RT112,BLCA,4.022155006,3.863904
9889,LCL161,RT112,BLCA,4.799294765,4.978811
9890,Nutlin-3a (-),RT112,BLCA,5.499488883,5.09479
9891,Ribociclib,RT112,BLCA,3.176135556,3.374236
9892,Taselisib,RT112,BLCA,1.995910321,0.634478
9893,Vorinostat,RT112,BLCA,1.668431565,1.972186
9894,AZD5153,RT4,BLCA,0.554172301,2.075305
9895,AZD5363,RT4,BLCA,5.218652135,4.007053
9896,AZD5991,RT4,BLCA,4.057975461,4.339897
9897,Afuresertib,RT4,BLCA,4.878557485,3.842409
9898,Alpelisib,RT4,BLCA,4.535279183,4.154268
9899,Axitinib,RT4,BLCA,1.539475369,2.830918
9900,BIBR-1532,RT4,BLCA,5.462465595,4.902668
9901,Dactinomycin,RT4,BLCA,-2.989189672,-3.329156
9902,Fulvestrant,RT4,BLCA,4.174026247,3.562645
9903,GSK2801,RT4,BLCA,5.181805528,4.59607
9904,I-BET-762,RT4,BLCA,4.199082292,3.305592
9905,Ibrutinib,RT4,BLCA,4.470708031,4.479419
9906,KU-55933,RT4,BLCA,5.558438075,5.130428
9907,LJI308,RT4,BLCA,5.940010319,5.424028
9908,Lenalidomide,RT4,BLCA,5.556441467,5.112876
9909,MK-2206,RT4,BLCA,4.158451171,3.922809
9910,Nutlin-3a (-),RT4,BLCA,2.497365955,4.23176
9911,Ruxolitinib,RT4,BLCA,5.263551421,4.173015
9912,Sabutoclax,RT4,BLCA,0.025154832,-0.15088
9913,AT13148,RVH421,MEL,4.951161721,4.460499
9914,AZD5582,RVH421,MEL,5.046112012,2.316747
9915,AZD6738,RVH421,MEL,2.365444805,3.880976
9916,Afatinib,RVH421,MEL,4.70835961,3.633142
9917,CHIR-99021,RVH421,MEL,5.874850779,6.470842
9918,I-BRD9,RVH421,MEL,4.50508581,5.426044
9919,Ipatasertib,RVH421,MEL,2.633050471,2.968297
9920,Motesanib,RVH421,MEL,5.737187037,6.15656
9921,Nutlin-3a (-),RVH421,MEL,4.90450836,5.249108
9922,RVX-208,RVH421,MEL,3.83373907,5.197158
9923,Rapamycin,RVH421,MEL,-0.282924249,-0.848401
9924,Sepantronium bromide,RVH421,MEL,0.692271984,-2.874021
9925,Tanespimycin,RVH421,MEL,3.413626191,2.515554
9926,Temsirolimus,RVH421,MEL,3.100707163,2.577312
9927,Tozasertib,RVH421,MEL,4.835299593,5.265665
9928,VE-822,RVH421,MEL,5.156387207,5.089472
9929,AZ960,SAOS2,OS,1.188684549,1.517583
9930,AZD1208,SAOS2,OS,5.56948663,5.25632
9931,AZD1332,SAOS2,OS,2.137392365,2.383809
9932,BI-2536,SAOS2,OS,0.221574611,-2.090261
9933,Cediranib,SAOS2,OS,4.515564642,2.64865
9934,Crizotinib,SAOS2,OS,1.516826346,1.978223
9935,Dactolisib,SAOS2,OS,0.080516771,-1.273603
9936,Docetaxel,SAOS2,OS,-4.080371231,-2.801728
9937,EHT-1864,SAOS2,OS,3.904894027,4.011983
9938,Epirubicin,SAOS2,OS,-0.215844745,-0.925032
9939,GSK343,SAOS2,OS,3.693458925,3.794541
9940,LJI308,SAOS2,OS,5.74750512,5.345349
9941,Mirin,SAOS2,OS,4.834769556,5.264628
9942,Nelarabine,SAOS2,OS,5.656790832,5.815409
9943,Nutlin-3a (-),SAOS2,OS,4.836860924,5.282392
9944,PRT062607,SAOS2,OS,1.733185754,2.555234
9945,SCH772984,SAOS2,OS,4.677334848,3.539732
9946,UNC0638,SAOS2,OS,3.035546351,4.285967
9947,YK-4-279,SAOS2,OS,3.857788662,2.644159
9948,AZD4547,SAS,OCSC,3.488217777,3.099366
9949,Bortezomib,SAS,OCSC,-5.611117716,-5.422123
9950,CPI-637,SAS,OCSC,2.15155982,3.729922
9951,Erlotinib,SAS,OCSC,0.689798619,0.782077
9952,GSK-LSD1,SAS,OCSC,1.483407784,2.425628
9953,GSK2801,SAS,OCSC,4.815395552,4.575252
9954,GW441756,SAS,OCSC,3.305763019,3.335645
9955,Gemcitabine,SAS,OCSC,-4.06326953,-3.828977
9956,KRAS (G12C) Inhibitor-12,SAS,OCSC,5.036797532,3.607768
9957,KU-55933,SAS,OCSC,4.66448974,4.570169
9958,LCL161,SAS,OCSC,4.390574608,4.97884
9959,Leflunomide,SAS,OCSC,5.26411868,4.612315
9960,Podophyllotoxin bromide,SAS,OCSC,-0.61597564,-1.337526
9961,SB590885,SAS,OCSC,4.620318008,4.094589
9962,Temsirolimus,SAS,OCSC,1.250148902,1.168363
9963,UNC0379,SAS,OCSC,3.85903287,2.446469
9964,Uprosertib,SAS,OCSC,3.953833325,3.465594
9965,WZ4003,SAS,OCSC,2.241496536,2.793013
9966,Zoledronate,SAS,OCSC,3.993183796,3.291087
9967,AZ6102,SAT,HNSC,3.476882055,3.155627
9968,AZD5438,SAT,HNSC,2.377426649,2.626268
9969,AZD5991,SAT,HNSC,3.438967302,5.348719
9970,BMS-345541,SAT,HNSC,3.8515301,3.152776
9971,Bromosporine,SAT,HNSC,2.581149599,1.978224
9972,I-BET-762,SAT,HNSC,2.67109283,2.565717
9973,Ibrutinib,SAT,HNSC,0.542398664,0.969367
9974,LGK974,SAT,HNSC,4.412445893,4.457583
9975,Linsitinib,SAT,HNSC,2.665651128,3.194739
9976,MIM1,SAT,HNSC,5.109465225,4.052571
9977,MK-1775,SAT,HNSC,1.797601388,0.016479
9978,N-acetyl cysteine,SAT,HNSC,11.16953924,10.606203
9979,Palbociclib,SAT,HNSC,2.818892852,4.327671
9980,SN-38,SAT,HNSC,2.948790265,3.694142
9981,Talazoparib,SAT,HNSC,5.047102111,4.366541
9982,Temsirolimus,SAT,HNSC,1.279242318,0.869597
9983,Teniposide,SAT,HNSC,1.944023148,3.265956
9984,VE-822,SAT,HNSC,5.043047609,3.43891
9985,glutathione,SAT,HNSC,10.13687437,10.270903
9986,AZD3759,SBC5,SCLC,2.742974479,2.533682
9987,Bromosporine,SBC5,SCLC,2.859467388,2.776722
9988,CCT007093,SBC5,SCLC,4.356979152,4.913589
9989,Crizotinib,SBC5,SCLC,1.644697879,1.967027
9990,Erlotinib,SBC5,SCLC,2.589114572,3.103674
9991,JNK Inhibitor VIII,SBC5,SCLC,4.800887711,5.111808
9992,Lenalidomide,SBC5,SCLC,5.11582545,4.76144
9993,MK-1775,SBC5,SCLC,-0.141993687,0.317224
9994,Mitoxantrone,SBC5,SCLC,-1.796319972,-0.555185
9995,Oxaliplatin,SBC5,SCLC,3.939913209,3.726895
9996,Palbociclib,SBC5,SCLC,3.109524918,2.658907
9997,Romidepsin,SBC5,SCLC,-6.160292454,-5.73743
9998,Serdemetan,SBC5,SCLC,3.263757434,3.349073
9999,Sorafenib,SBC5,SCLC,1.91824592,1.827311
10000,Temozolomide,SBC5,SCLC,6.038254756,6.16808
10001,UNC0379,SBC5,SCLC,3.245494228,3.007167
10002,VE821,SBC5,SCLC,3.813659942,4.849643
10003,XAV939,SBC5,SCLC,4.909287481,4.65032
10004,ZM447439,SBC5,SCLC,3.825433127,2.145737
10005,AZD2014,SCC15,OCSC,3.318482739,2.396012
10006,AZD5363,SCC15,OCSC,4.97661088,3.653314
10007,AZD7762,SCC15,OCSC,0.80093329,0.80064
10008,CPI-637,SCC15,OCSC,5.084311114,5.10766
10009,Cisplatin,SCC15,OCSC,2.46165327,3.383057
10010,Elephantin,SCC15,OCSC,4.624590122,4.807208
10011,KU-55933,SCC15,OCSC,6.002932908,5.424664
10012,Mirin,SCC15,OCSC,5.000494286,5.194977
