"",drug,cell_line,OncotreeCode,IC50,prediction,IC50_Z,prediction_Z
11807,LGK974,TE1,ESCC,4.643028,4.329048,0.365456,0.081986
11808,MG-132,TE1,ESCC,-1.084982,-1.302942,0.275869,-0.025802
11809,MIRA-1,TE1,ESCC,6.406927,5.934392,0.947225,0.564433
11810,Methotrexate,TE1,ESCC,2.159099,-1.430495,0.725206,-0.715495
11811,Nutlin-3a (-),TE1,ESCC,6.324899,5.737520,1.062852,0.734936
11812,OF-1,TE1,ESCC,3.418765,3.751045,-0.600506,-0.316519
11813,Taselisib,TE1,ESCC,1.599974,1.342464,-0.098646,-0.250644
11814,Uprosertib,TE1,ESCC,5.328335,3.548108,1.443399,0.400695
11815,Venetoclax,TE1,ESCC,2.724400,2.585214,0.168694,0.101623
11816,Vinblastine,TE1,ESCC,-4.292273,-3.304129,-0.366726,0.087020
11817,Vismodegib,TE1,ESCC,6.160160,5.266733,1.232450,0.322651
11818,Zoledronate,TE1,ESCC,3.629860,4.432268,-0.263807,0.604713
11819,ABT737,TE10,ESCC,4.004816,2.541067,1.036900,0.324160
11820,BI-2536,TE10,ESCC,-3.849230,-2.646539,-1.089319,-0.629897
11821,Foretinib,TE10,ESCC,1.159297,0.860630,0.183285,-0.035958
11822,IWP-2,TE10,ESCC,2.479614,2.915462,-0.435843,0.050080
11823,MG-132,TE10,ESCC,-1.325317,-1.258905,-0.056770,0.035148
11824,MN-64,TE10,ESCC,3.023265,4.022455,-1.592746,-0.628332
11825,OF-1,TE10,ESCC,4.115773,3.713986,-0.004800,-0.348192
11826,OTX015,TE10,ESCC,0.586960,2.030665,-0.917432,-0.144531
11827,PRIMA-1MET,TE10,ESCC,3.539520,4.717681,-0.488214,0.165587
11828,Rucaparib,TE10,ESCC,3.457751,3.822272,-0.498181,-0.155081
11829,SB590885,TE10,ESCC,4.868424,4.559848,0.388177,0.160518
11830,Savolitinib,TE10,ESCC,3.005185,3.086379,0.222349,0.290553
11831,Selumetinib,TE10,ESCC,2.401950,3.257585,-0.632289,-0.171047
11832,VE821,TE10,ESCC,1.707913,2.662758,-1.408667,-0.805767
11833,Vinorelbine,TE10,ESCC,-4.869750,-4.077308,-0.886281,-0.510458
11834,WIKI4,TE10,ESCC,3.266400,3.459113,-0.486657,-0.286255
11835,ABT737,TE11,ESCC,1.648340,2.601801,-0.110533,0.353733
11836,CZC24832,TE11,ESCC,4.683970,4.832950,-0.477591,-0.320739
11837,Cediranib,TE11,ESCC,1.416145,1.571720,-0.717044,-0.586569
11838,Daporinad,TE11,ESCC,1.144185,0.652699,1.596952,1.421760
11839,GNE-317,TE11,ESCC,0.521884,-0.539501,-0.122852,-0.938007
11840,IOX2,TE11,ESCC,2.098959,2.066579,-0.281189,-0.318462
11841,LJI308,TE11,ESCC,4.428855,4.137915,-0.509444,-0.779310
11842,Lapatinib,TE11,ESCC,0.444821,1.248397,-1.752399,-1.244907
11843,Leflunomide,TE11,ESCC,4.511944,4.722141,-0.575131,-0.345010
11844,Linsitinib,TE11,ESCC,2.835894,2.391815,-0.853608,-1.189472
11845,Luminespib,TE11,ESCC,-3.547339,-4.035754,-0.783160,-1.051882
11846,NU7441,TE11,ESCC,1.301776,1.979460,-1.362519,-0.858210
11847,PCI-34051,TE11,ESCC,4.171554,3.537380,-0.174526,-0.667605
11848,PFI3,TE11,ESCC,5.298192,5.039031,-0.117680,-0.425766
11849,Temozolomide,TE11,ESCC,5.683707,5.608285,-0.445609,-0.503489
11850,Tozasertib,TE11,ESCC,-1.580653,-1.543191,-1.452975,-1.437251
11851,AZ6102,TE15,ESCC,4.206911,2.620357,1.361699,-0.043757
11852,AZD3759,TE15,ESCC,0.746373,-0.479297,-1.628170,-2.758303
11853,Alisertib,TE15,ESCC,2.229182,1.954679,0.279848,0.159911
11854,Avagacestat,TE15,ESCC,4.461135,4.720490,-0.277943,-0.036033
11855,CPI-637,TE15,ESCC,3.749233,4.492258,-0.279697,0.235917
11856,Dacarbazine,TE15,ESCC,4.261071,5.451432,-1.416960,-0.157511
11857,Dactinomycin,TE15,ESCC,-3.128265,-4.379680,0.342296,-0.322311
11858,Doramapimod,TE15,ESCC,4.698334,5.347808,-0.202593,0.343975
11859,Entinostat,TE15,ESCC,3.533904,2.140739,0.918472,0.067452
11860,LCL161,TE15,ESCC,4.162289,4.936870,-0.488165,0.137258
11861,Leflunomide,TE15,ESCC,5.251819,5.055165,0.234877,0.019583
11862,MG-132,TE15,ESCC,-0.604315,-1.282376,0.941143,0.002663
11863,MK-8776,TE15,ESCC,2.543736,3.761569,-0.303243,0.431958
11864,Mitoxantrone,TE15,ESCC,0.297751,0.602291,-0.093666,0.041806
11865,OF-1,TE15,ESCC,5.684891,3.826139,1.336266,-0.252339
11866,Trametinib,TE15,ESCC,-0.752197,-0.794470,-0.429467,-0.448190
11867,AGI-5198,TE4,ESCC,4.209991,4.277672,-0.544426,-0.469853
11868,AGI-6780,TE4,ESCC,3.656259,3.802983,-0.634105,-0.499003
11869,AZD1208,TE4,ESCC,5.503035,4.806921,0.259993,-0.423021
11870,AZD5582,TE4,ESCC,1.744074,2.202475,-0.176561,0.019162
11871,AZD6738,TE4,ESCC,1.953762,1.743280,-0.070808,-0.214809
11872,Bleomycin,TE4,ESCC,2.345714,5.016046,-0.207446,1.654130
11873,Bosutinib,TE4,ESCC,2.298685,1.597979,-0.208849,-0.666225
11874,Camptothecin,TE4,ESCC,-1.149737,-1.588838,0.602364,0.363591
11875,Cisplatin,TE4,ESCC,3.800571,3.693513,0.304545,0.246842
11876,Cyclophosphamide,TE4,ESCC,4.343671,4.931720,-1.030198,-0.368511
11877,Erlotinib,TE4,ESCC,1.714131,0.944103,-0.873624,-1.405097
11878,GNE-317,TE4,ESCC,0.271404,0.820062,-0.315224,0.106151
11879,GSK2801,TE4,ESCC,4.668055,4.696993,-0.358795,-0.326331
11880,Gallibiscoquinazole,TE4,ESCC,1.924993,2.530890,-0.867787,-0.196454
11881,Mitoxantrone,TE4,ESCC,1.492222,1.608462,0.437682,0.489391
11882,POMHEX,TE4,ESCC,0.656281,1.885436,-0.517292,0.444247
11883,Sinularin,TE4,ESCC,1.967624,3.450456,-1.709021,-0.204242
11884,UNC0638,TE4,ESCC,4.196248,4.486222,0.042353,0.245632
11885,Vincristine,TE4,ESCC,-3.781423,-3.777421,-0.826458,-0.824930
11886,Cediranib,TE441T,RMS,1.960532,1.939594,-0.260488,-0.278047
11887,Daporinad,TE441T,RMS,-5.052266,-5.718241,-0.611797,-0.849187
11888,Doramapimod,TE441T,RMS,3.441424,4.497939,-1.260350,-0.371236
11889,JQ1,TE441T,RMS,3.163650,2.292407,0.582868,0.136652
11890,LCL161,TE441T,RMS,4.713902,3.778761,-0.042774,-0.797839
11891,LGK974,TE441T,RMS,5.201148,3.876381,0.869343,-0.326695
11892,ML323,TE441T,RMS,4.235721,4.582321,-0.284569,0.043775
11893,Nilotinib,TE441T,RMS,2.261950,2.991583,-0.645952,-0.218362
11894,Niraparib,TE441T,RMS,2.794360,2.545704,-0.870344,-1.034363
11895,OF-1,TE441T,RMS,2.706176,3.655933,-1.209529,-0.397808
11896,OTX015,TE441T,RMS,4.737733,2.193943,1.304724,-0.057119
11897,PRT062607,TE441T,RMS,1.797014,2.981042,-0.984656,-0.136877
11898,Palbociclib,TE441T,RMS,4.423764,3.718998,0.600017,0.156114
11899,Refametinib,TE441T,RMS,5.522781,3.913376,1.695072,0.855795
11900,Sorafenib,TE441T,RMS,2.007898,1.927914,-0.442100,-0.507910
11901,Ulixertinib,TE441T,RMS,5.470120,3.422776,1.943930,0.582297
11902,AZD4547,TE5,ESCC,4.608445,3.269163,0.949950,0.113030
11903,AZD5153,TE5,ESCC,2.492708,2.405693,0.500418,0.456360
11904,AZD6738,TE5,ESCC,3.251059,3.142286,0.816741,0.742324
11905,EPZ5676,TE5,ESCC,5.945571,6.100328,0.391391,0.541830
11906,Elephantin,TE5,ESCC,3.848343,3.784387,0.178744,0.134732
11907,GDC0810,TE5,ESCC,4.384160,5.364076,-0.743712,0.292655
11908,LGK974,TE5,ESCC,4.080514,3.961075,-0.142398,-0.250231
11909,Leflunomide,TE5,ESCC,5.917237,5.311598,0.963373,0.300324
11910,NU7441,TE5,ESCC,4.323355,4.664585,0.886037,1.139968
11911,Nutlin-3a (-),TE5,ESCC,5.767616,5.761783,0.751738,0.748482
11912,OSI-027,TE5,ESCC,0.412853,1.679203,-1.453967,-0.606268
11913,PCI-34051,TE5,ESCC,5.801785,5.023800,1.093001,0.488107
11914,PD173074,TE5,ESCC,4.168453,4.510137,0.288277,0.531392
11915,PFI-1,TE5,ESCC,4.716943,4.389675,0.588257,0.297642
11916,POMHEX,TE5,ESCC,2.452758,1.580029,0.888050,0.205334
11917,Palbociclib,TE5,ESCC,4.457070,3.979814,0.620995,0.320391
11918,Veliparib,TE5,ESCC,5.198916,5.535203,-0.071272,0.297111
11919,Vismodegib,TE5,ESCC,5.431843,5.442918,0.490787,0.502065
11920,Wee1 Inhibitor,TE5,ESCC,3.321945,3.494986,0.862317,0.974837
11921,ABT737,TE6,ESCC,1.790135,2.371738,-0.041490,0.241709
11922,Afuresertib,TE6,ESCC,0.710937,1.285410,-1.149388,-0.759055
11923,BMS-345541,TE6,ESCC,2.756613,3.071533,-0.394828,-0.156330
11924,Bleomycin,TE6,ESCC,4.252697,3.258777,1.121975,0.429080
11925,Bosutinib,TE6,ESCC,2.419486,1.469376,-0.129998,-0.750169
11926,EPZ5676,TE6,ESCC,6.366398,5.690579,0.800476,0.143514
11927,GDC0810,TE6,ESCC,4.755233,4.730829,-0.351262,-0.377072
11928,ICL-SIRT078,TE6,ESCC,4.566190,4.318803,0.196344,0.017990
11929,JNK Inhibitor VIII,TE6,ESCC,5.828067,5.391131,0.760709,0.306108
11930,Mirin,TE6,ESCC,4.735514,4.100637,-0.039936,-0.576345
11931,PD173074,TE6,ESCC,4.501652,3.666642,0.525354,-0.068770
11932,PFI3,TE6,ESCC,6.110430,5.419886,0.847894,0.026988
11933,PLX-4720,TE6,ESCC,4.745293,5.210561,0.360667,0.676098
11934,Podophyllotoxin bromide,TE6,ESCC,-0.252558,-0.384210,0.125790,0.040943
11935,Selumetinib,TE6,ESCC,4.483094,3.804793,0.489580,0.123933
11936,UNC0638,TE6,ESCC,5.002667,4.458763,0.607673,0.226383
11937,VX-11e,TE6,ESCC,3.443549,2.844220,0.519922,0.095598
11938,Vinblastine,TE6,ESCC,-3.037634,-2.773743,0.209392,0.330568
11939,ZM447439,TE6,ESCC,5.918196,2.522741,1.958561,-0.031730
11940,A-366,TE8,ESCC,5.297470,5.181305,0.408715,0.295900
11941,AGI-6780,TE8,ESCC,4.315106,4.785773,-0.027445,0.405941
11942,AZD1208,TE8,ESCC,6.091284,5.674757,0.837172,0.428484
11943,AZD2014,TE8,ESCC,3.606280,2.474291,1.013527,0.232626
11944,AZD4547,TE8,ESCC,1.799561,2.632993,-0.805326,-0.284513
11945,AZD6738,TE8,ESCC,2.168256,2.181318,0.075939,0.084875
11946,AZD8186,TE8,ESCC,2.927811,2.796535,-0.147373,-0.240859
11947,Dinaciclib,TE8,ESCC,-3.573302,-2.127808,-0.623637,0.357452
11948,Fludarabine,TE8,ESCC,6.787107,5.562654,1.037571,0.407231
11949,KU-55933,TE8,ESCC,5.810558,5.495142,0.682968,0.403031
11950,Lestaurtinib,TE8,ESCC,-0.640560,0.934365,-0.386877,0.587043
11951,Mitoxantrone,TE8,ESCC,1.894140,0.430574,0.616472,-0.034581
11952,PD173074,TE8,ESCC,2.651605,3.563222,-0.790988,-0.142356
11953,SB590885,TE8,ESCC,5.428298,4.856848,0.801236,0.379637
11954,Temsirolimus,TE8,ESCC,1.002249,2.482937,-0.021738,0.851845
11955,Uprosertib,TE8,ESCC,3.068219,3.037976,0.119617,0.101903
11956,Venetoclax,TE8,ESCC,2.082860,2.415313,-0.140452,0.019751
11957,WIKI4,TE8,ESCC,3.896699,2.933791,0.168790,-0.832537
11958,glutathione,TE8,ESCC,8.578624,9.376833,-0.662008,0.228926
11959,ABT737,TE9,ESCC,0.356135,2.457571,-0.739744,0.283503
11960,AGI-5198,TE9,ESCC,3.332529,4.603072,-1.511238,-0.111319
11961,AZD5438,TE9,ESCC,1.838029,1.945052,-0.350734,-0.280235
11962,BMS-536924,TE9,ESCC,1.507741,2.660747,-0.435308,0.399519
11963,Bleomycin (50 uM),TE9,ESCC,6.857546,3.799074,1.650688,0.181372
11964,Docetaxel,TE9,ESCC,-5.244488,-4.770697,-0.716992,-0.531090
11965,Epirubicin,TE9,ESCC,-0.129081,0.099387,0.427794,0.562907
11966,Erlotinib,TE9,ESCC,2.294842,2.703198,-0.472817,-0.190969
11967,Gefitinib,TE9,ESCC,3.812173,2.916201,0.548145,-0.190741
11968,ICL-SIRT078,TE9,ESCC,5.567468,4.794294,0.918215,0.360795
11969,Ipatasertib,TE9,ESCC,3.864214,3.759913,0.316281,0.244615
11970,JNK Inhibitor VIII,TE9,ESCC,4.581842,5.002296,-0.535900,-0.098447
11971,Lapatinib,TE9,ESCC,3.831799,2.743901,0.386621,-0.300433
11972,Rucaparib,TE9,ESCC,0.821729,4.135440,-2.979300,0.139684
11973,Sabutoclax,TE9,ESCC,0.097180,-0.185558,0.351269,0.128565
11974,Teniposide,TE9,ESCC,0.600612,0.873216,0.065005,0.202495
11975,Venetoclax,TE9,ESCC,1.566118,2.805833,-0.389459,0.207935
11976,WZ4003,TE9,ESCC,4.164751,4.613091,0.005187,0.331211
11977,ZM447439,TE9,ESCC,4.806386,3.329030,1.306859,0.440887
11978,Buparlisib,TGBC11TKB,STAD,1.137612,1.118884,0.005655,-0.014217
11979,Cisplatin,TGBC11TKB,STAD,4.446525,2.773457,0.652704,-0.249054
11980,Dactinomycin,TGBC11TKB,STAD,-2.570669,-3.357850,0.638426,0.220367
11981,IWP-2,TGBC11TKB,STAD,2.493817,3.058856,-0.420008,0.209948
11982,MG-132,TGBC11TKB,STAD,-1.677903,-1.135877,-0.544771,0.205427
11983,NU7441,TGBC11TKB,STAD,3.986196,3.731341,0.635134,0.445480
11984,Nutlin-3a (-),TGBC11TKB,STAD,6.343887,5.309611,1.073453,0.496048
11985,Oxaliplatin,TGBC11TKB,STAD,3.969453,4.334460,-0.179534,0.025134
11986,PFI-1,TGBC11TKB,STAD,3.938843,4.434479,-0.102698,0.337428
11987,Paclitaxel,TGBC11TKB,STAD,-3.965429,-3.551550,-0.550269,-0.345044
11988,RO-3306,TGBC11TKB,STAD,4.691755,2.925785,0.731667,-0.359681
11989,SB216763,TGBC11TKB,STAD,5.781373,5.388261,0.578226,0.199836
11990,SN-38,TGBC11TKB,STAD,-2.416750,-2.969820,-0.068738,-0.222490
11991,UNC0638,TGBC11TKB,STAD,4.539318,4.436919,0.282854,0.211070
11992,YK-4-279,TGBC11TKB,STAD,1.824833,1.653433,-0.255763,-0.359547
11993,5-azacytidine,TGBC1TKB,GBC,2.602544,4.081069,-0.277303,0.785761
11994,BI-2536,TGBC1TKB,GBC,5.119496,3.081120,2.336689,1.558040
11995,Dasatinib,TGBC1TKB,GBC,0.085223,0.208345,-0.517202,-0.464225
11996,Docetaxel,TGBC1TKB,GBC,-2.947438,-2.073178,0.184306,0.527341
11997,GSK343,TGBC1TKB,GBC,5.974498,4.895740,1.735315,0.946240
11998,Ipatasertib,TGBC1TKB,GBC,2.837109,3.101901,-0.389451,-0.207510
11999,N-acetyl cysteine,TGBC1TKB,GBC,9.816449,10.665064,-0.204425,0.767794
12000,PFI-1,TGBC1TKB,GBC,4.602490,4.451486,0.486622,0.352530
12001,POMHEX,TGBC1TKB,GBC,1.602356,1.582639,0.222800,0.207376
12002,SCH772984,TGBC1TKB,GBC,4.037725,4.012329,0.839499,0.825661
12003,SN-38,TGBC1TKB,GBC,-1.600788,3.470400,0.158097,1.567873
12004,Talazoparib,TGBC1TKB,GBC,4.936571,4.392727,0.979429,0.733885
12005,VX-11e,TGBC1TKB,GBC,3.668173,4.313254,0.678955,1.135672
12006,Wee1 Inhibitor,TGBC1TKB,GBC,3.464765,2.787286,0.955186,0.514658
12007,AGI-6780,TGW,NBL,2.892104,3.428989,-1.337732,-0.843373
12008,AZ960,TGW,NBL,-0.257596,0.332628,-1.248921,-0.906583
12009,Camptothecin,TGW,NBL,-2.911757,-3.376356,-0.355779,-0.608416
12010,Cytarabine,TGW,NBL,1.458284,1.521730,-0.042713,-0.014872
12011,Dabrafenib,TGW,NBL,3.796044,4.817920,-0.248473,0.302672
12012,Dactinomycin,TGW,NBL,-3.777866,-3.611535,-0.002697,0.085639
12013,EPZ5676,TGW,NBL,5.521895,4.874358,-0.020464,-0.649933
12014,GNE-317,TGW,NBL,0.744144,0.896774,0.047845,0.165067
12015,I-BET-762,TGW,NBL,2.159848,0.654181,-0.643790,-1.595644
12016,I-BRD9,TGW,NBL,3.271028,3.754823,-0.853353,-0.473616
12017,Motesanib,TGW,NBL,5.252216,4.991612,-0.202094,-0.432007
12018,OSI-027,TGW,NBL,2.137269,2.030534,-0.299637,-0.371086
12019,Pictilisib,TGW,NBL,0.965752,1.373721,-0.201439,0.121486
12020,UNC0638,TGW,NBL,4.427908,3.609498,0.204753,-0.368972
12021,Ulixertinib,TGW,NBL,0.463042,2.350301,-1.386143,-0.130978
12022,Veliparib,TGW,NBL,5.043711,4.435422,-0.241290,-0.907636
12023,Vinorelbine,TGW,NBL,-3.439477,-4.025560,-0.207960,-0.485916
12024,ZM447439,TGW,NBL,2.166041,0.693110,-0.240814,-1.104192
12025,alpha-lipoic acid,TGW,NBL,7.013345,7.293984,-0.663842,-0.374692
12026,AZ960,THP1,AML,1.508576,2.002967,-0.224519,0.062234
12027,Afuresertib,THP1,AML,1.130720,0.349314,-0.864161,-1.395097
12028,BIBR-1532,THP1,AML,4.633036,4.728642,-0.331254,-0.236942
12029,Doramapimod,THP1,AML,4.713046,3.751422,-0.190212,-0.999470
12030,GSK1904529A,THP1,AML,4.605522,3.933268,0.232688,-0.376211
12031,JNK Inhibitor VIII,THP1,AML,4.685188,4.665847,-0.428376,-0.448499
12032,Niraparib,THP1,AML,2.230987,4.211088,-1.241958,0.064164
12033,OSI-027,THP1,AML,1.689813,1.718369,-0.599165,-0.580050
12034,PCI-34051,THP1,AML,4.092947,3.902064,-0.235644,-0.384058
12035,PD0325901,THP1,AML,-0.095676,-1.519687,-0.671442,-1.335211
12036,Pevonedistat,THP1,AML,-1.780134,-0.584396,-1.234622,-0.677871
12037,SL0101,THP1,AML,3.711413,4.758940,-1.238256,0.027809
12038,Taselisib,THP1,AML,0.366275,0.040464,-0.826852,-1.019166
12039,Tretinoin,THP1,AML,4.208694,4.458771,-0.556345,-0.312559
12040,Vismodegib,THP1,AML,4.943969,4.532490,-0.006027,-0.425047
12041,WEHI-539,THP1,AML,4.337297,3.370606,0.383691,-0.179308
12042,ABT737,TOV112D,EOV,3.423121,2.765112,0.753656,0.433253
12043,AGI-5198,TOV112D,EOV,4.535794,4.156544,-0.185447,-0.603316
12044,AMG-319,TOV112D,EOV,5.033933,4.937874,0.199362,0.117879
12045,AZ6102,TOV112D,EOV,2.449958,2.250528,-0.194706,-0.371371
12046,AZD8186,TOV112D,EOV,4.779933,4.772546,1.171584,1.166324
12047,Afatinib,TOV112D,EOV,2.178496,1.607059,0.394211,0.008370
12048,CCT007093,TOV112D,EOV,4.495663,4.861098,-0.806650,-0.382913
12049,CPI-637,TOV112D,EOV,3.565424,3.588738,-0.407250,-0.391071
12050,Dactinomycin,TOV112D,EOV,-4.280030,-4.679961,-0.269388,-0.481785
12051,Erlotinib,TOV112D,EOV,2.503972,2.422810,-0.328476,-0.384493
12052,Fludarabine,TOV112D,EOV,3.573131,4.209940,-0.616963,-0.289138
12053,GSK1904529A,TOV112D,EOV,3.147009,3.595460,-1.088372,-0.682184
12054,Nutlin-3a (-),TOV112D,EOV,4.878522,4.435753,0.255384,0.008200
12055,Olaparib,TOV112D,EOV,4.006488,3.172536,-0.171440,-0.812077
12056,PLX-4720,TOV112D,EOV,4.127791,4.470002,-0.057972,0.174032
12057,Selumetinib,TOV112D,EOV,4.988854,4.564371,0.762218,0.533394
12058,Staurosporine,TOV112D,EOV,-2.119524,-2.052236,0.487154,0.535750
12059,Uprosertib,TOV112D,EOV,4.501802,3.534222,0.959287,0.392562
12060,WIKI4,TOV112D,EOV,5.259919,3.513597,1.586401,-0.229597
12061,AT13148,TOV21G,CCOV,1.598558,2.253487,-1.202152,-0.796321
12062,AZ960,TOV21G,CCOV,1.798983,1.809118,-0.056079,-0.050201
12063,AZD4547,TOV21G,CCOV,4.245287,3.557098,0.723012,0.292961
12064,Dactolisib,TOV21G,CCOV,-1.956166,-2.573015,-0.311545,-0.742972
12065,Dasatinib,TOV21G,CCOV,-2.113615,-1.192560,-1.463316,-1.067005
12066,EHT-1864,TOV21G,CCOV,5.235573,3.889503,1.583577,0.214826
12067,GSK2110183B,TOV21G,CCOV,-0.020413,1.345190,-2.132577,-1.255703
12068,JQ1,TOV21G,CCOV,2.294252,1.519630,0.137598,-0.259133
12069,MK-8776,TOV21G,CCOV,2.684554,2.123409,-0.218232,-0.556993
12070,Motesanib,TOV21G,CCOV,6.154849,5.768089,0.594235,0.253025
12071,N-acetyl cysteine,TOV21G,CCOV,10.714096,10.163651,0.823969,0.193349
12072,Nilotinib,TOV21G,CCOV,4.652567,3.470110,0.755032,0.062072
12073,OSI-027,TOV21G,CCOV,1.001090,2.294798,-1.060198,-0.194187
12074,Oxaliplatin,TOV21G,CCOV,2.071700,3.500706,-1.243649,-0.442371
12075,PFI3,TOV21G,CCOV,5.733119,5.425061,0.399354,0.033140
12076,Podophyllotoxin bromide,TOV21G,CCOV,-1.326889,-0.379712,-0.566599,0.043842
12077,SGC-CBP30,TOV21G,CCOV,5.057509,4.146313,0.939377,-0.091569
12078,Topotecan,TOV21G,CCOV,0.305802,0.775410,0.093423,0.335166
12079,UNC0638,TOV21G,CCOV,4.442935,4.613297,0.215287,0.334715
12080,5-azacytidine,TT,THME,2.737002,3.834069,-0.180627,0.608168
12081,ABT737,TT,THME,3.424834,0.927783,0.754490,-0.461392
12082,AZD7762,TT,THME,1.134533,0.797834,0.628821,0.410572
12083,Afuresertib,TT,THME,2.942763,3.641956,0.367055,0.842130
12084,BI-2536,TT,THME,2.259334,0.909211,1.244122,0.728381
12085,Cytarabine,TT,THME,2.635602,2.885241,0.473918,0.583465
12086,Docetaxel,TT,THME,-2.295790,-3.279355,0.439995,0.054071
12087,GW441756,TT,THME,4.102142,3.890686,0.711779,0.484050
12088,Mycophenolic acid,TT,THME,3.146353,2.604882,0.879584,0.526954
12089,Navitoclax,TT,THME,1.755669,0.787252,-0.010171,-0.487371
12090,Olaparib,TT,THME,4.976106,5.183357,0.573414,0.732624
12091,Sorafenib,TT,THME,3.490886,2.571684,0.778078,0.021773
12092,Vorinostat,TT,THME,1.621868,1.555841,0.123198,0.062653
12093,Wee1 Inhibitor,TT,THME,2.719477,2.307596,0.470565,0.202741
12094,AMG-319,TT2609C02,THFO,7.101480,6.109146,1.953164,1.111414
12095,Crizotinib,TT2609C02,THFO,4.127589,5.153171,1.037287,1.716209
12096,Dasatinib,TT2609C02,THFO,5.675688,1.802764,1.888259,0.221820
12097,Docetaxel,TT2609C02,THFO,-1.290206,0.680970,0.834558,1.607992
12098,Erlotinib,TT2609C02,THFO,5.266591,4.245770,1.578285,0.873714
12099,GSK343,TT2609C02,THFO,5.374497,4.972089,1.296435,1.002087
12100,I-BET-762,TT2609C02,THFO,3.257128,3.762960,0.049888,0.369666
12101,IWP-2,TT2609C02,THFO,4.589903,4.062535,1.916896,1.328939
12102,JNK Inhibitor VIII,TT2609C02,THFO,6.612346,6.564334,1.576695,1.526742
12103,NU7441,TT2609C02,THFO,5.161485,4.322213,1.509744,0.885186
12104,Nutlin-3a (-),TT2609C02,THFO,7.067121,6.670596,1.477212,1.255844
12105,PD173074,TT2609C02,THFO,4.493532,5.431797,0.519577,1.187170
12106,Pyridostatin,TT2609C02,THFO,6.322822,5.311722,2.117485,1.339523
12107,Rucaparib,TT2609C02,THFO,6.579511,5.028142,2.440131,0.979927
12108,Talazoparib,TT2609C02,THFO,2.409883,3.187064,-0.161367,0.189530
12109,Tanespimycin,TT2609C02,THFO,0.775058,0.871885,0.539250,0.600236
12110,Ulixertinib,TT2609C02,THFO,2.790825,3.426286,0.162003,0.584631
12111,Venetoclax,TT2609C02,THFO,4.433179,4.880910,0.992120,1.207873
12112,XAV939,TT2609C02,THFO,5.864105,5.838254,1.589415,1.563339
12113,A-366,TYKNU,HGSOC,7.066044,5.121546,2.126282,0.237864
12114,ABT737,TYKNU,HGSOC,3.472168,2.876140,0.777539,0.487316
12115,AGI-6780,TYKNU,HGSOC,5.200024,5.038527,0.787379,0.638674
12116,AMG-319,TYKNU,HGSOC,5.953403,5.295567,0.979305,0.421293
12117,AZD7762,TYKNU,HGSOC,0.375816,0.090065,0.137018,-0.048207
12118,BMS-536924,TYKNU,HGSOC,2.849258,2.682794,0.536009,0.415482
12119,EPZ004777,TYKNU,HGSOC,5.657885,5.727213,0.516327,0.587284
12120,EPZ5676,TYKNU,HGSOC,6.230730,6.073403,0.668594,0.515656
12121,Entinostat,TYKNU,HGSOC,3.225010,3.064665,0.729783,0.631836
12122,GSK1904529A,TYKNU,HGSOC,4.185657,5.016912,-0.147608,0.605308
12123,ICL-SIRT078,TYKNU,HGSOC,3.078942,4.360107,-0.875888,0.047768
12124,Irinotecan,TYKNU,HGSOC,1.458615,2.530704,-0.533463,0.020790
12125,MIM1,TYKNU,HGSOC,4.606967,4.196383,0.546581,0.204703
12126,Mirin,TYKNU,HGSOC,6.029487,4.801949,1.053345,0.016195
12127,Nilotinib,TYKNU,HGSOC,2.145066,4.632500,-0.714450,0.743272
12128,Olaparib,TYKNU,HGSOC,3.567501,4.367999,-0.508668,0.106270
12129,Wee1 Inhibitor,TYKNU,HGSOC,1.416731,2.329962,-0.376541,0.217284
12130,ZM447439,TYKNU,HGSOC,1.716386,3.562635,-0.504385,0.577818
12131,alpha-lipoic acid,TYKNU,HGSOC,8.741647,8.047911,1.116875,0.402100
12132,Bleomycin (50 uM),U118MG,ASTR,1.744694,3.294558,-0.805569,-0.061001
12133,Bortezomib,U118MG,ASTR,-5.214264,-5.370300,-0.444751,-0.590799
12134,GDC0810,U118MG,ASTR,5.805201,5.840075,0.759192,0.796075
12135,GSK2606414,U118MG,ASTR,4.432128,4.762255,0.531695,0.803188
12136,Ipatasertib,U118MG,ASTR,3.207879,3.100331,-0.134692,-0.208589
12137,Lestaurtinib,U118MG,ASTR,0.416291,1.105544,0.266671,0.692899
12138,Nutlin-3a (-),U118MG,ASTR,5.903307,4.527779,0.827491,0.059575
12139,Obatoclax Mesylate,U118MG,ASTR,0.456779,0.385811,-0.052011,-0.115471
12140,PRIMA-1MET,U118MG,ASTR,3.451734,4.016359,-0.536929,-0.223600
12141,Paclitaxel,U118MG,ASTR,0.163406,-0.845917,1.497044,0.996564
12142,Rapamycin,U118MG,ASTR,-2.416789,-3.057462,-0.308744,-0.689302
12143,Refametinib,U118MG,ASTR,3.135176,3.158293,0.449978,0.462033
12144,Savolitinib,U118MG,ASTR,1.464777,2.820071,-1.071618,0.066850
12145,Schweinfurthin A,U118MG,ASTR,1.340396,1.785232,0.103486,0.293537
12146,VE821,U118MG,ASTR,5.031922,5.656446,0.690150,1.084481
12147,Vinblastine,U118MG,ASTR,-2.554697,-2.232619,0.431152,0.579047
12148,Vincristine,U118MG,ASTR,-1.237136,-0.134051,0.144852,0.565967
12149,WIKI4,U118MG,ASTR,3.770047,3.630034,0.037085,-0.108514
