drug,cell_line,IC50,OncotreeCode
LJI308,HCC78,6.196358,LUAD
LMP744,HCC78,-3.279557,LUAD
LY2109761,HCC78,6.144816,LUAD
Lapatinib,HCC78,3.39148,LUAD
Leflunomide,HCC78,4.301162,LUAD
Lenalidomide,HCC78,5.993325,LUAD
Lestaurtinib,HCC78,2.333576,LUAD
Linsitinib,HCC78,4.431959,LUAD
Luminespib,HCC78,-1.133013,LUAD
MG-132,HCC78,-1.507158,LUAD
MIM1,HCC78,6.122069,LUAD
MIRA-1,HCC78,6.193631,LUAD
MK-1775,HCC78,1.649414,LUAD
MK-2206,HCC78,2.311954,LUAD
MK-8776,HCC78,5.503211,LUAD
ML323,HCC78,3.998695,LUAD
MN-64,HCC78,4.275964,LUAD
Methotrexate,HCC78,-1.407469,LUAD
Mirin,HCC78,4.529808,LUAD
Mitoxantrone,HCC78,-2.417813,LUAD
Motesanib,HCC78,6.196358,LUAD
Mycophenolic acid,HCC78,2.796068,LUAD
N-acetyl cysteine,HCC78,11.391525,LUAD
NU7441,HCC78,3.743012,LUAD
NVP-ADW742,HCC78,1.645632,LUAD
Navitoclax,HCC78,3.175886,LUAD
Nelarabine,HCC78,6.681277,LUAD
Nilotinib,HCC78,5.040226,LUAD
Niraparib,HCC78,3.250469,LUAD
Nutlin-3a (-),HCC78,4.828893,LUAD
OF-1,HCC78,4.355605,LUAD
OSI-027,HCC78,4.387859,LUAD
OTX015,HCC78,1.395338,LUAD
Obatoclax Mesylate,HCC78,1.497506,LUAD
Olaparib,HCC78,5.914935,LUAD
Osimertinib,HCC78,0.962288,LUAD
Oxaliplatin,HCC78,5.088945,LUAD
P22077,HCC78,5.202314,LUAD
PCI-34051,HCC78,3.399168,LUAD
PD0325901,HCC78,2.598667,LUAD
PD173074,HCC78,3.923421,LUAD
PFI-1,HCC78,3.538805,LUAD
PFI3,HCC78,4.861799,LUAD
PLX-4720,HCC78,5.479155,LUAD
POMHEX,HCC78,1.485223,LUAD
PRIMA-1MET,HCC78,3.440299,LUAD
PRT062607,HCC78,2.532206,LUAD
Paclitaxel,HCC78,-1.047326,LUAD
Palbociclib,HCC78,4.904612,LUAD
Pevonedistat,HCC78,-1.143053,LUAD
Picolinici-acid,HCC78,5.760438,LUAD
Pictilisib,HCC78,0.317019,LUAD
Podophyllotoxin bromide,HCC78,-0.588886,LUAD
Pyridostatin,HCC78,2.887518,LUAD
RO-3306,HCC78,4.6387,LUAD
RVX-208,HCC78,4.187845,LUAD
Rapamycin,HCC78,-2.022441,LUAD
Refametinib,HCC78,2.650901,LUAD
Ribociclib,HCC78,4.797614,LUAD
Romidepsin,HCC78,-6.189899,LUAD
Rucaparib,HCC78,5.163625,LUAD
Ruxolitinib,HCC78,5.021462,LUAD
SB216763,HCC78,6.138338,LUAD
SB590885,HCC78,5.503211,LUAD
SCH772984,HCC78,2.690442,LUAD
SGC-CBP30,HCC78,4.020875,LUAD
SGC0946,HCC78,2.39022,LUAD
SN-38,HCC78,-6.146389,LUAD
Sabutoclax,HCC78,-0.225818,LUAD
Sapitinib,HCC78,2.787755,LUAD
Savolitinib,HCC78,3.832762,LUAD
Schweinfurthin A,HCC78,0.178356,LUAD
Selumetinib,HCC78,4.727816,LUAD
Sepantronium bromide,HCC78,-4.535229,LUAD
Serdemetan,HCC78,5.822725,LUAD
Sinularin,HCC78,3.731169,LUAD
Sorafenib,HCC78,3.529149,LUAD
Staurosporine,HCC78,-2.169247,LUAD
TW 37,HCC78,0.647724,LUAD
Talazoparib,HCC78,0.543774,LUAD
Tamoxifen,HCC78,2.199257,LUAD
Tanespimycin,HCC78,1.512443,LUAD
Taselisib,HCC78,0.819108,LUAD
Telomerase Inhibitor IX,HCC78,0.05653,LUAD
Temozolomide,HCC78,7.401267,LUAD
Temsirolimus,HCC78,1.417709,LUAD
Teniposide,HCC78,-1.41349,LUAD
Topotecan,HCC78,-2.160808,LUAD
Trametinib,HCC78,0.797366,LUAD
UMI-77,HCC78,2.281297,LUAD
UNC0379,HCC78,3.661304,LUAD
UNC0638,HCC78,4.57934,LUAD
Ulixertinib,HCC78,3.372943,LUAD
Uprosertib,HCC78,3.172257,LUAD
VE-822,HCC78,1.699415,LUAD
VE821,HCC78,6.196358,LUAD
VX-11e,HCC78,2.124388,LUAD
Veliparib,HCC78,5.277667,LUAD
Venetoclax,HCC78,3.183399,LUAD
Vinblastine,HCC78,-3.150143,LUAD
Vincristine,HCC78,-0.982736,LUAD
Vinorelbine,HCC78,-1.325475,LUAD
Vismodegib,HCC78,5.825445,LUAD
Vorinostat,HCC78,0.451432,LUAD
WEHI-539,HCC78,5.76286,LUAD
WIKI4,HCC78,3.328419,LUAD
WZ4003,HCC78,2.378436,LUAD
Wee1 Inhibitor,HCC78,2.522378,LUAD
Wnt-C59,HCC78,2.86541,LUAD
XAV939,HCC78,3.648475,LUAD
YK-4-279,HCC78,1.790553,LUAD
ZM447439,HCC78,2.293825,LUAD
Zoledronate,HCC78,3.138444,LUAD
alpha-lipoic acid,HCC78,7.746319,LUAD
glutathione,HCC78,10.150983,LUAD
5-Fluorouracil,EBC1,6.503493,LUSC
5-azacytidine,EBC1,2.707196,LUSC
A-366,EBC1,4.951774,LUSC
ABT737,EBC1,0.244046,LUSC
AGI-5198,EBC1,4.47206,LUSC
AGI-6780,EBC1,4.041726,LUSC
AGK2,EBC1,4.015873,LUSC
AMG-319,EBC1,4.4593,LUSC
AT13148,EBC1,5.546327,LUSC
AZ6102,EBC1,2.840771,LUSC
AZ960,EBC1,4.035714,LUSC
AZD1208,EBC1,5.897832,LUSC
AZD1332,EBC1,5.833387,LUSC
AZD2014,EBC1,3.020165,LUSC
AZD3759,EBC1,3.449083,LUSC
AZD4547,EBC1,2.02295,LUSC
AZD5153,EBC1,1.052098,LUSC
AZD5363,EBC1,2.954729,LUSC
AZD5438,EBC1,2.74543,LUSC
AZD5582,EBC1,3.773476,LUSC
AZD5991,EBC1,5.638529,LUSC
AZD6738,EBC1,2.629374,LUSC
AZD7762,EBC1,2.628173,LUSC
AZD8055,EBC1,0.248482,LUSC
AZD8186,EBC1,1.980459,LUSC
Acetalax,EBC1,6.749718,LUSC
Afatinib,EBC1,2.696678,LUSC
Afuresertib,EBC1,2.284796,LUSC
Alisertib,EBC1,2.562176,LUSC
Alpelisib,EBC1,4.737697,LUSC
Avagacestat,EBC1,4.764888,LUSC
Axitinib,EBC1,3.86243,LUSC
BI-2536,EBC1,0.997104,LUSC
BIBR-1532,EBC1,4.971935,LUSC
BMS-345541,EBC1,3.557124,LUSC
BMS-536924,EBC1,4.323848,LUSC
BMS-754807,EBC1,0.787424,LUSC
Bleomycin,EBC1,4.419779,LUSC
Bleomycin (50 uM),EBC1,5.660307,LUSC
Bortezomib,EBC1,-5.781058,LUSC
Bosutinib,EBC1,3.743739,LUSC
Bromosporine,EBC1,1.676377,LUSC
Buparlisib,EBC1,0.934116,LUSC
CCT007093,EBC1,5.838973,LUSC
CPI-637,EBC1,3.647799,LUSC
CZC24832,EBC1,4.255299,LUSC
Camptothecin,EBC1,-4.232704,LUSC
Carmustine,EBC1,6.690888,LUSC
Cediranib,EBC1,2.438924,LUSC
Cisplatin,EBC1,5.561093,LUSC
Crizotinib,EBC1,-2.857016,LUSC
Cyclophosphamide,EBC1,5.066622,LUSC
Cytarabine,EBC1,2.184831,LUSC
Dabrafenib,EBC1,4.654318,LUSC
Dacarbazine,EBC1,6.648279,LUSC
Dactinomycin,EBC1,-3.788583,LUSC
Dactolisib,EBC1,-2.456773,LUSC
Dasatinib,EBC1,3.130379,LUSC
Dihydrorotenone,EBC1,1.312111,LUSC
Dinaciclib,EBC1,-1.822009,LUSC
Docetaxel,EBC1,-2.118689,LUSC
Doramapimod,EBC1,5.305966,LUSC
EHT-1864,EBC1,4.380595,LUSC
EPZ004777,EBC1,5.46306,LUSC
EPZ5676,EBC1,5.855557,LUSC
Elephantin,EBC1,5.64581,LUSC
Entinostat,EBC1,0.762875,LUSC
Entospletinib,EBC1,3.325347,LUSC
Epirubicin,EBC1,-1.173447,LUSC
Erlotinib,EBC1,3.151403,LUSC
Fludarabine,EBC1,5.902204,LUSC
Foretinib,EBC1,-4.737467,LUSC
Fulvestrant,EBC1,4.732974,LUSC
GDC0810,EBC1,3.897726,LUSC
GNE-317,EBC1,-0.268604,LUSC
GSK-LSD1,EBC1,2.66191,LUSC
GSK1904529A,EBC1,4.871303,LUSC
GSK2110183B,EBC1,2.55189,LUSC
GSK2578215A,EBC1,5.301585,LUSC
GSK2606414,EBC1,3.804394,LUSC
GSK2801,EBC1,5.506314,LUSC
GSK2830371,EBC1,6.029217,LUSC
GSK343,EBC1,2.793783,LUSC
GSK591,EBC1,5.167729,LUSC
GW441756,EBC1,3.745551,LUSC
Gallibiscoquinazole,EBC1,2.564623,LUSC
Gefitinib,EBC1,4.131149,LUSC
Gemcitabine,EBC1,-1.9641,LUSC
I-BET-762,EBC1,2.700203,LUSC
I-BRD9,EBC1,3.549681,LUSC
ICL-SIRT078,EBC1,4.557412,LUSC
IWP-2,EBC1,3.544667,LUSC
Ibrutinib,EBC1,4.435102,LUSC
Ipatasertib,EBC1,3.002529,LUSC
Irinotecan,EBC1,0.091124,LUSC
JNK Inhibitor VIII,EBC1,5.434417,LUSC
JQ1,EBC1,-0.404792,LUSC
KRAS (G12C) Inhibitor-12,EBC1,5.634038,LUSC
KU-55933,EBC1,4.449987,LUSC
L-Oxonoreleagnine,EBC1,3.903312,LUSC
LCL161,EBC1,4.738661,LUSC
LGK974,EBC1,4.423766,LUSC
LJI308,EBC1,5.714556,LUSC
LMP744,EBC1,-1.905007,LUSC
LY2109761,EBC1,4.90997,LUSC
Lapatinib,EBC1,3.595189,LUSC
Leflunomide,EBC1,4.614279,LUSC
Lenalidomide,EBC1,5.825197,LUSC
Lestaurtinib,EBC1,1.285461,LUSC
Linsitinib,EBC1,4.841521,LUSC
Luminespib,EBC1,-2.539124,LUSC
MG-132,EBC1,-1.4802,LUSC
MIM1,EBC1,3.162788,LUSC
MIRA-1,EBC1,6.276066,LUSC
MK-1775,EBC1,2.159743,LUSC
MK-2206,EBC1,2.172644,LUSC
MK-8776,EBC1,4.319246,LUSC
ML323,EBC1,5.084619,LUSC
MN-64,EBC1,5.013363,LUSC
Methotrexate,EBC1,-0.080474,LUSC
Mirin,EBC1,4.127481,LUSC
Mitoxantrone,EBC1,0.229431,LUSC
Motesanib,EBC1,6.029217,LUSC
Mycophenolic acid,EBC1,1.558726,LUSC
N-acetyl cysteine,EBC1,9.669314,LUSC
NU7441,EBC1,2.118227,LUSC
NVP-ADW742,EBC1,2.49281,LUSC
Navitoclax,EBC1,-0.548349,LUSC
Nelarabine,EBC1,6.263671,LUSC
Nilotinib,EBC1,4.68259,LUSC
Niraparib,EBC1,3.799203,LUSC
Nutlin-3a (-),EBC1,5.288107,LUSC
OF-1,EBC1,4.173691,LUSC
OSI-027,EBC1,2.907303,LUSC
OTX015,EBC1,1.419586,LUSC
Obatoclax Mesylate,EBC1,0.399262,LUSC
Olaparib,EBC1,4.301708,LUSC
Osimertinib,EBC1,1.169379,LUSC
Oxaliplatin,EBC1,5.576037,LUSC
P22077,EBC1,2.924707,LUSC
PCI-34051,EBC1,5.216553,LUSC
PD0325901,EBC1,-2.758695,LUSC
PD173074,EBC1,4.684689,LUSC
PFI-1,EBC1,2.377313,LUSC
PFI3,EBC1,4.41832,LUSC
PLX-4720,EBC1,5.751599,LUSC
POMHEX,EBC1,1.642973,LUSC
PRIMA-1MET,EBC1,5.952796,LUSC
PRT062607,EBC1,3.994042,LUSC
Paclitaxel,EBC1,-3.191949,LUSC
Palbociclib,EBC1,3.139387,LUSC
Pevonedistat,EBC1,-1.440002,LUSC
Picolinici-acid,EBC1,5.29603,LUSC
Pictilisib,EBC1,0.974886,LUSC
Podophyllotoxin bromide,EBC1,-0.334886,LUSC
Pyridostatin,EBC1,3.188067,LUSC
RO-3306,EBC1,5.25018,LUSC
RVX-208,EBC1,4.551423,LUSC
Rapamycin,EBC1,-1.744365,LUSC
Refametinib,EBC1,-1.05446,LUSC
Remodelin,EBC1,4.593387,LUSC
Ribociclib,EBC1,4.015141,LUSC
Romidepsin,EBC1,-6.037732,LUSC
Rucaparib,EBC1,3.900787,LUSC
Ruxolitinib,EBC1,5.507524,LUSC
SB216763,EBC1,3.601396,LUSC
SB590885,EBC1,3.297882,LUSC
SCH772984,EBC1,0.220913,LUSC
SGC-CBP30,EBC1,3.821249,LUSC
SGC0946,EBC1,1.555819,LUSC
SN-38,EBC1,-6.060292,LUSC
Sabutoclax,EBC1,0.186066,LUSC
Sapitinib,EBC1,4.728702,LUSC
Savolitinib,EBC1,-5.46285,LUSC
Schweinfurthin A,EBC1,2.477401,LUSC
Selumetinib,EBC1,0.72248,LUSC
Sepantronium bromide,EBC1,-4.150106,LUSC
Serdemetan,EBC1,4.38128,LUSC
Sinularin,EBC1,2.929681,LUSC
Sorafenib,EBC1,2.441386,LUSC
Staurosporine,EBC1,-1.980765,LUSC
Talazoparib,EBC1,2.709009,LUSC
Tamoxifen,EBC1,3.54098,LUSC
Tanespimycin,EBC1,-0.492977,LUSC
Taselisib,EBC1,2.130206,LUSC
Telomerase Inhibitor IX,EBC1,0.399981,LUSC
Temozolomide,EBC1,7.422992,LUSC
Temsirolimus,EBC1,1.33094,LUSC
Teniposide,EBC1,1.213036,LUSC
Topotecan,EBC1,-1.627223,LUSC
Trametinib,EBC1,-3.942544,LUSC
UMI-77,EBC1,1.648667,LUSC
UNC0379,EBC1,4.323784,LUSC
UNC0638,EBC1,4.856986,LUSC
Ulixertinib,EBC1,1.057779,LUSC
Uprosertib,EBC1,3.061995,LUSC
VE-822,EBC1,4.226182,LUSC
VE821,EBC1,5.74211,LUSC
VX-11e,EBC1,1.028978,LUSC
Veliparib,EBC1,5.548681,LUSC
Venetoclax,EBC1,1.942294,LUSC
Vinblastine,EBC1,-2.720089,LUSC
Vincristine,EBC1,0.014252,LUSC
Vinorelbine,EBC1,-2.481604,LUSC
Vismodegib,EBC1,5.28471,LUSC
Vorinostat,EBC1,1.084052,LUSC
WEHI-539,EBC1,0.072992,LUSC
WIKI4,EBC1,3.41309,LUSC
WZ4003,EBC1,2.944942,LUSC
Wee1 Inhibitor,EBC1,2.544327,LUSC
Wnt-C59,EBC1,4.889639,LUSC
XAV939,EBC1,4.431821,LUSC
YK-4-279,EBC1,2.100904,LUSC
ZM447439,EBC1,4.585626,LUSC
Zoledronate,EBC1,2.724386,LUSC
alpha-lipoic acid,EBC1,7.707604,LUSC
glutathione,EBC1,8.926562,LUSC
5-Fluorouracil,EPLC272H,4.592866,LUSC
5-azacytidine,EPLC272H,4.067953,LUSC
A-366,EPLC272H,4.765175,LUSC
ABT737,EPLC272H,2.657195,LUSC
AGI-5198,EPLC272H,4.62049,LUSC
AGI-6780,EPLC272H,4.33432,LUSC
AGK2,EPLC272H,2.836237,LUSC
AMG-319,EPLC272H,5.564142,LUSC
AT13148,EPLC272H,4.522972,LUSC
AZ6102,EPLC272H,2.694439,LUSC
AZ960,EPLC272H,1.110772,LUSC
AZD1208,EPLC272H,4.33934,LUSC
AZD1332,EPLC272H,2.744092,LUSC
AZD2014,EPLC272H,0.177832,LUSC
AZD3759,EPLC272H,3.555489,LUSC
AZD4547,EPLC272H,3.679365,LUSC
AZD5153,EPLC272H,-0.490633,LUSC
AZD5363,EPLC272H,1.882637,LUSC
AZD5438,EPLC272H,1.119824,LUSC
AZD5582,EPLC272H,-3.547335,LUSC
AZD5991,EPLC272H,1.513799,LUSC
AZD6738,EPLC272H,0.072973,LUSC
AZD7762,EPLC272H,-1.978775,LUSC
AZD8055,EPLC272H,-1.216078,LUSC
AZD8186,EPLC272H,1.605395,LUSC
Acetalax,EPLC272H,4.891868,LUSC
Afatinib,EPLC272H,0.228772,LUSC
Afuresertib,EPLC272H,1.086636,LUSC
Alisertib,EPLC272H,1.071352,LUSC
Alpelisib,EPLC272H,1.733537,LUSC
Avagacestat,EPLC272H,5.282082,LUSC
Axitinib,EPLC272H,3.03366,LUSC
BI-2536,EPLC272H,-0.561689,LUSC
BIBR-1532,EPLC272H,5.643735,LUSC
BMS-345541,EPLC272H,1.843898,LUSC
BMS-536924,EPLC272H,1.5117,LUSC
BMS-754807,EPLC272H,1.039841,LUSC
Bleomycin,EPLC272H,1.641986,LUSC
Bleomycin (50 uM),EPLC272H,3.075498,LUSC
Bortezomib,EPLC272H,-4.390494,LUSC
Bosutinib,EPLC272H,2.124473,LUSC
Bromosporine,EPLC272H,2.274141,LUSC
Buparlisib,EPLC272H,0.05257,LUSC
CCT007093,EPLC272H,5.793918,LUSC
CPI-637,EPLC272H,4.216662,LUSC
CZC24832,EPLC272H,4.67864,LUSC
Camptothecin,EPLC272H,-0.476391,LUSC
Carmustine,EPLC272H,5.85634,LUSC
Cediranib,EPLC272H,2.269113,LUSC
Cisplatin,EPLC272H,2.214778,LUSC
Crizotinib,EPLC272H,2.327497,LUSC
Cyclophosphamide,EPLC272H,4.389344,LUSC
Cytarabine,EPLC272H,1.823348,LUSC
Dabrafenib,EPLC272H,5.014566,LUSC
Dacarbazine,EPLC272H,5.405029,LUSC
Dactinomycin,EPLC272H,-4.37153,LUSC
Dactolisib,EPLC272H,-2.75308,LUSC
Dasatinib,EPLC272H,-1.781394,LUSC
Dihydrorotenone,EPLC272H,0.215035,LUSC
Dinaciclib,EPLC272H,-4.050498,LUSC
Docetaxel,EPLC272H,-4.746587,LUSC
Doramapimod,EPLC272H,5.687046,LUSC
EHT-1864,EPLC272H,3.311112,LUSC
EPZ004777,EPLC272H,5.600115,LUSC
EPZ5676,EPLC272H,5.980271,LUSC
Elephantin,EPLC272H,2.715898,LUSC
Entinostat,EPLC272H,1.845641,LUSC
Entospletinib,EPLC272H,2.535716,LUSC
Epirubicin,EPLC272H,-1.050085,LUSC
Erlotinib,EPLC272H,2.139644,LUSC
Fludarabine,EPLC272H,3.847602,LUSC
Foretinib,EPLC272H,0.674231,LUSC
Fulvestrant,EPLC272H,3.501356,LUSC
GDC0810,EPLC272H,4.406992,LUSC
GNE-317,EPLC272H,-0.668314,LUSC
GSK-LSD1,EPLC272H,3.21634,LUSC
GSK1904529A,EPLC272H,4.124837,LUSC
GSK2110183B,EPLC272H,0.552241,LUSC
GSK2578215A,EPLC272H,5.603361,LUSC
GSK2606414,EPLC272H,3.89586,LUSC
GSK2801,EPLC272H,5.396149,LUSC
GSK2830371,EPLC272H,5.186901,LUSC
GSK343,EPLC272H,3.087792,LUSC
GSK591,EPLC272H,5.821429,LUSC
GW441756,EPLC272H,2.611435,LUSC
Gallibiscoquinazole,EPLC272H,2.981709,LUSC
Gefitinib,EPLC272H,1.429521,LUSC
Gemcitabine,EPLC272H,-0.716637,LUSC
I-BET-762,EPLC272H,1.889966,LUSC
I-BRD9,EPLC272H,4.011563,LUSC
ICL-SIRT078,EPLC272H,4.746508,LUSC
IWP-2,EPLC272H,2.509407,LUSC
Ibrutinib,EPLC272H,3.161467,LUSC
Ipatasertib,EPLC272H,1.875999,LUSC
Irinotecan,EPLC272H,3.743085,LUSC
JNK Inhibitor VIII,EPLC272H,5.782364,LUSC
JQ1,EPLC272H,0.651304,LUSC
KRAS (G12C) Inhibitor-12,EPLC272H,3.050367,LUSC
KU-55933,EPLC272H,4.030898,LUSC
L-Oxonoreleagnine,EPLC272H,3.569853,LUSC
LCL161,EPLC272H,2.77104,LUSC
LGK974,EPLC272H,4.678441,LUSC
LJI308,EPLC272H,5.784477,LUSC
LMP744,EPLC272H,-1.167031,LUSC
LY2109761,EPLC272H,4.986524,LUSC
Lapatinib,EPLC272H,1.920141,LUSC
Leflunomide,EPLC272H,4.888452,LUSC
Lenalidomide,EPLC272H,4.957018,LUSC
Lestaurtinib,EPLC272H,-1.704146,LUSC
Linsitinib,EPLC272H,3.789406,LUSC
Luminespib,EPLC272H,-3.633133,LUSC
MG-132,EPLC272H,-0.882993,LUSC
MIM1,EPLC272H,3.716489,LUSC
MIRA-1,EPLC272H,5.696534,LUSC
MK-1775,EPLC272H,-1.215183,LUSC
MK-2206,EPLC272H,0.635132,LUSC
MK-8776,EPLC272H,0.718325,LUSC
ML323,EPLC272H,4.404062,LUSC
MN-64,EPLC272H,5.158426,LUSC
Methotrexate,EPLC272H,-1.567773,LUSC
Mirin,EPLC272H,4.5903,LUSC
Mitoxantrone,EPLC272H,-0.492995,LUSC
Motesanib,EPLC272H,4.190232,LUSC
Mycophenolic acid,EPLC272H,4.092638,LUSC
N-acetyl cysteine,EPLC272H,10.95056,LUSC
NU7441,EPLC272H,1.638979,LUSC
NVP-ADW742,EPLC272H,1.985441,LUSC
Navitoclax,EPLC272H,2.870442,LUSC
Nelarabine,EPLC272H,5.421939,LUSC
Nilotinib,EPLC272H,4.359683,LUSC
Niraparib,EPLC272H,5.615463,LUSC
Nutlin-3a (-),EPLC272H,5.719342,LUSC
OF-1,EPLC272H,5.728148,LUSC
OSI-027,EPLC272H,4.529512,LUSC
OTX015,EPLC272H,0.815433,LUSC
Obatoclax Mesylate,EPLC272H,-0.075738,LUSC
Olaparib,EPLC272H,4.589708,LUSC
Osimertinib,EPLC272H,0.748524,LUSC
Oxaliplatin,EPLC272H,3.973913,LUSC
P22077,EPLC272H,2.85983,LUSC
PCI-34051,EPLC272H,4.290592,LUSC
PD0325901,EPLC272H,-0.221779,LUSC
PD173074,EPLC272H,3.075213,LUSC
PFI-1,EPLC272H,2.617647,LUSC
PFI3,EPLC272H,5.056178,LUSC
PLX-4720,EPLC272H,4.303932,LUSC
POMHEX,EPLC272H,3.410341,LUSC
PRIMA-1MET,EPLC272H,4.089385,LUSC
PRT062607,EPLC272H,2.496885,LUSC
Paclitaxel,EPLC272H,-4.268153,LUSC
Palbociclib,EPLC272H,5.005528,LUSC
Pevonedistat,EPLC272H,-1.563647,LUSC
Picolinici-acid,EPLC272H,5.679158,LUSC
Pictilisib,EPLC272H,-0.41411,LUSC
Podophyllotoxin bromide,EPLC272H,0.392637,LUSC
Pyridostatin,EPLC272H,2.46215,LUSC
RO-3306,EPLC272H,2.431162,LUSC
RVX-208,EPLC272H,4.027704,LUSC
Rapamycin,EPLC272H,-2.754352,LUSC
Refametinib,EPLC272H,1.371197,LUSC
Remodelin,EPLC272H,6.393249,LUSC
Ribociclib,EPLC272H,4.392669,LUSC
Romidepsin,EPLC272H,-5.727859,LUSC
Rucaparib,EPLC272H,5.130547,LUSC
Ruxolitinib,EPLC272H,4.669951,LUSC
SB216763,EPLC272H,5.351192,LUSC
SB590885,EPLC272H,3.984402,LUSC
SCH772984,EPLC272H,1.19072,LUSC
SGC-CBP30,EPLC272H,3.82617,LUSC
SGC0946,EPLC272H,1.107085,LUSC
SN-38,EPLC272H,2.35548,LUSC
Sabutoclax,EPLC272H,-0.443431,LUSC
Sapitinib,EPLC272H,1.75107,LUSC
Savolitinib,EPLC272H,2.470746,LUSC
Schweinfurthin A,EPLC272H,3.114628,LUSC
Selumetinib,EPLC272H,2.154879,LUSC
Sepantronium bromide,EPLC272H,-3.103056,LUSC
Serdemetan,EPLC272H,2.92176,LUSC
Sinularin,EPLC272H,4.142766,LUSC
Sorafenib,EPLC272H,2.723731,LUSC
Staurosporine,EPLC272H,-4.91626,LUSC
Talazoparib,EPLC272H,3.822943,LUSC
Tamoxifen,EPLC272H,4.977115,LUSC
Tanespimycin,EPLC272H,-2.536398,LUSC
Taselisib,EPLC272H,-0.781378,LUSC
Telomerase Inhibitor IX,EPLC272H,1.052011,LUSC
Temozolomide,EPLC272H,6.900474,LUSC
Temsirolimus,EPLC272H,0.299019,LUSC
Teniposide,EPLC272H,1.99589,LUSC
Topotecan,EPLC272H,0.22404,LUSC
Trametinib,EPLC272H,-1.535436,LUSC
UMI-77,EPLC272H,2.317556,LUSC
UNC0379,EPLC272H,3.095219,LUSC
UNC0638,EPLC272H,3.214723,LUSC
Ulixertinib,EPLC272H,2.562855,LUSC
Uprosertib,EPLC272H,0.300785,LUSC
VE-822,EPLC272H,-0.115683,LUSC
VE821,EPLC272H,3.113496,LUSC
VX-11e,EPLC272H,1.979321,LUSC
Veliparib,EPLC272H,5.823694,LUSC
Venetoclax,EPLC272H,4.110172,LUSC
Vinblastine,EPLC272H,-1.354937,LUSC
Vincristine,EPLC272H,1.1878,LUSC
Vinorelbine,EPLC272H,-2.173059,LUSC
Vismodegib,EPLC272H,5.823694,LUSC
Vorinostat,EPLC272H,2.049546,LUSC
WEHI-539,EPLC272H,3.207718,LUSC
WIKI4,EPLC272H,3.78057,LUSC
WZ4003,EPLC272H,2.973365,LUSC
Wee1 Inhibitor,EPLC272H,1.148856,LUSC
Wnt-C59,EPLC272H,4.117266,LUSC
XAV939,EPLC272H,5.642412,LUSC
YK-4-279,EPLC272H,2.550277,LUSC
ZM447439,EPLC272H,1.862914,LUSC
Zoledronate,EPLC272H,3.742003,LUSC
alpha-lipoic acid,EPLC272H,7.890073,LUSC
glutathione,EPLC272H,9.528666,LUSC
5-Fluorouracil,NCIH1876,5.572367,SCLC
5-azacytidine,NCIH1876,2.974882,SCLC
A-366,NCIH1876,4.811119,SCLC
ABT737,NCIH1876,-0.638256,SCLC
AGI-5198,NCIH1876,5.144109,SCLC
AGI-6780,NCIH1876,5.246501,SCLC
AGK2,NCIH1876,4.054425,SCLC
AMG-319,NCIH1876,3.485164,SCLC
AT13148,NCIH1876,1.827145,SCLC
AZ6102,NCIH1876,2.049362,SCLC
AZ960,NCIH1876,0.217813,SCLC
AZD1208,NCIH1876,1.26521,SCLC
AZD1332,NCIH1876,1.200969,SCLC
AZD2014,NCIH1876,-0.273243,SCLC
AZD3759,NCIH1876,3.060821,SCLC
AZD4547,NCIH1876,2.493726,SCLC
AZD5153,NCIH1876,1.286746,SCLC
AZD5363,NCIH1876,3.325723,SCLC
AZD5438,NCIH1876,2.502459,SCLC
AZD5582,NCIH1876,1.655199,SCLC
AZD5991,NCIH1876,0.424802,SCLC
AZD6738,NCIH1876,0.500911,SCLC
AZD7762,NCIH1876,-0.386629,SCLC
AZD8055,NCIH1876,0.034272,SCLC
AZD8186,NCIH1876,3.342539,SCLC
Acetalax,NCIH1876,5.208237,SCLC
Afatinib,NCIH1876,1.462451,SCLC
Afuresertib,NCIH1876,3.047104,SCLC
Alisertib,NCIH1876,-1.438906,SCLC
Alpelisib,NCIH1876,2.451622,SCLC
Avagacestat,NCIH1876,4.85073,SCLC
Axitinib,NCIH1876,1.137581,SCLC
BIBR-1532,NCIH1876,3.589476,SCLC
BMS-345541,NCIH1876,2.730602,SCLC
BMS-536924,NCIH1876,2.386187,SCLC
BMS-754807,NCIH1876,-0.357854,SCLC
Bleomycin,NCIH1876,1.187125,SCLC
Bleomycin (50 uM),NCIH1876,0.22891,SCLC
Bortezomib,NCIH1876,-3.703996,SCLC
Bosutinib,NCIH1876,3.701834,SCLC
Bromosporine,NCIH1876,3.59795,SCLC
Buparlisib,NCIH1876,-0.033803,SCLC
CCT007093,NCIH1876,4.844271,SCLC
CPI-637,NCIH1876,4.289013,SCLC
CZC24832,NCIH1876,5.294213,SCLC
Camptothecin,NCIH1876,-5.815119,SCLC
Carmustine,NCIH1876,4.358821,SCLC
Cediranib,NCIH1876,1.991524,SCLC
Cisplatin,NCIH1876,-0.166586,SCLC
Crizotinib,NCIH1876,1.723709,SCLC
Cyclophosphamide,NCIH1876,4.059712,SCLC
Cytarabine,NCIH1876,-0.262869,SCLC
Dabrafenib,NCIH1876,5.313436,SCLC
Dacarbazine,NCIH1876,5.971373,SCLC
Dactinomycin,NCIH1876,-3.890269,SCLC
Dactolisib,NCIH1876,-1.85034,SCLC
Dasatinib,NCIH1876,3.543645,SCLC
