drug,cell_line,IC50
Niraparib,SNGM,3.20912
Nutlin-3a (-),SNGM,2.758267
OF-1,SNGM,3.014865
OSI-027,SNGM,2.449083
Obatoclax Mesylate,SNGM,0.126002
Olaparib,SNGM,4.431022
Osimertinib,SNGM,1.796477
Oxaliplatin,SNGM,3.75485
P22077,SNGM,4.731884
PCI-34051,SNGM,4.547394
PD173074,SNGM,3.550007
PFI-1,SNGM,3.457122
PFI3,SNGM,5.122304
POMHEX,SNGM,2.415922
PRIMA-1MET,SNGM,2.828751
PRT062607,SNGM,3.537678
Paclitaxel,SNGM,-4.569757
Palbociclib,SNGM,3.924767
Pevonedistat,SNGM,0.764383
Pictilisib,SNGM,1.183522
Podophyllotoxin bromide,SNGM,-1.318105
Pyridostatin,SNGM,4.610082
RO-3306,SNGM,2.933377
RVX-208,SNGM,5.216246
Rapamycin,SNGM,-0.504439
Refametinib,SNGM,3.355025
Ribociclib,SNGM,3.235287
Romidepsin,SNGM,-5.040754
Rucaparib,SNGM,3.134703
Ruxolitinib,SNGM,4.58339
SB216763,SNGM,5.271111
SB590885,SNGM,4.391408
SCH772984,SNGM,3.124035
SGC-CBP30,SNGM,3.953964
SGC0946,SNGM,0.557537
SN-38,SNGM,3.182619
Sabutoclax,SNGM,-1.263569
Savolitinib,SNGM,3.033351
Schweinfurthin A,SNGM,2.948259
Selumetinib,SNGM,4.734746
Sepantronium bromide,SNGM,-5.294975
Serdemetan,SNGM,4.607777
Sinularin,SNGM,3.208494
Sorafenib,SNGM,2.660848
Staurosporine,SNGM,-3.972207
TW 37,SNGM,-0.209552
Talazoparib,SNGM,3.399244
Tamoxifen,SNGM,4.03565
Tanespimycin,SNGM,1.201231
Taselisib,SNGM,1.671735
Telomerase Inhibitor IX,SNGM,-0.95654
Temozolomide,SNGM,6.530205
Temsirolimus,SNGM,1.410239
Teniposide,SNGM,0.753423
Topotecan,SNGM,1.246922
Trametinib,SNGM,1.507523
UMI-77,SNGM,4.376013
UNC0379,SNGM,3.971132
UNC0638,SNGM,3.819572
Ulixertinib,SNGM,3.304977
Uprosertib,SNGM,3.460612
VE-822,SNGM,2.354406
VE821,SNGM,2.231479
VX-11e,SNGM,2.339681
Veliparib,SNGM,4.307418
Venetoclax,SNGM,2.125518
Vinblastine,SNGM,-5.62137
Vincristine,SNGM,-3.784666
Vismodegib,SNGM,4.805983
Vorinostat,SNGM,2.185585
WEHI-539,SNGM,1.849595
WIKI4,SNGM,3.979033
WZ4003,SNGM,3.566632
Wee1 Inhibitor,SNGM,1.899515
Wnt-C59,SNGM,4.715136
YK-4-279,SNGM,1.24423
ZM447439,SNGM,2.436701
Zoledronate,SNGM,3.41667
alpha-lipoic acid,SNGM,7.845977
glutathione,SNGM,8.105572
5-Fluorouracil,SNU1,4.489935
5-azacytidine,SNU1,1.790802
ABT737,SNU1,1.715522
AGI-5198,SNU1,4.824296
AGI-6780,SNU1,4.098363
AMG-319,SNU1,5.222655
AT13148,SNU1,4.201355
AZ6102,SNU1,2.667574
AZ960,SNU1,5.115905
AZD1332,SNU1,3.96757
AZD2014,SNU1,2.411257
AZD3759,SNU1,3.041979
AZD4547,SNU1,0.690049
AZD5153,SNU1,2.233786
AZD5363,SNU1,2.634875
AZD5438,SNU1,2.011642
AZD5582,SNU1,1.794461
AZD5991,SNU1,2.414742
AZD6738,SNU1,1.669317
AZD8055,SNU1,0.784364
AZD8186,SNU1,3.975789
Acetalax,SNU1,2.899075
Afatinib,SNU1,1.506299
Alisertib,SNU1,5.189492
Alpelisib,SNU1,4.654744
Avagacestat,SNU1,4.466412
Axitinib,SNU1,3.171307
BI-2536,SNU1,-0.984555
BMS-345541,SNU1,1.910663
BMS-536924,SNU1,2.37877
Bleomycin,SNU1,2.616895
Bleomycin (50 uM),SNU1,3.092361
Bortezomib,SNU1,-3.955345
Bosutinib,SNU1,2.347411
Bromosporine,SNU1,2.81052
Buparlisib,SNU1,0.971904
CCT007093,SNU1,5.33012
CPI-637,SNU1,4.454407
CZC24832,SNU1,5.132046
Carmustine,SNU1,6.422462
Cediranib,SNU1,2.215147
Cisplatin,SNU1,3.020517
Crizotinib,SNU1,1.774741
Cyclophosphamide,SNU1,4.846191
Cytarabine,SNU1,-0.876431
Dabrafenib,SNU1,4.88692
Dacarbazine,SNU1,5.509426
Dactinomycin,SNU1,-4.286057
Dactolisib,SNU1,-2.033328
Dasatinib,SNU1,2.255356
Dihydrorotenone,SNU1,-0.431091
Dinaciclib,SNU1,-3.697907
Docetaxel,SNU1,-0.314131
EHT-1864,SNU1,2.886332
EPZ004777,SNU1,5.056143
EPZ5676,SNU1,5.431367
Elephantin,SNU1,4.154271
Entinostat,SNU1,2.95388
Entospletinib,SNU1,5.008504
Epirubicin,SNU1,-2.57076
Erlotinib,SNU1,0.490014
Fludarabine,SNU1,3.35675
Foretinib,SNU1,1.139089
Fulvestrant,SNU1,3.180864
GDC0810,SNU1,5.322091
GSK-LSD1,SNU1,3.026335
GSK1904529A,SNU1,4.017585
GSK2110183B,SNU1,4.126148
GSK2606414,SNU1,2.980476
GSK2801,SNU1,5.307271
GSK2830371,SNU1,3.72222
GSK343,SNU1,3.242292
GSK591,SNU1,4.196374
GW441756,SNU1,3.453843
Gallibiscoquinazole,SNU1,3.027391
Gemcitabine,SNU1,-1.971571
I-BET-762,SNU1,3.084876
I-BRD9,SNU1,4.362319
ICL-SIRT078,SNU1,3.831428
Ibrutinib,SNU1,5.280305
Ipatasertib,SNU1,3.940911
Irinotecan,SNU1,1.829647
JNK Inhibitor VIII,SNU1,5.219576
JQ1,SNU1,0.387249
KRAS (G12C) Inhibitor-12,SNU1,3.246793
KU-55933,SNU1,4.100889
L-Oxonoreleagnine,SNU1,4.111595
LCL161,SNU1,5.287748
LGK974,SNU1,3.564939
LJI308,SNU1,4.370415
LMP744,SNU1,-1.607815
LY2109761,SNU1,4.537064
Lapatinib,SNU1,3.124501
Leflunomide,SNU1,3.667117
Lenalidomide,SNU1,3.61071
Lestaurtinib,SNU1,-1.164676
Linsitinib,SNU1,4.213453
Luminespib,SNU1,-2.837141
MG-132,SNU1,-0.62485
MIM1,SNU1,3.669855
MIRA-1,SNU1,5.66797
MK-2206,SNU1,2.91319
ML323,SNU1,4.124821
MN-64,SNU1,4.554678
Methotrexate,SNU1,-2.822333
Mitoxantrone,SNU1,-1.569667
Motesanib,SNU1,3.597524
N-acetyl cysteine,SNU1,10.498387
NU7441,SNU1,0.623008
Navitoclax,SNU1,0.415687
Nelarabine,SNU1,6.003117
Nilotinib,SNU1,1.815716
Niraparib,SNU1,5.299908
Nutlin-3a (-),SNU1,3.342858
OF-1,SNU1,2.958378
OSI-027,SNU1,3.891525
OTX015,SNU1,2.176244
Obatoclax Mesylate,SNU1,-0.300758
Olaparib,SNU1,3.203224
Osimertinib,SNU1,2.693233
Oxaliplatin,SNU1,3.417194
P22077,SNU1,3.789663
PCI-34051,SNU1,5.254273
PD0325901,SNU1,0.862332
PFI-1,SNU1,3.350669
PFI3,SNU1,5.320808
POMHEX,SNU1,1.455544
PRIMA-1MET,SNU1,6.424891
PRT062607,SNU1,4.745255
Paclitaxel,SNU1,-3.151657
Palbociclib,SNU1,2.495432
Pevonedistat,SNU1,-1.010664
Picolinici-acid,SNU1,5.298833
Pictilisib,SNU1,1.988404
Podophyllotoxin bromide,SNU1,2.841417
Pyridostatin,SNU1,1.59675
RO-3306,SNU1,2.576092
RVX-208,SNU1,5.289216
Rapamycin,SNU1,-0.834183
Refametinib,SNU1,1.733313
Remodelin,SNU1,4.759958
Ribociclib,SNU1,2.85358
Romidepsin,SNU1,-4.264279
Rucaparib,SNU1,3.91148
Ruxolitinib,SNU1,5.121052
SB216763,SNU1,4.784139
SB590885,SNU1,4.266716
SCH772984,SNU1,3.178394
SGC-CBP30,SNU1,4.629107
SGC0946,SNU1,2.305852
SN-38,SNU1,-4.711097
Sabutoclax,SNU1,-2.77083
Savolitinib,SNU1,1.717202
Schweinfurthin A,SNU1,0.735704
Selumetinib,SNU1,4.458657
Serdemetan,SNU1,4.634972
Sinularin,SNU1,4.07824
Sorafenib,SNU1,1.251472
Staurosporine,SNU1,-3.240329
Talazoparib,SNU1,2.493621
Tamoxifen,SNU1,4.726893
Tanespimycin,SNU1,-1.778133
Taselisib,SNU1,2.425195
Telomerase Inhibitor IX,SNU1,-0.539804
Temozolomide,SNU1,6.070138
Temsirolimus,SNU1,-0.608374
Teniposide,SNU1,-0.19891
Topotecan,SNU1,-1.673597
Trametinib,SNU1,0.149157
UMI-77,SNU1,3.264718
UNC0379,SNU1,2.698217
UNC0638,SNU1,4.216781
Ulixertinib,SNU1,2.260875
Uprosertib,SNU1,2.401495
VE-822,SNU1,2.673668
VE821,SNU1,3.193679
VX-11e,SNU1,3.293544
Veliparib,SNU1,5.33012
Venetoclax,SNU1,1.504637
Vinblastine,SNU1,-1.426802
Vincristine,SNU1,2.20497
Vinorelbine,SNU1,-0.53003
Vismodegib,SNU1,5.279555
Vorinostat,SNU1,1.308287
WEHI-539,SNU1,3.543519
WIKI4,SNU1,3.650498
WZ4003,SNU1,3.688413
Wee1 Inhibitor,SNU1,0.825206
Wnt-C59,SNU1,3.436515
YK-4-279,SNU1,3.299308
ZM447439,SNU1,2.75261
Zoledronate,SNU1,3.710645
alpha-lipoic acid,SNU1,6.743905
glutathione,SNU1,9.489003
5-Fluorouracil,SNU1040,5.733998
AGI-6780,SNU1040,5.780448
AZ960,SNU1040,4.409074
AZD1208,SNU1040,5.473096
AZD1332,SNU1040,5.156186
AZD2014,SNU1040,2.788749
AZD4547,SNU1040,4.082841
AZD5438,SNU1040,3.885999
AZD5582,SNU1040,2.051953
AZD5991,SNU1040,1.193159
AZD7762,SNU1040,-0.471868
AZD8055,SNU1040,0.977541
Acetalax,SNU1040,5.519429
Afatinib,SNU1040,0.641255
Alisertib,SNU1040,1.767149
Alpelisib,SNU1040,5.084763
BMS-345541,SNU1040,3.624597
BMS-754807,SNU1040,1.93232
Bromosporine,SNU1040,4.163748
CZC24832,SNU1040,5.900971
Camptothecin,SNU1040,0.766228
Carmustine,SNU1040,6.442245
Crizotinib,SNU1040,2.179606
Dabrafenib,SNU1040,5.175897
Dacarbazine,SNU1040,4.929116
Dihydrorotenone,SNU1040,0.101854
Dinaciclib,SNU1040,-2.940444
Docetaxel,SNU1040,-1.927341
EPZ004777,SNU1040,5.813524
EPZ5676,SNU1040,5.862738
Elephantin,SNU1040,3.845392
Entospletinib,SNU1040,4.390145
Fludarabine,SNU1040,5.924215
Fulvestrant,SNU1040,4.188195
GSK-LSD1,SNU1040,3.277558
GSK1904529A,SNU1040,5.172084
GSK2110183B,SNU1040,1.655689
GSK2606414,SNU1040,3.383606
GSK2801,SNU1040,5.754385
Gallibiscoquinazole,SNU1040,2.147174
I-BET-762,SNU1040,3.815824
IWP-2,SNU1040,3.080781
Ibrutinib,SNU1040,4.234381
Irinotecan,SNU1040,5.232851
KRAS (G12C) Inhibitor-12,SNU1040,4.395698
L-Oxonoreleagnine,SNU1040,3.736
LCL161,SNU1040,5.858293
LGK974,SNU1040,4.490397
LMP744,SNU1040,2.19948
LY2109761,SNU1040,4.975301
Leflunomide,SNU1040,6.232888
Linsitinib,SNU1040,4.62267
Luminespib,SNU1040,0.165657
MG-132,SNU1040,-1.685284
MK-1775,SNU1040,0.029254
MK-2206,SNU1040,2.684598
ML323,SNU1040,5.085094
MN-64,SNU1040,5.480717
Mirin,SNU1040,6.022904
Mitoxantrone,SNU1040,2.859432
Navitoclax,SNU1040,0.25579
Nutlin-3a (-),SNU1040,4.913565
OF-1,SNU1040,3.848917
OSI-027,SNU1040,5.044789
OTX015,SNU1040,2.573593
Obatoclax Mesylate,SNU1040,2.903941
Oxaliplatin,SNU1040,5.510084
PCI-34051,SNU1040,5.08942
PD0325901,SNU1040,2.30919
PFI3,SNU1040,5.811134
PLX-4720,SNU1040,5.842892
PRIMA-1MET,SNU1040,5.942043
PRT062607,SNU1040,4.957501
Palbociclib,SNU1040,4.071618
Picolinici-acid,SNU1040,5.88749
Podophyllotoxin bromide,SNU1040,-0.221008
RVX-208,SNU1040,5.785447
Romidepsin,SNU1040,-4.334288
Ruxolitinib,SNU1040,5.940757
SB216763,SNU1040,6.750772
SCH772984,SNU1040,2.586534
SGC-CBP30,SNU1040,5.184697
Sabutoclax,SNU1040,0.247317
Sapitinib,SNU1040,3.649529
Selumetinib,SNU1040,4.125565
Sinularin,SNU1040,4.212455
Staurosporine,SNU1040,-2.041284
Taselisib,SNU1040,2.422203
Teniposide,SNU1040,2.183182
Topotecan,SNU1040,3.188312
Trametinib,SNU1040,0.540636
Uprosertib,SNU1040,1.760286
VE-822,SNU1040,5.255384
Vinorelbine,SNU1040,-4.039907
WZ4003,SNU1040,5.102732
Wnt-C59,SNU1040,5.049125
XAV939,SNU1040,4.481521
Zoledronate,SNU1040,4.335237
5-Fluorouracil,SNU16,2.806282
5-azacytidine,SNU16,1.044774
A-366,SNU16,3.773198
ABT737,SNU16,1.335653
AGI-5198,SNU16,3.880984
AMG-319,SNU16,4.371819
AZD3759,SNU16,2.260132
AZD4547,SNU16,-4.290094
AZD6738,SNU16,0.027566
AZD7762,SNU16,-1.946882
AZD8055,SNU16,-0.150499
AZD8186,SNU16,4.249436
Afatinib,SNU16,0.788515
Afuresertib,SNU16,1.866996
Alisertib,SNU16,-2.121483
Alpelisib,SNU16,2.98082
Avagacestat,SNU16,4.140018
Axitinib,SNU16,-1.233194
BI-2536,SNU16,-5.107857
BIBR-1532,SNU16,3.056054
BMS-536924,SNU16,-0.291921
BMS-754807,SNU16,-0.188805
Bleomycin (50 uM),SNU16,3.346389
Bosutinib,SNU16,1.811719
Buparlisib,SNU16,0.140481
CCT007093,SNU16,3.989322
CPI-637,SNU16,2.12395
Cediranib,SNU16,-2.025933
Cisplatin,SNU16,2.034948
Cyclophosphamide,SNU16,4.371793
Cytarabine,SNU16,-0.411486
Dabrafenib,SNU16,2.794438
Dactinomycin,SNU16,-5.61266
Dactolisib,SNU16,-2.334023
Dasatinib,SNU16,0.963261
Docetaxel,SNU16,-7.099231
Doramapimod,SNU16,4.142269
EHT-1864,SNU16,2.774674
EPZ004777,SNU16,2.692534
EPZ5676,SNU16,4.677618
Epirubicin,SNU16,-2.963767
Erlotinib,SNU16,3.038455
Fulvestrant,SNU16,1.96046
GDC0810,SNU16,4.402784
GNE-317,SNU16,0.435486
GSK1904529A,SNU16,2.69792
GSK2578215A,SNU16,3.828489
GSK343,SNU16,2.692921
GW441756,SNU16,3.06818
Gefitinib,SNU16,2.861768
Gemcitabine,SNU16,-3.841658
I-BRD9,SNU16,2.205177
ICL-SIRT078,SNU16,2.364211
Ipatasertib,SNU16,2.437372
Irinotecan,SNU16,0.634616
JQ1,SNU16,-0.531511
KU-55933,SNU16,4.243934
LGK974,SNU16,2.789213
Lapatinib,SNU16,1.929352
Lenalidomide,SNU16,3.699963
Linsitinib,SNU16,2.043801
Luminespib,SNU16,-1.801571
MG-132,SNU16,-1.904623
MIM1,SNU16,3.720867
MK-1775,SNU16,-0.516494
MK-2206,SNU16,2.213934
MK-8776,SNU16,2.514582
N-acetyl cysteine,SNU16,9.74389
NU7441,SNU16,1.376148
NVP-ADW742,SNU16,1.588318
Navitoclax,SNU16,0.630696
Nilotinib,SNU16,1.836436
OSI-027,SNU16,0.318098
Olaparib,SNU16,2.285004
Oxaliplatin,SNU16,2.121775
P22077,SNU16,4.246344
PD0325901,SNU16,2.071976
PD173074,SNU16,-3.582592
PFI-1,SNU16,3.271423
PLX-4720,SNU16,2.260425
POMHEX,SNU16,-0.086839
Paclitaxel,SNU16,-5.745716
Palbociclib,SNU16,1.739952
Pevonedistat,SNU16,-0.745082
Pictilisib,SNU16,0.502871
Pyridostatin,SNU16,1.765915
RO-3306,SNU16,1.951576
Refametinib,SNU16,2.617468
Ribociclib,SNU16,1.401934
Rucaparib,SNU16,2.583513
SB216763,SNU16,4.661611
SB590885,SNU16,4.028595
SCH772984,SNU16,2.374546
SGC0946,SNU16,1.33371
SN-38,SNU16,-5.335454
Sapitinib,SNU16,3.536024
Savolitinib,SNU16,2.374506
Selumetinib,SNU16,4.246628
Sepantronium bromide,SNU16,-2.687035
Serdemetan,SNU16,2.943371
Sorafenib,SNU16,0.664252
Staurosporine,SNU16,-4.046482
TW 37,SNU16,1.183983
Talazoparib,SNU16,2.015857
Tamoxifen,SNU16,1.877779
Tanespimycin,SNU16,-2.698688
Taselisib,SNU16,2.09737
Telomerase Inhibitor IX,SNU16,0.723854
Temozolomide,SNU16,4.652609
Temsirolimus,SNU16,-0.446998
Trametinib,SNU16,-0.069283
UMI-77,SNU16,3.446089
UNC0379,SNU16,1.020407
UNC0638,SNU16,2.016255
Ulixertinib,SNU16,1.88962
Veliparib,SNU16,4.001566
Venetoclax,SNU16,0.80673
Vinblastine,SNU16,-6.354914
Vismodegib,SNU16,2.962219
Vorinostat,SNU16,0.942554
WEHI-539,SNU16,4.523105
WIKI4,SNU16,2.781168
YK-4-279,SNU16,0.134378
ZM447439,SNU16,1.202188
alpha-lipoic acid,SNU16,7.101695
glutathione,SNU16,9.040971
5-Fluorouracil,SNU175,2.905109
5-azacytidine,SNU175,2.161702
ABT737,SNU175,1.794674
AGI-5198,SNU175,4.350233
AGI-6780,SNU175,3.687113
AMG-319,SNU175,4.884036
AT13148,SNU175,3.581068
AZ6102,SNU175,1.609797
AZ960,SNU175,2.345387
AZD1332,SNU175,3.267699
AZD2014,SNU175,1.32
AZD3759,SNU175,0.466965
AZD4547,SNU175,2.217461
AZD5153,SNU175,0.442424
AZD5363,SNU175,3.222017
AZD5438,SNU175,2.080293
AZD5582,SNU175,1.224612
AZD5991,SNU175,0.792412
AZD6738,SNU175,2.582673
AZD8055,SNU175,1.302736
AZD8186,SNU175,3.138767
Acetalax,SNU175,2.102217
Afatinib,SNU175,0.177181
Afuresertib,SNU175,2.352171
Alisertib,SNU175,-1.102967
Alpelisib,SNU175,3.54609
Avagacestat,SNU175,5.438982
Axitinib,SNU175,1.13411
BI-2536,SNU175,-2.234342
BMS-345541,SNU175,2.621644
BMS-536924,SNU175,1.501432
Bleomycin,SNU175,2.744269
Bleomycin (50 uM),SNU175,4.538809
Bortezomib,SNU175,-4.141539
Bosutinib,SNU175,1.674107
Bromosporine,SNU175,2.209707
Buparlisib,SNU175,0.41737
CCT007093,SNU175,4.459619
CPI-637,SNU175,2.97696
CZC24832,SNU175,5.239864
Carmustine,SNU175,6.05661
Cediranib,SNU175,1.604507
Cisplatin,SNU175,2.102376
Crizotinib,SNU175,1.029266
Cyclophosphamide,SNU175,5.079067
Cytarabine,SNU175,-1.907354
Dabrafenib,SNU175,5.213086
Dacarbazine,SNU175,5.43326
Dactinomycin,SNU175,-5.482542
Dactolisib,SNU175,-1.060358
Dasatinib,SNU175,2.634299
Dihydrorotenone,SNU175,-0.706139
Dinaciclib,SNU175,-3.899734
Docetaxel,SNU175,-6.3469
EHT-1864,SNU175,2.939838
EPZ004777,SNU175,5.501747
EPZ5676,SNU175,5.752199
Elephantin,SNU175,2.229128
Entinostat,SNU175,1.590414
Entospletinib,SNU175,2.573156
Epirubicin,SNU175,-2.309721
Erlotinib,SNU175,0.774098
Fludarabine,SNU175,3.527054
Foretinib,SNU175,-0.735075
Fulvestrant,SNU175,2.900123
GDC0810,SNU175,4.635337
GNE-317,SNU175,0.690431
GSK-LSD1,SNU175,2.85421
GSK1904529A,SNU175,2.736842
GSK2578215A,SNU175,4.88142
GSK2606414,SNU175,4.146159
GSK2801,SNU175,5.143204
GSK2830371,SNU175,5.42387
GSK343,SNU175,3.607714
GSK591,SNU175,3.770029
GW441756,SNU175,2.437788
Gefitinib,SNU175,1.171628
Gemcitabine,SNU175,-1.582129
I-BET-762,SNU175,1.940024
I-BRD9,SNU175,3.792077
IWP-2,SNU175,3.098406
Ibrutinib,SNU175,3.789741
Ipatasertib,SNU175,2.674203
Irinotecan,SNU175,2.17955
JNK Inhibitor VIII,SNU175,5.388416
JQ1,SNU175,1.291551
KRAS (G12C) Inhibitor-12,SNU175,4.609983
L-Oxonoreleagnine,SNU175,2.544456
LCL161,SNU175,5.143726
LGK974,SNU175,4.040438
LJI308,SNU175,4.265093
LMP744,SNU175,-1.500811
LY2109761,SNU175,4.592709
Lapatinib,SNU175,2.124174
Leflunomide,SNU175,5.191762
Lenalidomide,SNU175,5.422245
Lestaurtinib,SNU175,-1.820059
Linsitinib,SNU175,2.349107
Luminespib,SNU175,-1.760214
MG-132,SNU175,-1.088112
MIM1,SNU175,2.391962
MIRA-1,SNU175,5.375216
MK-1775,SNU175,-0.378367
MK-8776,SNU175,2.903867
ML323,SNU175,3.963334
MN-64,SNU175,5.135187
Methotrexate,SNU175,-3.383377
Mitoxantrone,SNU175,0.519963
Motesanib,SNU175,5.401297
Mycophenolic acid,SNU175,-0.037651
N-acetyl cysteine,SNU175,10.134495
NU7441,SNU175,3.581643
Navitoclax,SNU175,1.764943
Nelarabine,SNU175,4.710538
Nilotinib,SNU175,3.999541
Niraparib,SNU175,3.93053
Nutlin-3a (-),SNU175,1.508715
OF-1,SNU175,3.887745
OSI-027,SNU175,3.190079
OTX015,SNU175,1.563705
Olaparib,SNU175,3.889986
Osimertinib,SNU175,-0.212999
Oxaliplatin,SNU175,2.768688
P22077,SNU175,4.279839
PCI-34051,SNU175,5.291451
PD0325901,SNU175,0.127426
PFI-1,SNU175,2.879641
PFI3,SNU175,5.369203
PLX-4720,SNU175,5.474541
PRIMA-1MET,SNU175,3.936439
PRT062607,SNU175,2.703295
Paclitaxel,SNU175,-4.091116
Palbociclib,SNU175,1.041511
Pevonedistat,SNU175,-0.606346
Picolinici-acid,SNU175,5.321279
Podophyllotoxin bromide,SNU175,-1.57452
Pyridostatin,SNU175,2.87427
RO-3306,SNU175,2.234797
RVX-208,SNU175,3.753195
Rapamycin,SNU175,-2.390977
Refametinib,SNU175,1.025174
Remodelin,SNU175,2.860015
Ribociclib,SNU175,1.328328
Romidepsin,SNU175,-6.620264
Rucaparib,SNU175,4.6775
Ruxolitinib,SNU175,5.270101
SB216763,SNU175,4.238957
SB505124,SNU175,1.69475
SB590885,SNU175,4.730723
SCH772984,SNU175,0.178013
SGC-CBP30,SNU175,4.370146
SGC0946,SNU175,1.310061
SN-38,SNU175,-4.099896
Sapitinib,SNU175,1.127186
Savolitinib,SNU175,1.598547
Schweinfurthin A,SNU175,3.117933
Selumetinib,SNU175,2.171689
Sepantronium bromide,SNU175,-2.972344
Serdemetan,SNU175,3.912836
Sinularin,SNU175,2.801002
Sorafenib,SNU175,2.141864
Staurosporine,SNU175,-4.004209
Talazoparib,SNU175,2.731081
Tamoxifen,SNU175,4.066133
Tanespimycin,SNU175,-1.802573
Taselisib,SNU175,1.110193
Telomerase Inhibitor IX,SNU175,0.92539
Temozolomide,SNU175,6.318619
Temsirolimus,SNU175,1.41998
Teniposide,SNU175,0.664278
Topotecan,SNU175,-0.336291
Trametinib,SNU175,-0.955637
UMI-77,SNU175,3.880383
UNC0379,SNU175,1.255147
UNC0638,SNU175,3.231509
Ulixertinib,SNU175,1.31985
Uprosertib,SNU175,1.215282
VE-822,SNU175,4.243484
VE821,SNU175,2.614381
VX-11e,SNU175,1.547344
Veliparib,SNU175,4.606186
Venetoclax,SNU175,2.144307
Vinblastine,SNU175,-6.045833
Vincristine,SNU175,-5.068099
Vismodegib,SNU175,4.263271
Vorinostat,SNU175,1.274245
WEHI-539,SNU175,5.477251
WIKI4,SNU175,3.775515
WZ4003,SNU175,3.910503
Wee1 Inhibitor,SNU175,2.698211
Wnt-C59,SNU175,4.205326
YK-4-279,SNU175,1.627362
ZM447439,SNU175,1.308353
Zoledronate,SNU175,3.233412
alpha-lipoic acid,SNU175,7.445385
glutathione,SNU175,9.211173
ABT737,SNU283,3.779284
AGI-5198,SNU283,4.441557
AGI-6780,SNU283,5.578867
AMG-319,SNU283,3.759741
AT13148,SNU283,4.207213
AZ6102,SNU283,3.732314
AZ960,SNU283,2.815665
AZD3759,SNU283,0.903713
AZD5363,SNU283,4.247166
AZD5582,SNU283,2.365674
AZD6482,SNU283,4.533164
AZD6738,SNU283,1.563072
AZD7762,SNU283,-0.91442
AZD8186,SNU283,3.467992
Afatinib,SNU283,2.266564
Afuresertib,SNU283,2.338026
Alisertib,SNU283,4.866468
Alpelisib,SNU283,3.08963
Avagacestat,SNU283,4.070932
Axitinib,SNU283,5.397776
BI-2536,SNU283,-3.450417
BIBR-1532,SNU283,5.146729
BMS-345541,SNU283,1.915022
BMS-536924,SNU283,2.205693
Bicalutamide,SNU283,4.34366
Bortezomib,SNU283,-4.922365
Bosutinib,SNU283,2.670722
CCT-018159,SNU283,4.586404
CCT007093,SNU283,4.416013
CHIR-99021,SNU283,5.10029
CZC24832,SNU283,5.524013
Camptothecin,SNU283,-0.913214
Cediranib,SNU283,3.196622
Crizotinib,SNU283,2.075538
Dabrafenib,SNU283,5.385831
Dactinomycin,SNU283,-3.77147
Dactolisib,SNU283,0.299307
Dasatinib,SNU283,3.91234
Dinaciclib,SNU283,-3.467551
Docetaxel,SNU283,-4.355498
Doramapimod,SNU283,5.459639
EHT-1864,SNU283,4.849542
EPZ004777,SNU283,5.079248
EPZ5676,SNU283,4.98279
Elesclomol,SNU283,0.645179
Entinostat,SNU283,1.398587
Entospletinib,SNU283,5.604564
Epirubicin,SNU283,-0.300611
Erlotinib,SNU283,2.681447
Foretinib,SNU283,1.024212
Fulvestrant,SNU283,2.860871
GDC0810,SNU283,5.297378
GNE-317,SNU283,2.505196
GSK1904529A,SNU283,3.931049
GSK2578215A,SNU283,4.492107
GSK2606414,SNU283,3.961888
GSK343,SNU283,3.300566
GSK591,SNU283,5.251627
GW441756,SNU283,3.998704
Gefitinib,SNU283,1.834084
Gemcitabine,SNU283,-0.013838
I-BRD9,SNU283,4.673513
IOX2,SNU283,2.355095
IWP-2,SNU283,3.055357
Ibrutinib,SNU283,3.45027
Ipatasertib,SNU283,3.121457
Irinotecan,SNU283,1.650658
JNK Inhibitor VIII,SNU283,5.546761
JQ1,SNU283,1.639871
KRAS (G12C) Inhibitor-12,SNU283,6.30269
KU-55933,SNU283,5.612654
LCL161,SNU283,4.980947
LGK974,SNU283,4.740814
LJI308,SNU283,3.9627
LY2109761,SNU283,4.82285
Lapatinib,SNU283,2.597955
Leflunomide,SNU283,5.324808
Lenalidomide,SNU283,5.612654
Lestaurtinib,SNU283,0.973627
Linsitinib,SNU283,2.521047
Luminespib,SNU283,-1.138664
MG-132,SNU283,-0.561623
MIRA-1,SNU283,5.123731
MK-1775,SNU283,-0.835478
MK-2206,SNU283,4.943126
ML323,SNU283,6.305166
MN-64,SNU283,5.543399
Methotrexate,SNU283,3.26564
Mirin,SNU283,6.00202
Motesanib,SNU283,5.612654
NVP-ADW742,SNU283,2.659316
Navitoclax,SNU283,1.552038
Nilotinib,SNU283,5.612654
Niraparib,SNU283,4.988359
Nutlin-3a (-),SNU283,4.836516
OF-1,SNU283,3.921141
OSI-027,SNU283,3.156198
OTX015,SNU283,2.981318
Olaparib,SNU283,5.634799
Osimertinib,SNU283,0.616152
P22077,SNU283,5.432886
PD0325901,SNU283,1.5528
PD173074,SNU283,5.557534
PF-4708671,SNU283,4.455793
PFI-1,SNU283,2.85375
PFI3,SNU283,5.610064
PLX-4720,SNU283,5.553868
PRIMA-1MET,SNU283,4.168428
PRT062607,SNU283,3.244259
Palbociclib,SNU283,4.423726
Pevonedistat,SNU283,3.250349
Picolinici-acid,SNU283,5.612654
Pictilisib,SNU283,2.026248
Pyridostatin,SNU283,3.160005
RO-3306,SNU283,3.741153
RVX-208,SNU283,4.5305
Rapamycin,SNU283,0.081475
Ribociclib,SNU283,4.067451
